weeknumber,weekday,date,start,end,duration,category,project,location,city
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
#VALUE!,#VALUE!,,,,,,,,
