zipcode,liberalism_index
01434,0.8657918654372392
01436,0.8020145312862841
01438,0.7148472596585804
01440,0.7310976378317965
01450,0.6766921588659662
01451,0.8559259252318869
01452,0.647547377632929
01453,0.5603282454364593
01456,1
01460,0.7633080755060082
01462,0.721224478842674
01463,0.4396741149392962
01464,0.7960847344272732
01467,0.9202959985918798
01468,0.9053939589000741
01469,0.7100497137977039
01470,1
01472,0.7772021441202476
01473,0.724276868579663
01474,0.5459387813200388
01475,0.666862887671289
01478,1
01501,0.5911093611971441
01503,0.5775040544735466
01504,0.624353872651383
01505,0.6387883646395648
01506,0.6915493652084861
01507,0.671704505867338
01508,1
01510,0.7959893027799988
01515,0.6578826237054085
01516,0.6264017644026459
01518,0.5983793674053813
01519,0.851099307273107
01520,0.8284184087506571
01521,0.8592696885579473
01522,0.6898458117396654
01523,0.7468299291982919
01524,0.6698784159645711
01525,0
01526,0
01527,0.6242197899468347
01528,1
01529,0.5344401799477774
01531,1
01532,0.7473597053067075
01533,0
01534,0.5942991195488448
01535,0.8274747060172654
01536,0.5878995717175156
01537,1
01538,1
01540,0.5904763563863975
01541,0.5305635908468014
01542,0.7707492680620374
01543,0.5383029693179693
01545,0.6760443934704754
01546,1
01550,0.49806558064854484
01560,0.6774828277486363
01561,0.29882160190123064
01562,0.6133998375910455
01564,0.598690366970062
01566,0.5504490615273394
01568,0.6567866443436459
01569,0.7922870226406559
01570,0.5531572207595524
01571,0.5195131537446862
01581,0.4817906636686789
01583,0.7976890506112813
01585,0.29812464572894404
01588,0.4672737650055926
01590,0.42176021490367777
01598,0
01601,0.22738095238095238
01602,0.890570316635997
01603,0.7525288531245539
01604,0.6729315829568923
01605,0.734765414153778
01606,0.7022161839314306
01607,0.8837277912541796
01608,0.8335675701143299
01609,0.7377658044484388
01610,0.7594663091529803
01611,0.6808309672101117
01612,0.7057739125638545
01613,0.3826753948876377
01615,1
01619,0
01638,0
01651,1
01657,1
01701,0.7372724864209091
01702,0.6822369054324051
01703,0.9138308786649035
01704,0
01705,0.6130417975958901
01708,0
01711,1
01718,0.8813348416289594
01719,0.7672779444063371
01720,0.8713653725826193
01721,0.8471875957624243
01730,0.7979523444759353
01731,1
01740,0.8208136654082836
01741,0.8045303974440784
01742,0.8073984972827237
01745,0.8789375424304142
01746,0.7624923861916171
01747,0.6914204262668923
01748,0.5152883476000051
01749,0.6852753480859292
01750,1
01752,0.7090011877393306
01754,0.8597287860957255
01756,0.775798065820511
01757,0.6725980585028793
01759,1
01760,0.8050378194826504
01761,0
01770,0.8162489844073257
01772,0.668923528800202
01773,0.7901820023204577
01775,0.7866494821990139
01776,0.7523894975812618
01777,0
01778,0.8242302779940819
01784,1
01788,1
01792,1
01801,0.7383486112518948
01803,0.7008252433146434
01805,1
01810,0.7483198260464702
01815,1
01818,0
01820,1
01821,0.7588354839092497
01824,0.7958892285057049
01826,0.6221289236577693
01827,0.5915440641400382
01830,0.7275408696189181
01831,1
01832,0.6263031557127967
01833,0.6832008757620813
01834,0.6420691800214455
01835,0.6820829399731401
01836,1
01838,1
01840,0.8187450319387793
01841,0.8677509210553315
01842,1
01843,0.6699016503112654
01844,0.788540011817183
01845,0.6708717056947898
01848,1
01850,0.8564668854945403
01851,0.6995679086307702
01852,0.7567704288651751
01853,0.3900094893693416
01854,0.7986194799581324
01860,0.6064813651393711
01862,0.6310325463287779
01863,0.7529962496546365
01864,0.5676150646426255
01865,1
01866,0.3635623044838373
01867,0.6501271353339144
01874,0
01876,0.6525319775617514
01879,0.625914411589757
01880,0.7791874552138233
01885,0.7370134640758066
01886,0.7955691578733154
01887,0.7975085961615784
01888,0.15190208120095533
01890,0.756820448857557
01893,0
01896,0
01901,0.8987269412901407
01902,0.751878354146647
01903,1
01904,0.6532660870087101
01905,0.7236128461436204
01906,0.5890170132814592
01907,0.7380230687274152
01908,0.8051141880779105
01909,0
01913,0.8785250148432944
01915,0.7640887717110655
01920,1
01921,0.6841540916249983
01922,0.835040840264452
01923,0.7318054856822774
01929,0.7722551377078539
01930,0.7918844590611572
01931,0.7971089218667805
01936,0.6433219251581744
01937,1
01938,0.806962546423482
01940,0.40480390071432304
01944,0.6892081974366254
01945,0.6832213179158999
01946,0
01949,0.5666128524291978
01950,0.8084315426311528
01951,0.8330978357509663
01952,0.523915794120332
01960,0.556969537713984
01961,0
01965,0.8219704645269413
01966,0.851809517003912
01968,0
01969,0.6767785894146238
01970,0.8716815821476348
01971,1
01982,0.6311069128091427
01983,0.5725873148964904
01984,0.6414338043749684
01985,0.7973098158892515
02000,1
02003,0
02007,0
02008,1
02009,1
02011,1
02014,1
02015,1
02018,1
02019,0.593500456720907
02020,0.38676789669564693
02021,0.7788589411183886
02024,1
02025,0.6262125172029517
02026,0.7337122150356263
02027,1
02030,0.5971873011186297
02032,0.7700304788718626
02035,0.5894721619419985
02038,0.5902479342641049
02039,0
02041,0.3756433638425833
02043,0.6585065150061797
02045,0.7776457218243712
02047,0.6875104963097185
02048,0.6718809043757076
02049,0
02050,0.5673089316635961
02051,0.5611371378162423
02052,0.6760903998254992
02053,0.7793535738777138
02054,0.8355061368901472
02056,0.6338117153763119
02057,0
02059,0.11539764793265163
02060,0.5314009661835749
02061,0.4613699278048926
02062,0.6129735883277073
02065,0.8852869352869353
02066,0.6873131657786461
02067,0.8695010847286702
02068,0
02070,0.6770833333333333
02071,0.7087338774687626
02072,0.7475879770853249
02081,0.6502495936097579
02088,1
02090,0.7375764325436224
02093,0.43077697857257546
02096,1
02100,1
02101,0.5
02107,0
02108,0.8495291796247496
02109,0.7246664144854377
02110,0.7753648349032214
02111,0.8652294420987688
02112,0.8846217096908557
02113,0.8123229392834861
02114,0.7804769802234611
02115,0.7914169768212502
02116,0.7822637533846624
02117,0.543114902778748
02118,0.8842200910523774
02119,0.954437664210951
02120,0.9330210421201687
02121,0.9675897960484374
02122,0.8962827823216286
02123,1
02124,0.9670743958060428
02125,0.9148312487886926
02126,0.9075310369986839
02127,0.81574954793898935
02128,0.7809756009238219
02129,0.9068666902790887
02130,0.964153698570235
02131,0.9240350108468438
02132,0.7589676240580954
02133,0.8952380952380952
02134,0.8447337421172263
02135,0.8054971539875498
02136,0.7804219300434312
02137,1
02138,0.9346163404325254
02139,0.9384503599324158
02140,0.9588274596148113
02141,0.9391488234151372
02142,0.9302417719257297
02143,0.9417181693542929
02144,0.9668899453821298
02145,0.922892609512152
02146,1
02148,0.8254836689064404
02149,0.6539646641273242
02150,0.7397481924077531
02151,0.7552955442839611
02152,0.8056321109910136
02154,1
02155,0.8590173567937658
02156,1
02158,0.4207547169811321
02159,1
02161,1
02163,0.7434640340174756
02166,1
02167,0.9028633004926109
02168,1
02169,0.7186193903349369
02170,0.7584023284170855
02171,0.7269281435006678
02173,0.5490196078431372
02174,1
02175,1
02176,0.8305482173349502
02180,0.7465060617589985
02181,0.6577380952380952
02184,0.7197548661504722
02185,0.46480501817566905
02186,0.7984704334316752
02188,0.7563526605412183
02189,0.7360204448298999
02190,0.7485273684361698
02191,0.6072921742763107
02192,1
02193,1
02196,0.6718012815824003
02199,0.756516024278691
02200,1
02201,1
02202,0
02204,1
02205,0.8519455635563706
02206,0
02207,0
02210,0.7535401198225097
02211,0
02214,0
02215,0.8640567719380433
02216,0
02217,1
02219,0
02238,0.9479357310188875
02241,0
02246,1
02251,1
02254,1
02255,1
02262,1
02269,1
02286,1
02301,0.6645001777045162
02302,0.7771461760883014
02303,0.7925028087124448
02304,1
02305,1
02310,1
02312,1
02315,1
02316,1
02322,0.5527585481283284
02324,0.654148750112928
02327,0.46880838172178746
02330,0.6759706763322615
02331,0.5287184957058172
02332,0.5799521464254638
02333,0.41450559706670576
02338,0.7475439264171888
02339,0.5800749298777408
02340,0
02341,0.3286677962622969
02343,0.7233201927209809
02345,0.34710122646988484
02346,0.5899761211457093
02347,0.3412134452589403
02350,0
02351,0.4616698818466658
02352,0
02354,1
02355,0
02356,0.7318951272469111
02357,1
02358,1
02359,0.6432882285483604
02360,0.7046391441422015
02361,0.6711382589042163
02362,0.3922848792034838
02364,0.49217684992204785
02366,0.5189848121502798
02367,0.7307089331879281
02368,0.8112850161287527
02370,0.6134727356441554
02374,0
02375,0.6118845778214563
02379,0.33422426841486563
02381,0.8860245071205296
02382,0.46871893977695445
02401,1
02402,1
02403,1
02404,0
02410,1
02418,1
02420,0.8336629582530131
02421,0.8660548590694601
02428,0
02431,1
02443,0
02444,1
02445,0.8252687112004762
02446,0.9067203621571133
02447,1
02448,1
02450,1
02451,0.6093638166901902
02452,0.7511535462819947
02453,0.840469152585791
02454,0.8063546803306701
02455,0.6249999999999999
02456,0.4535435381788485
02457,0
02458,0.6949180674495478
02459,0.8549239951468509
02460,0.9101893736866383
02461,0.9200860098430691
02462,0.9062553233605943
02464,0.9686547794576551
02465,0.8228423540959742
02466,0.9267843456808403
02467,0.8055986837149494
02468,0.8687575053021265
02469,1
02471,0.4622937589670014
02472,0.8057131131166462
02474,0.9460753657292741
02476,0.9406395896236818
02478,0.8803157819712317
02479,1
02481,0.6064981320125915
02482,0.7590214121067809
02487,0.3340258541089566
02492,0.7993332944901156
02493,0.7141292356189219
02494,0.860541307735502
02495,0.4610745614035088
02500,1
02502,1
02514,1
02516,1
02520,1
02532,0.6983876764305321
02533,0
02534,0.8955662453388786
02535,0.7758532866538266
02536,0.6729863822033778
02537,0.6803310106561345
02538,0.8903846153846153
02539,0.8055987417024096
02540,0.8397401487112337
02541,0.3889542307432582
02543,0.8138440655296411
02547,0
02552,1
02553,0.36238170321495566
02554,0.870496106401696
02556,0.7702713005351403
02557,0.8840840064507308
02558,0.9032823242404081
02559,0.7411444976706454
02561,0.5751028171481812
02562,0.557048105945281
02563,0.7038594187742623
02564,0.7569794787230184
02568,0.9453411391127663
02571,0.5639949133459953
02574,0.56606812240244
02575,0.9235188448857115
02576,0.38364007238438547
02584,0.7328936531818486
02592,0.6547619047619048
02600,1
02601,0.6056983509480078
02602,1
02606,0
02630,0.7647639510711342
02631,0.7922232914236356
02632,0.6697049927200884
02633,0.5670132734541895
02635,0.516819501675822
02637,0.5221919599451811
02638,0.6267004586965658
02639,0.7261127062577923
02640,1
02641,0.5773228582441181
02642,0.8085531456297844
02643,0.8457923422790861
02644,0.8539464576747109
02645,0.8031415282256884
02646,0.688521304101103
02647,0.7195816483728095
02648,0.7640976299049043
02649,0.6829063210818006
02650,0.24460018952472418
02651,0.8924593568922531
02652,0.9607376660204914
02653,0.852346996566212
02654,1
02655,0.4967138535451653
02657,0.9952769011090021
02659,0.846814697188118
02660,0.5024540843066901
02661,0.44559216939853546
02662,0.45880551075367104
02663,0.962403747375032
02664,0.607724686065281
02666,0.9569837935557484
02667,0.8892127025955194
02668,0.7287922077918463
02669,0.5755885387210274
02670,0.5399511356825715
02671,0.6357602584304578
02672,0.31963342861112765
02673,0.6744462084167832
02674,0
02675,0.7450371432715263
02682,1
02700,0
02702,0.5853249731998439
02703,0.5797796781466563
02705,1
02712,0
02714,1
02715,0.4715528347186293
02717,0.29118488900006045
02718,0.6487487292219523
02719,0.7274752426391042
02720,0.6803498051630561
02721,0.573668526248194
02722,0.7726116099443395
02723,0.8639714044437243
02724,0.8663887147124065
02725,0.6347256470674192
02726,0.7420020662883706
02730,1
02738,0.6652706974957937
02739,0.7659529149148558
02740,0.8583486143717125
02741,0
02742,0.6066330701672429
02743,0.499328903667982
02744,0.9397499771340158
02745,0.45242994833060496
02746,0.5634935407863293
02747,0.6460636235034348
02748,0.763813260745182
02760,0.5767480567019235
02761,0.45074327697011296
02762,0.644095413400892
02763,1
02764,0.5793088309622753
02766,0.7223187441124271
02767,0.5276157080824901
02769,0.6446314021662283
02770,0.5230626974317711
02771,0.7102813384195348
02777,0.6589210297169
02779,0.7885621516909922
02780,0.5577156008231775
02790,0.7193371971649566
02791,0.8346482521749163
02801,1
02802,0.8716204087268711
02803,1
02804,0.6724800919245364
02805,1
02806,0.744178583331933
02807,0.9573005592864783
02808,0.791317783094099
02809,0.8795940068896377
02812,0.9077132381342072
02813,0.8421371068603684
02814,0.7528135910457234
02815,0.6569788461284485
02816,0.7291962248400341
02817,0.43691433511666106
02818,0.7343953268027574
02822,0.6857609355489771
02824,1
02825,0.8120171405199926
02827,0.796453580358443
02828,0.7591326879538525
02829,1
02830,0.8772938041988497
02831,0.6541412312925666
02832,0.7472054834341341
02833,0.42857142857142855
02834,1
02835,0.8371336430847407
02837,0.7206958926445473
02838,0.8212795880345756
02839,1
02840,0.7702229343938958
02842,0.8129500020014133
02850,1
02852,0.7637179774441893
02853,1
02857,0.710816235377358
02859,0.9397592725927258
02860,0.9516029074170235
02861,0.7742047931029999
02862,0.3560606060606061
02863,0.8893998966823556
02864,0.696423806831854
02865,0.83820051523074
02870,0
02871,0.775723484687883
02872,1
02873,1
02874,0.6896891891062586
02875,0.8479898516783761
02876,0.9263523391812866
02877,0.4295286366554033
02878,0.8034411801507642
02879,0.7742346977980649
02880,0.4278585129841049
02881,0.9694487007122607
02882,0.7124768588532908
02883,0
02885,0.8472397640990201
02886,0.6131703170799253
02887,0.899580486405831
02888,0.7770058523065007
02889,0.6948585197098374
02890,0
02891,0.6973481519326732
02892,0.8483301742019946
02893,0.7234642222096409
02894,1
02895,0.44135594249723065
02896,0.7448750726464106
02898,0.5972898617277884
02901,0.7788303260525482
02903,0.8341430522471247
02904,0.8298124119936703
02905,0.811045555042025
02906,0.8741486740136291
02907,0.9359774668305431
02908,0.8732643519175745
02909,0.9419459836422321
02910,0.7433365084681732
02911,0.7619679086477632
02912,0.7704138853129876
02914,0.6552272981926631
02915,0.7445582681031395
02916,0.7061978214798559
02917,0.7723720592028624
02918,1
02919,0.7276022479025797
02920,0.5138633236940846
02921,0.7993770396618936
02929,1
02940,0.8304532078150543
02943,1
03000,1
03004,0.5972973592517881
03010,1
03011,1
03014,0.3406491791869652
03031,0.4889440997063147
03032,0.4161321203090491
03033,0.36902045131445393
03034,0.5746456793648557
03036,0.7026811244824767
03037,0.45825126448450715
03038,0.45957550273810566
03040,1
03041,0
03042,0.7483992272428903
03043,0.4863724701303104
03044,0.29354470248108416
03045,0.6167719375643952
03046,0.6787521508858003
03047,0.5158497931341093
03048,0.3820986993817439
03049,0.576889751127983
03051,0.37015200473862964
03052,0.5858252262353953
03053,0.596256753656926
03054,0.4719277023202449
03055,0.44948701465653007
03057,0.5577392899216496
03060,0.44481930255910707
03061,0.11805904186142355
03062,0.47371564932660926
03063,0.4059606209810256
03064,0.4057878048675224
03067,1
03070,0.7179870893460938
03071,0.3638180553259492
03073,0.3833333333333333
03076,0.5607232148486446
03077,0.5938506346868462
03079,0.5260042212782192
03082,0.5718491432788958
03084,0.6135163563682235
03086,0.4657389856882775
03087,0.46494914431375695
03088,0
03090,1
03099,0
03101,0.43837435535906744
03102,0.5431966334986201
03103,0.5211872180553356
03104,0.6293117646333937
03105,0.6524544167799745
03106,0.3843758153017123
03108,0.15065780883858687
03109,0.6356087145428786
03110,0.3626980963707052
03113,1
03127,1
03150,1
03160,0
03181,0
03185,1
03188,0
03194,0
03195,0
03204,1
03215,0.6383302005012531
03216,0.850182555900679
03217,0.8479393905183161
03218,0.9197661403328891
03220,0.5976499178463727
03221,0.782366352106034
03222,0.6343702035903431
03223,0.6642213237402834
03224,0.6906486883388377
03225,0.4665293182321738
03226,0.42593829544305506
03227,0.7965939291547788
03229,0.5614850559471039
03230,0.5446553894519887
03231,0.6332468056877505
03233,0.6715368459597797
03234,0.4424227607786789
03235,0.3734000405292154
03237,0.7661146701931859
03238,1
03240,0.7600093429331531
03241,0.6478001933672644
03242,0.7320522589146411
03243,0.8613753002839049
03244,0.4072543370900307
03245,0.8736262491161403
03246,0.4909366926609391
03247,0.29197794495530716
03249,0.38147083429424633
03251,0.5448278578858431
03252,1
03253,0.3917880505679301
03254,0.29616567894920404
03255,0.4384046407512917
03256,0.8081273468276261
03257,0.5797830760031757
03258,0.19062319680388073
03259,0.8331074061478237
03260,0.7561516355554079
03261,0.5702858440028884
03262,0.43911466961472506
03263,0.28962638678131586
03264,0.8025023937483844
03266,0.8032224686037496
03268,0.5693808486463346
03269,0.6294276033067465
03273,0.5156708945260348
03275,0.6382812598590394
03276,0.554894033428911
03278,0.7542106677365368
03279,0.4470787633854632
03280,0.7997855504797609
03281,0.5419413027561492
03282,0.24711538461538463
03284,0.9002127439750499
03285,0.44946716984083535
03287,0.8292749302734095
03289,0
03290,0.3910211444841345
03291,0.5265748031496063
03293,1
03296,0
03300,1
03301,0.7465292910637499
03302,0.2825054901017796
03303,0.6690949132522821
03304,0.5366743724718435
03307,0.5365895354519712
03308,1
03331,1
03334,0
03346,0
03347,0
03356,0
03360,1
03366,1
03413,0
03421,1
03431,0.7012569579376045
03432,0
03440,0.6530166278640492
03441,0.6585302653399667
03442,0.4410637603372375
03443,0.5761787523580234
03444,0.4538643811444106
03445,0.9633807721704728
03446,0.39009674964006175
03447,0.29214785366701423
03448,0.8117444529456771
03449,0.7981297575740652
03450,0.7210610511945523
03451,0.6786557160388935
03452,0.4615713884695602
03455,0.759056156411511
03456,1
03457,0.9135448699396992
03458,0.6472821187414121
03461,0.3929313277254005
03462,0.4671554619461897
03464,0.3519071953127071
03465,0.463116833472338
03466,0.929110367093825
03467,0.5472497051964339
03469,0.5368589743589743
03470,0.8004265937818729
03540,0
03561,0.5101258354143288
03570,0.5654698164510809
03574,0.8021414116219558
03575,0.3623253406934621
03576,0.21695595776118953
03579,0.34970238095238093
03580,0.7387196272151297
03581,0.6369662365947538
03582,0.6876777251184834
03583,0.695488526436657
03584,0.8623528441830293
03585,0.4067080410097841
03586,0.5413311124240133
03588,0.5414991604984983
03590,1
03592,0.4583333333333333
03593,0.8984611420210314
03595,0.1066984164894363
03597,0
03598,0.5880631973424194
03601,0.7104651427907851
03602,0.695187990776136
03603,0.46778463425741207
03604,1
03605,0.46582235215405654
03607,1
03608,0.8228604431095528
03609,0.15493465147453084
03642,0
03644,0
03651,0
03711,1
03712,0
03720,1
03722,1
03735,1
03740,0.7712065872640979
03741,0.9598190851143606
03743,0.6779527460204323
03745,0.8634022093100517
03746,1
03748,0.6630927790357539
03750,0.7462042177803057
03751,0.6854724772256608
03752,0.8003764646206507
03753,0.7441772259959757
03755,0.7718832176205624
03758,1
03765,0.7411856390411694
03766,0.8096559217547454
03768,0.7719471458166804
03769,0.5127952755905512
03770,0.842213625547914
03771,0.644568095491883
03773,0.5934953175245824
03774,0.18930305650884072
03775,1
03777,0.540779172029172
03779,0.6264959708339499
03780,1
03781,0.6265453491238934
03782,0.4470536552465567
03784,0.6793411043266927
03785,0.6718812653506948
03788,0
03800,1
03801,0.6642869685643084
03802,0.3879585478850216
03809,0.3529997064899444
03810,0.28404554531551396
03811,0.4569422908605918
03812,0.6715682747198088
03813,0.7768845679395229
03814,0.839397004276617
03815,0
03816,0.4697353035237467
03817,1
03818,0.7825878680237145
03819,0.33210890107419005
03820,0.5709023554420217
03821,0.5438543527430184
03823,0.6796252652682087
03824,0.7799506431472614
03825,0.5655461995731765
