"","firm_name","wikipedia"
"679","LA-Z-BOY","https://en.wikipedia.org/wiki/La-Z-Boy"
"680","LEGG MASON","https://en.wikipedia.org/wiki/Legg_Mason"
"681","MDC HOLDINGS","https://en.wikipedia.org/wiki/MDC_Holdings"
"682","MARCUS CORP","https://en.wikipedia.org/wiki/Marcus_Corporation"
"683","MYERS INDUSTRIES",
"684","NEW JERSEY RESOURCES","https://en.wikipedia.org/wiki/New_Jersey_Resources"
"685","NORTHWEST NATURAL GAS","https://en.wikipedia.org/wiki/NW_Natural"
"686","OCEANEERING INTERNATIONAL","https://en.wikipedia.org/wiki/Oceaneering_International"
"687","BRISTOW GROUP",
"688","OWENS & MINOR","https://en.wikipedia.org/wiki/Owens_%26_Minor"
"689","OXFORD INDUSTRIES","https://en.wikipedia.org/wiki/Oxford_Industries"
"690","AQUA AMERICA","https://en.wikipedia.org/wiki/Aqua_America"
"691","AGILYSYS INC","https://en.wikipedia.org/wiki/Agilysys"
"692","QUAKER CHEMICAL","https://en.wikipedia.org/wiki/Quaker_Chemical_Corporation"
"693","RAYMOND JAMES FINANCIAL","https://en.wikipedia.org/wiki/Raymond_James_Financial"
"694","ROSS STORES","https://en.wikipedia.org/wiki/Ross_Stores"
"695","SMITH CORP","https://en.wikipedia.org/wiki/A._O._Smith"
"696","AMERICAN STATES WATER","https://en.wikipedia.org/wiki/American_States_Water"
"697","SOUTHWEST GAS HOLDINGS","https://en.wikipedia.org/wiki/Southwest_Gas"
"698","SOUTHWESTERN ENERGY","https://en.wikipedia.org/wiki/Southwestern_Energy"
"699","STANDARD MOTOR PRODS","https://en.wikipedia.org/wiki/Standard_Motor_Products"
"700","STURM RUGER","https://en.wikipedia.org/wiki/Sturm,_Ruger_%26_Co."
"701","THOR INDUSTRIES","https://en.wikipedia.org/wiki/Thor_Industries"
"702","TORO CO","https://en.wikipedia.org/wiki/Toro_(company)"
"703","UNIVERSAL HEALTH SERVICES","https://en.wikipedia.org/wiki/Universal_Health_Services"
"704","VALMONT INDUSTRIES","https://en.wikipedia.org/wiki/Valmont_Industries"
"705","WD-40","https://en.wikipedia.org/wiki/WD-40"
"706","WILLIAMS-SONOMA","https://en.wikipedia.org/wiki/Williams-Sonoma"
"707","WINNEBAGO INDUSTRIES","https://en.wikipedia.org/wiki/Winnebago_Industries"
"708","WOLVERINE WORLD WIDE","https://en.wikipedia.org/wiki/Wolverine_World_Wide"
"709","ZIONS BANCORPORATION","https://en.wikipedia.org/wiki/Zions_Bancorporation"
"710","TECH DATA","https://en.wikipedia.org/wiki/Tech_Data"
"711","ASTEC INDUSTRIES",
"712","WERNER ENTERPRISES","https://en.wikipedia.org/wiki/Werner_Enterprises"
"713","SKYWEST INC","https://en.wikipedia.org/wiki/SkyWest,_Inc."
"714","TOLL BROTHERS","https://en.wikipedia.org/wiki/Toll_Brothers"
"715","CORELOGIC INC","https://en.wikipedia.org/wiki/CoreLogic"
"716","J & J SNACK FOODS","https://en.wikipedia.org/wiki/J_%26_J_Snack_Foods"
"717","HEARTLAND EXPRESS",
"718","CERNER CORP","https://en.wikipedia.org/wiki/Cerner"
"719","PLEXUS CORP",
"720","JACK IN THE BOX","https://en.wikipedia.org/wiki/Jack_in_the_Box"
"721","FASTENAL CO","https://en.wikipedia.org/wiki/Fastenal"
"722","WASTE MANAGEMENT","https://en.wikipedia.org/wiki/Waste_Management_(corporation)"
"723","DEVON ENERGY","https://en.wikipedia.org/wiki/Devon_Energy"
"724","LINDSAY CORP","https://en.wikipedia.org/wiki/Lindsay_Manufacturing"
"725","MUELLER INDUSTRIES","https://en.wikipedia.org/wiki/Mueller_Industries"
"726","TCF FINANCIAL","https://en.wikipedia.org/wiki/TCF_Financial_Corporation"
"727","TREDEGAR CORP","https://en.wikipedia.org/wiki/Tredegar_Corporation"
"728","COGNEX CORP","https://en.wikipedia.org/wiki/Cognex_Corporation"
"729","DIGI INTERNATIONAL","https://en.wikipedia.org/wiki/Digi_International"
"730","FIRST BANCORP P R","https://en.wikipedia.org/wiki/First_BanCorp"
"731","SELECTIVE INS GROUP","https://en.wikipedia.org/wiki/Selective_Insurance"
"732","SCOTTS MIRACLE-GRO","https://en.wikipedia.org/wiki/Scotts_Miracle-Gro_Company"
"733","CABOT OIL & GAS","https://en.wikipedia.org/wiki/Cabot_Oil_%26_Gas"
"734","TETRA TECHNOLOGIES INC",
"735","VICOR CORP","https://en.wikipedia.org/wiki/Vicor_Corporation"
"736","BENCHMARK ELECTRONICS","https://en.wikipedia.org/wiki/Benchmark_Electronics"
"737","ETHAN ALLEN INTERIORS","https://en.wikipedia.org/wiki/Ethan_Allen_(furniture_company)"
"738","SONIC CORP","https://en.wikipedia.org/wiki/Sonic_Drive-In"
"739","REGENERON PHARMACEUTICALS","https://en.wikipedia.org/wiki/Regeneron"
"740","IDEXX LABS","https://en.wikipedia.org/wiki/Idexx_Laboratories"
"741","DINE BRANDS GLOBAL","https://en.wikipedia.org/wiki/Dine_Brands_Global"
"742","VERTEX PHARMACEUTICALS","https://en.wikipedia.org/wiki/Vertex_Pharmaceuticals"
"743","PROGRESS SOFTWARE","https://en.wikipedia.org/wiki/Progress_Software"
"744","ZEBRA TECHNOLOGIES CORP","https://en.wikipedia.org/wiki/Zebra_Technologies"
"745","ROPER TECHNOLOGIES","https://en.wikipedia.org/wiki/Roper_Technologies"
"746","MOHAWK INDUSTRIES","https://en.wikipedia.org/wiki/Mohawk_Industries"
"747","AGCO CORP","https://en.wikipedia.org/wiki/AGCO"
"748","STERIS PLC",
"749","EXPRESS SCRIPTS HOLDING","https://en.wikipedia.org/wiki/Express_Scripts"
"750","CHEESECAKE FACTORY","https://en.wikipedia.org/wiki/The_Cheesecake_Factory"
"751","PATTERSON COMPANIES","https://en.wikipedia.org/wiki/Patterson_Companies"
"752","SM ENERGY","https://en.wikipedia.org/wiki/SM_Energy"
"753","ALLERGAN PLC","https://en.wikipedia.org/wiki/Allergan"
"754","MICROCHIP TECHNOLOGY","https://en.wikipedia.org/wiki/Microchip_Technology"
"755","NEWFIELD EXPLORATION","https://en.wikipedia.org/wiki/Newfield_Exploration"
"756","HARVEST NATURAL RESOURCES",
"757","TJ INTERNATIONAL",
"758","AQUARION CO",
"759","AMRESCO INC",
"760","OAK INDUSTRIES",
"761","WATKINS-JOHNSON","https://en.wikipedia.org/wiki/Watkins-Johnson_Company"
"762","CONNECTICUT ENERGY",
"763","SOUTHERN ENERGY HOMES",
"764","PLAYERS INTERNATIONAL","https://en.wikipedia.org/wiki/Players_International"
"765","NEIGHBORCARE INC",
"766","JSB FINANCIAL",
"767","COMPUSA INC","https://en.wikipedia.org/wiki/CompUSA"
"768","SHOREWOOD PACKAGING",
"769","FRONTIER INSURANCE GROUP",
"770","TNP ENTERPRISES",
"771","MICROAGE INC",
"772","NFO WORLDWIDE",
"773","EASTERN UTILITIES ASSOC",
"774","PICTURETEL CORP","https://en.wikipedia.org/wiki/PictureTel_Corp."
"775","TCBY ENTERPRISES",
"776","WICOR INC",
"777","STONE & WEBSTER","https://en.wikipedia.org/wiki/Stone_%26_Webster"
"778","LIPOSOME",
"779","US TRUST","https://en.wikipedia.org/wiki/Bank_of_America_Private_Bank"
"780","MAGELLAN HEALTH","https://en.wikipedia.org/wiki/Magellan_Health"
"781","NORTH AMERICAN VACCINE",
"782","SUMMIT TECHNOLOGY",
"783","WYNN'S INTERNATIONAL",
"784","JUSTIN INDUSTRIES",
"785","COEUR MINING","https://en.wikipedia.org/wiki/Coeur_Mining"
"786","SWISS ARMY BRANDS",
"787","CENTIGRAM COMMUNICATIONS CORP",
"788","KOMAG INC",
"789","OAKWOOD HOMES",
"790","CARMIKE CINEMAS",
"791","PILLOWTEX CORP","https://en.wikipedia.org/wiki/Pillowtex_Corporation"
"792","HARMON INDUSTRIES",
"793","PRIMARK CORP",
"794","HANDY & HARMAN LTD",
"795","PIONEER GROUP",
"796","GUILFORD MILLS",
"797","KEYSTONE FINANCIAL",
"798","EPICOR SOFTWARE CORP",
"799","CHIQUITA BRANDS INTERNATIONAL",
"800","REPUBLIC GROUP",
"801","BIRMINGHAM STEEL",
"802","SUNRISE MEDICAL",
"803","TELXON CORP",
"804","INSTEEL INDUSTRIES",
"805","ADAC LABORATORIES",
"806","SIMPSON INDUSTRIES",
"807","TACO CABANA","https://en.wikipedia.org/wiki/Taco_Cabana"
"808","LILLY INDS INC",
"809","AMERICAN FREIGHTWAYS","https://en.wikipedia.org/wiki/American_Freightways"
"810","SPARTAN MOTORS",
"811","BOOKS-A-MILLION","https://en.wikipedia.org/wiki/Books-A-Million"
"812","DAIN RAUSCHER",
"813","DIXIE GROUP",
"814","ROLLINS TRUCK LEASING",
"815","NASHUA CORP",
"816","ENHANCE FINANCIAL SERVICES GROUP",
"817","WASHINGTON GROUP INTERNATIONAL","https://en.wikipedia.org/wiki/Washington_Group_International"
"818","XIRCOM INC","https://en.wikipedia.org/wiki/Xircom"
"819","ADAPTIVE BROADBAND CORP.",
"820","PROVELL INC",
"821","DALLAS SEMICONDUCTOR","https://en.wikipedia.org/wiki/Dallas_Semiconductor"
"822","ORCHESTRA THERAPEUTICS",
"823","CONE MILLS","https://en.wikipedia.org/wiki/Cone_Mills_Corporation"
"824","CASUAL MALE",
"825","SIMON WORLDWIDE",
"826","LILLIAN VERNON","https://en.wikipedia.org/wiki/Lillian_Vernon_(company)"
"827","CENTURA BANKS","https://en.wikipedia.org/wiki/Centura_Bank"
"828","KENT ELECTRONICS",
"829","TRUE NORTH COMMUNICATIONS",
"830","M S CARRIERS",
"831","GOTTSCHALKS INC","https://en.wikipedia.org/wiki/Gottschalks"
"832","ALLIANCE PHARMACEUTICAL",
"833","HS RESOURCES",
"834","SONICBLUE INC","https://en.wikipedia.org/wiki/SONICblue_Incorporated"
"835","MAYORS JEWELERS INC",
"836","BANGOR HYDRO-ELECTRIC",
"837","ORBITAL SCIENCES","https://en.wikipedia.org/wiki/Orbital_Sciences_Corporation"
"838","AMCAST INDUSTRIAL",
"839","AUSPEX SYSTEMS","https://en.wikipedia.org/wiki/Auspex_Systems"
"840","SCI SYSTEMS",
"841","COR THERAPEUTICS",
"842","MUTUAL RISK MANAGEMENT LTD",
"843","BMC INDUSTRIES",
"844","ADVANCED TISSUE SCI",
"845","VALENCE TECHNOLOGY","https://en.wikipedia.org/wiki/Valence_Technology"
"846","READ-RITE",
"847","SPACELABS MEDICAL",
"848","INTERVOICE INC",
"849","ASPECT COMMUNICATIONS",
"850","CYGNUS INC","https://en.wikipedia.org/wiki/Cygnus_Inc"
"851","STRATEX NETWORKS",
"852","FRANKLIN COVEY",
"853","TRENWICK GROUP LTD",
"854","SYNCOR INTERNATIONAL CORP",
"855","FLOW INTERNATIONAL",
"856","B/E AEROSPACE",
"857","ROYAL APPLIANCE MFG",
"858","ALLEN TELECOM",
"859","NAUTICA ENTERPRISES",
"860","COCA-COLA BTLNG CONS","https://en.wikipedia.org/wiki/Coca-Cola_Bottling_Co._Consolidated"
"861","WENDY'S","https://en.wikipedia.org/wiki/Wendy's"
"862","JO-ANN STORES","https://en.wikipedia.org/wiki/Jo-Ann_Stores"
"863","SPS TECHNOLOGIES",
"864","AMERICAN MANAGEMENT SYSTEMS","https://en.wikipedia.org/wiki/American_Management_Systems"
"865","HUFFY CORP","https://en.wikipedia.org/wiki/Huffy"
"866","NEW ENGLAND BUSINESS SVC",
"867","UNION PLANTERS","https://en.wikipedia.org/wiki/Union_Planters"
"868","PROVIDENT FINANCIAL GROUP","https://en.wikipedia.org/wiki/Provident_Financial"
"869","PLAINS RESOURCES",
"870","APOGENT TECHNOLOGIES",
"871","CHARTER ONE FINANCIAL",
"872","INTERSTATE BAKERIES","https://en.wikipedia.org/wiki/Interstate_Bakeries"
"873","INTERMET CORP",
"874","THREE-FIVE SYSTEMS",
"875","IONICS INC",
"876","VARCO INTERNATIONAL",
"877","RIGGS NATIONAL","https://en.wikipedia.org/wiki/Riggs_Bank"
"878","USF CORP",
"879","INSURANCE AUTO AUCTIONS",
"880","VISX INC",
"881","THOMAS INDUSTRIES",
"882","SUNGARD DATA SYSTEMS","https://en.wikipedia.org/wiki/SunGard"
"883","HIBERNIA CORP","https://en.wikipedia.org/wiki/Hibernia_National_Bank"
"884","HAGGAR CORP",
"885","TBC CORP",
"886","COMMERCIAL FEDERAL",
"887","ZIX CORP","https://en.wikipedia.org/wiki/Zix_Corp"
"888","SHOPKO STORES","https://en.wikipedia.org/wiki/Shopko"
"889","NDCHEALTH CORP",
"890","VINTAGE PETROLEUM",
"891","HUGHES SUPPLY","https://en.wikipedia.org/wiki/Hughes_Supply"
"892","NATURES SUNSHINE PRODS","https://en.wikipedia.org/wiki/Nature%27s_Sunshine_Products"
"893","NELSON INC",
"894","REMINGTON OIL&GAS CORP",
"895","FILENET CORP","https://en.wikipedia.org/wiki/FileNet"
"896","MICHAELS COS","https://en.wikipedia.org/wiki/The_Michaels_Companies"
"897","WOLVERINE TUBE",
"898","INTERMAGNETICS GENERAL",
"899","FIDELITY NATIONAL FINL","https://en.wikipedia.org/wiki/Fidelity_National_Financial"
"900","ALERIS CORP","https://en.wikipedia.org/wiki/Aleris"
"901","PIER 1 IMPORTS INC","https://en.wikipedia.org/wiki/Pier_1_Imports"
"902","AZTAR CORP","https://en.wikipedia.org/wiki/Aztar"
"903","COMVERSE TECHNOLOGY","https://en.wikipedia.org/wiki/Comverse_Technology"
"904","ADVO INC",
"905","GREEN MOUNTAIN POWER",
"906","KINDER MORGAN","https://en.wikipedia.org/wiki/Kinder_Morgan"
"907","MEDIMMUNE INC","https://en.wikipedia.org/wiki/MedImmune"
"908","STEEL TECHNOLOGIES",
"909","PAXAR CORP",
"910","SANMINA CORP","https://en.wikipedia.org/wiki/Sanmina_Corporation"
"911","CASCADE NATURAL GAS",
"912","POPE & TALBOT",
"913","BISYS GROUP",
"914","MAXIM INTEGRATED PRODUCTS","https://en.wikipedia.org/wiki/Maxim_Integrated"
"915","CATALINA MARKETING",
"916","POGO PRODUCING",
"917","LATTICE SEMICONDUCTOR","https://en.wikipedia.org/wiki/Lattice_Semiconductor"
"918","APPLEBEES INTERNATIONAL","https://en.wikipedia.org/wiki/Applebee's"
"919","ASHWORTH INC","https://en.wikipedia.org/wiki/Ashworth_(clothing)"
"920","KELLWOOD CO","https://en.wikipedia.org/wiki/Kellwood_Company"
"921","SIERRA HEALTH SERVICES",
"922","ELAH HOLDINGS",
"923","RESPIRONICS INC","https://en.wikipedia.org/wiki/Respironics"
"924","CARAUSTAR INDUSTRIES",
"925","QUANEX CORP",
"926","X-RITE","https://en.wikipedia.org/wiki/X-Rite"
"927","RADIAN GROUP","https://en.wikipedia.org/wiki/Radian_Group"
"928","KEMET CORP","https://en.wikipedia.org/wiki/KEMET_Corporation"
"929","BMC STOCK HOLDINGS","https://en.wikipedia.org/wiki/Building_Materials_Holding_Corporation"
"930","DOWNEY FINANCIAL",
"931","HILB ROGAL & HOBBS","https://en.wikipedia.org/wiki/Hilb,_Rogal_%26_Hobbs_Co."
"932","VITAL SIGNS",
"933","VALASSIS COMMUNICATIONS","https://en.wikipedia.org/wiki/Valassis"
"934","MATERIAL SCIENCES","https://en.wikipedia.org/wiki/Material_Sciences_Corporation"
"935","PDL BIOPHARMA","https://en.wikipedia.org/wiki/PDL_BioPharma"
"936","TRANSOCEAN LTD","https://en.wikipedia.org/wiki/Transocean"
"937","ALPHARMA INC",
"938","SANTANDER HOLDINGS USA","https://en.wikipedia.org/wiki/Santander_Bank"
"939","CHAMPION ENTERPRISES","https://en.wikipedia.org/wiki/Champion_Homes"
"940","NOBLE CORP PLC","https://en.wikipedia.org/wiki/Noble_Corporation"
"941","WABASH NATIONAL","https://en.wikipedia.org/wiki/Wabash_National"
"942","NOVEN PHARMACEUTICALS",
"943","MANITOWOC CO","https://en.wikipedia.org/wiki/The_Manitowoc_Company"
"944","ZENITH NATIONAL INSURANCE CORP","https://en.wikipedia.org/wiki/Zenith_Insurance_Company"
"945","XTO ENERGY","https://en.wikipedia.org/wiki/XTO_Energy"
"946","NBTY INC","https://en.wikipedia.org/wiki/NBTY"
"947","BOWNE","https://en.wikipedia.org/wiki/Bowne_%26_Co."
"948","PENFORD CORP",
"949","BALDOR ELECTRIC","https://en.wikipedia.org/wiki/Baldor_Electric_Company"
"950","DIONEX CORP","https://en.wikipedia.org/wiki/Dionex"
"951","PRIDE INTERNATIONAL","https://en.wikipedia.org/wiki/Pride_International"
"952","WHITNEY HOLDING",
"953","GERBER SCIENTIFIC",
"954","TIMBERLAND CO","https://en.wikipedia.org/wiki/The_Timberland_Company"
"955","CEPHALON INC","https://en.wikipedia.org/wiki/Cephalon"
"956","KID BRANDS","https://en.wikipedia.org/wiki/Kid_Brands"
"957","NETWORK EQUIPMENT TECH",
"958","NOVELLUS SYSTEMS","https://en.wikipedia.org/wiki/Novellus_Systems"
"959","CENTRAL VERMONT PUB SERV","https://en.wikipedia.org/wiki/Central_Vermont_Public_Service"
"960","STANDARD MICROSYSTEMS",
"961","LINCARE HOLDINGS","https://en.wikipedia.org/wiki/Lincare_Holdings"
"962","K-SWISS INC","https://en.wikipedia.org/wiki/K-Swiss"
"963","COVENTRY HEALTH CARE","https://en.wikipedia.org/wiki/Coventry_Health_Care"
"964","CH ENERGY GROUP","https://en.wikipedia.org/wiki/Central_Hudson_Energy_Group"
"965","ENZO BIOCHEM",
"966","SMITHFIELD FOODS","https://en.wikipedia.org/wiki/Smithfield_Foods"
"967","SAKS INC","https://en.wikipedia.org/wiki/Saks,_Inc."
"968","NASH FINCH","https://en.wikipedia.org/wiki/Nash_Finch_Company"
"969","SYMMETRICOM INC","https://en.wikipedia.org/wiki/Symmetricom"
"970","CEC ENTERTAINMENT","https://en.wikipedia.org/wiki/Chuck_E._Cheese's"
"971","INTERNATIONAL RECTIFIER","https://en.wikipedia.org/wiki/International_Rectifier"
"972","PROTECTIVE LIFE","https://en.wikipedia.org/wiki/Protective_Life"
"973","OMNICARE INC","https://en.wikipedia.org/wiki/Omnicare"
"974","RYLAND GROUP","https://en.wikipedia.org/wiki/Ryland_Homes"
"975","ION GEOPHYSICAL","https://en.wikipedia.org/wiki/ION_Geophysical"
"976","CYTEC INDUSTRIES","https://en.wikipedia.org/wiki/Cytec_Industries"
"977","ATMEL CORP","https://en.wikipedia.org/wiki/Atmel"
"978","PINNACLE ENTERTAINMENT","https://en.wikipedia.org/wiki/Pinnacle_Entertainment"
"979","FIRSTMERIT CORP","https://en.wikipedia.org/wiki/FirstMerit_Corporation"
"980","CASH AMERICA INTERNATIONAL","https://en.wikipedia.org/wiki/Cash_America_International"
"981","PIEDMONT NATURAL GAS","https://en.wikipedia.org/wiki/Piedmont_Natural_Gas"
"982","ARCTIC CAT","https://en.wikipedia.org/wiki/Arctic_Cat"
"983","G&K SERVICES INC","https://en.wikipedia.org/wiki/G%26K_Services"
"984","PANERA BREAD","https://en.wikipedia.org/wiki/Panera_Bread"
"985","STEIN MART","https://en.wikipedia.org/wiki/Stein_Mart"
"986","WHOLE FOODS MARKET","https://en.wikipedia.org/wiki/Whole_Foods_Market"
"987","ASTORIA FINANCIAL","https://en.wikipedia.org/wiki/Astoria_Bank"
"988","CALATLANTIC GROUP","https://en.wikipedia.org/wiki/CalAtlantic_Homes"
"989","ORBITAL ATK",
"990","TIME WARNER","https://en.wikipedia.org/wiki/WarnerMedia"
"991","CINERGY CORP","https://en.wikipedia.org/wiki/Cinergy"
"992","RAILTEX INC","https://en.wikipedia.org/wiki/RailTex"
"993","BURLINGTON INDUSTRIES","https://en.wikipedia.org/wiki/Burlington_Industries"
"994","ITRON INC","https://en.wikipedia.org/wiki/Itron"
"995","SEITEL INC",
"996","QWEST COMMUNICATION INTERNATIONAL","https://en.wikipedia.org/wiki/Qwest"
"997","UIL HOLDINGS","https://en.wikipedia.org/wiki/UIL_Holdings_Corporation"
"998","ALLTEL CORP","https://en.wikipedia.org/wiki/Alltel"
"999","MATTEL INC","https://en.wikipedia.org/wiki/Mattel"
"1000","AMEREN CORP","https://en.wikipedia.org/wiki/Ameren"
"1001","VARIAN MEDICAL SYSTEMS","https://en.wikipedia.org/wiki/Varian_Medical_Systems"
"1002","STERLING SOFTWARE","https://en.wikipedia.org/wiki/Sterling_Software"
"1003","AMCOL INTERNATIONAL","https://en.wikipedia.org/wiki/Amcol_International_Corporation"
"1004","SCOTT TECHNOLOGIES",
"1005","ENTERASYS NETWORKS","https://en.wikipedia.org/wiki/Enterasys_Networks"
"1006","FIRST HEALTH GROUP",
"1007","CERIDIAN CORP",
"1008","SPRINT CORP","https://en.wikipedia.org/wiki/Sprint_Corporation"
"1009","ANN INC","https://en.wikipedia.org/wiki/Ann_Inc."
"1010","RUBY TUESDAY","https://en.wikipedia.org/wiki/Ruby_Tuesday_(restaurant)"
"1011","BERKSHIRE HATHAWAY ENERGY","https://en.wikipedia.org/wiki/Berkshire_Hathaway_Energy"
"1012","BOMBAY",
"1013","CDI CORP","https://en.wikipedia.org/wiki/CDI_Corporation"
"1014","DENTSPLY SIRONA","https://en.wikipedia.org/wiki/Dentsply_Sirona"
"1015","MCKESSON CORP","https://en.wikipedia.org/wiki/McKesson_Corporation"
"1016","LANDSTAR SYSTEM","https://en.wikipedia.org/wiki/Landstar_System"
"1017","GPU INC",
"1018","CLARCOR INC","https://en.wikipedia.org/wiki/Clarcor"
"1019","BOSTON SCIENTIFIC","https://en.wikipedia.org/wiki/Boston_Scientific"
"1020","MANOR CARE","https://en.wikipedia.org/wiki/HCR_ManorCare"
"1021","REGAL BELOIT","https://en.wikipedia.org/wiki/Regal_Beloit"
"1022","PAINE WEBBER GROUP","https://en.wikipedia.org/wiki/Paine_Webber"
"1023","BEST BUY","https://en.wikipedia.org/wiki/Best_Buy"
"1024","LYDALL INC",
"1025","COMPUWARE CORP","https://en.wikipedia.org/wiki/Compuware"
"1026","VULCAN MATERIALS","https://en.wikipedia.org/wiki/Vulcan_Materials_Company"
"1027","AIR EXPRESS INTERNATIONAL CORP",
"1028","BARRETT RESOURCES","https://en.wikipedia.org/wiki/Bill_Barrett_Corporation"
"1029","MANPOWERGROUP","https://en.wikipedia.org/wiki/ManpowerGroup"
"1030","LOEWS CORP","https://en.wikipedia.org/wiki/Loews_Corporation"
"1031","OSI RESTAURANT PARTNERS",
"1032","ELECTRONIC ARTS","https://en.wikipedia.org/wiki/Electronic_Arts"
"1033","DARDEN RESTAURANTS","https://en.wikipedia.org/wiki/Darden_Restaurants"
"1034","JONES GROUP",
"1035","MCWHORTER TECHNOLOGIES",
"1036","APOGEE ENTERPRISES",
"1037","PUBLIC SERVICE CO OF N C",
"1038","TELLABS INC","https://en.wikipedia.org/wiki/Tellabs"
"1039","TEXAS INDUSTRIES","https://en.wikipedia.org/wiki/TXI"
"1040","HSBC USA","https://en.wikipedia.org/wiki/HSBC"
"1041","UNIVERSAL FOREST PRODS","https://en.wikipedia.org/wiki/Universal_Forest_Products"
"1042","ALLSTATE CORP","https://en.wikipedia.org/wiki/Allstate"
"1043","SFN GROUP","https://en.wikipedia.org/wiki/SFN_Group"
"1044","SCHOLASTIC CORP","https://en.wikipedia.org/wiki/Scholastic_Corporation"
"1045","FREEPORT-MCMORAN","https://en.wikipedia.org/wiki/Freeport-McMoRan"
"1046","MICRO WAREHOUSE","https://en.wikipedia.org/wiki/MicroWarehouse"
"1047","SEI INVESTMENTS","https://en.wikipedia.org/wiki/SEI_Investments_Company"
"1048","VISHAY INTERTECHNOLOGY","https://en.wikipedia.org/wiki/Vishay_Intertechnology"
"1049","ALLIANCE ONE INTERNATIONAL",
"1050","STANDEX INTERNATIONAL","https://en.wikipedia.org/wiki/Standex_International"
"1051","CCB FINANCIAL",
"1052","FEDDERS CORP","https://en.wikipedia.org/wiki/Fedders"
"1053","PRIME HOSPITALITY",
"1054","FROZEN FOOD EXPRESS INDUSTRIES",
"1055","SOLECTRON CORP","https://en.wikipedia.org/wiki/Solectron"
"1056","MESA AIR GROUP","https://en.wikipedia.org/wiki/Mesa_Air_Group"
"1057","MEDIAONE GROUP","https://en.wikipedia.org/wiki/MediaOne"
"1058","APRIA HEALTHCARE GROUP",
"1059","MACY'S","https://en.wikipedia.org/wiki/Macy's"
"1060","ADTALEM GLOBAL EDUCATION","https://en.wikipedia.org/wiki/Adtalem_Global_Education"
"1061","PPL CORP","https://en.wikipedia.org/wiki/PPL_Corporation"
"1062","HUMANA INC","https://en.wikipedia.org/wiki/Humana"
"1063","BUTLER MFG",
"1064","KEANE INC","https://en.wikipedia.org/wiki/Keane_(company)"
"1065","HARTFORD FINANCIAL SERVICES","https://en.wikipedia.org/wiki/The_Hartford"
"1066","MENTOR CORP","https://en.wikipedia.org/wiki/Mentor_(company)"
"1067","AMERICAN WATER WORKS","https://en.wikipedia.org/wiki/American_Water_Works"
"1068","K2 INC","https://en.wikipedia.org/wiki/K2_Sports"
"1069","C-COR","https://en.wikipedia.org/wiki/C-COR"
"1070","3COM CORP","https://en.wikipedia.org/wiki/3Com"
"1071","EXPEDITORS INTERNATIONAL WASH","https://en.wikipedia.org/wiki/Expeditors_International"
"1072","ENSCO PLC","https://en.wikipedia.org/wiki/Ensco_plc"
"1073","SOLA INTERNATIONAL",
"1074","MINERALS TECHNOLOGIES",
"1075","PITTSTON CO-BAX GROUP",
"1076","BED BATH & BEYOND","https://en.wikipedia.org/wiki/Bed_Bath_%26_Beyond"
"1077","SPORTS AUTHORITY","https://en.wikipedia.org/wiki/Sports_Authority"
"1078","PRICE GROUP",
"1079","LONE STAR STEAKHOUSE SALOON","https://en.wikipedia.org/wiki/Lone_Star_Steakhouse_%26_Saloon"
"1080","DISCOUNT AUTO PARTS",
"1081","US HOME",
"1082","EARTHGRAINS CO",
"1083","COHERENT INC","https://en.wikipedia.org/wiki/Coherent,_Inc."
"1084","GENERAL INSTRUMENT","https://en.wikipedia.org/wiki/General_Instrument"
"1085","GC COMPANIES",
"1086","WARNACO GROUP","https://en.wikipedia.org/wiki/Warnaco_Group"
"1087","FAIR ISAAC","https://en.wikipedia.org/wiki/FICO"
"1088","O'REILLY AUTOMOTIVE","https://en.wikipedia.org/wiki/O'Reilly_Auto_Parts"
"1089","POLYONE CORP","https://en.wikipedia.org/wiki/PolyOne_Corporation"
"1090","COLLECTIVE BRANDS","https://en.wikipedia.org/wiki/Collective_Brands"
"1091","REGIS CORP","https://en.wikipedia.org/wiki/Regis_Corporation"
"1092","APTARGROUP INC",
"1093","TUPPERWARE BRANDS","https://en.wikipedia.org/wiki/Tupperware_Brands"
"1094","HENRY & ASSOCIATES",
"1095","CAMBREX CORP",
"1096","OFFICEMAX INC","https://en.wikipedia.org/wiki/OfficeMax"
"1097","GLASSBRIDGE ENTERPRISES","https://en.wikipedia.org/wiki/Glassbridge_Enterprises"
"1098","MGIC INVESTMENT CORP",
"1099","CKE RESTAURANTS","https://en.wikipedia.org/wiki/CKE_Restaurants"
"1100","NATIONAL COMPUTER SYS",
"1101","TRIMBLE INC","https://en.wikipedia.org/wiki/Trimble_(company)"
"1102","DIAL CORPORATION","https://en.wikipedia.org/wiki/Henkel_North_American_Consumer_Goods"
"1103","AIRGAS INC","https://en.wikipedia.org/wiki/Airgas"
"1104","STILLWATER MINING","https://en.wikipedia.org/wiki/Stillwater_Mining_Company"
"1105","BIG LOTS","https://en.wikipedia.org/wiki/Big_Lots"
"1106","CASTLE & CO",
"1107","MISSISSIPPI CHEMICAL",
"1108","TITAN INTERNATIONAL","https://en.wikipedia.org/wiki/Titan_Tire_Corporation"
"1109","PMI GROUP",
"1110","PHOTRONICS INC","https://en.wikipedia.org/wiki/Photronics_Inc"
"1111","PARK ELECTROCHEMICAL","https://en.wikipedia.org/wiki/Park_Electrochemical_Corp"
