"","firm_name","wikipedia"
"1","ABBOTT LABORATORIES","https://en.wikipedia.org/wiki/Abbott_Laboratories"
"2","HONEYWELL INTERNATIONAL","https://en.wikipedia.org/wiki/Honeywell"
"3","AMERICAN ELECTRIC POWER","https://en.wikipedia.org/wiki/American_Electric_Power"
"4","BOEING CO","https://en.wikipedia.org/wiki/Boeing"
"5","BRISTOL-MYERS SQUIBB","https://en.wikipedia.org/wiki/Bristol-Myers_Squibb"
"6","CALERES INC","https://en.wikipedia.org/wiki/Caleres"
"7","CAMPBELL SOUP","https://en.wikipedia.org/wiki/Campbell_Soup_Company"
"8","CATERPILLAR INC","https://en.wikipedia.org/wiki/Caterpillar_Inc."
"9","CHEVRON CORP","https://en.wikipedia.org/wiki/Chevron_Corporation"
"10","COCA-COLA","https://en.wikipedia.org/wiki/Coca-Cola"
"11","COLGATE-PALMOLIVE","https://en.wikipedia.org/wiki/Colgate-Palmolive"
"12","CONSOLIDATED EDISON","https://en.wikipedia.org/wiki/Consolidated_Edison"
"13","CORNING INC","https://en.wikipedia.org/wiki/Corning_Inc."
"14","CRANE CO","https://en.wikipedia.org/wiki/Crane_Co."
"15","CUMMINS INC","https://en.wikipedia.org/wiki/Cummins"
"16","DEERE & CO","https://en.wikipedia.org/wiki/John_Deere"
"17","DTE ENERGY","https://en.wikipedia.org/wiki/DTE_Energy"
"18","DOMINION ENERGY","https://en.wikipedia.org/wiki/Dominion_Energy"
"19","DOWDUPONT INC","https://en.wikipedia.org/wiki/DowDuPont"
"20","EATON CORP PLC","https://en.wikipedia.org/wiki/Eaton_Corporation"
"21","EMERSON ELECTRIC","https://en.wikipedia.org/wiki/Emerson_Electric"
"22","EXXON MOBIL","https://en.wikipedia.org/wiki/ExxonMobil"
"23","FMC CORP","https://en.wikipedia.org/wiki/FMC_Corporation"
"24","FORD MOTOR","https://en.wikipedia.org/wiki/Ford_Motor_Company"
"25","GENERAL DYNAMICS","https://en.wikipedia.org/wiki/General_Dynamics"
"26","GENERAL ELECTRIC","https://en.wikipedia.org/wiki/General_Electric"
"27","SPX CORP","https://en.wikipedia.org/wiki/SPX_Corporation"
"28","GOODYEAR TIRE & RUBBER","https://en.wikipedia.org/wiki/Goodyear_Tire_and_Rubber_Company"
"29","HALLIBURTON CO","https://en.wikipedia.org/wiki/Halliburton"
"30","HERSHEY CO","https://en.wikipedia.org/wiki/The_Hershey_Company"
"31","ITT INC","https://en.wikipedia.org/wiki/ITT_Inc."
"32","INTERNATIONAL BUSINESS MACHINES","https://en.wikipedia.org/wiki/IBM"
"33","INTERNATIONAL PAPER","https://en.wikipedia.org/wiki/International_Paper"
"34","KELLOGG CO","https://en.wikipedia.org/wiki/Kellogg's"
"35","KIMBERLY-CLARK","https://en.wikipedia.org/wiki/Kimberly-Clark"
"36","KROGER CO","https://en.wikipedia.org/wiki/Kroger"
"37","S&P GLOBAL","https://en.wikipedia.org/wiki/S%26P_Global"
"38","CVS HEALTH","https://en.wikipedia.org/wiki/CVS_Health"
"39","MERCK & CO","https://en.wikipedia.org/wiki/Merck_%26_Co."
"40","ENTERGY CORP","https://en.wikipedia.org/wiki/Entergy"
"41","3M CO","https://en.wikipedia.org/wiki/3M"
"42","MOTOROLA SOLUTIONS","https://en.wikipedia.org/wiki/Motorola_Solutions"
"43","NORFOLK SOUTHERN","https://en.wikipedia.org/wiki/Norfolk_Southern_Railway"
"44","XCEL ENERGY","https://en.wikipedia.org/wiki/Xcel_Energy"
"45","FIRSTENERGY CORP","https://en.wikipedia.org/wiki/FirstEnergy"
"46","ONEOK INC","https://en.wikipedia.org/wiki/Oneok"
"47","PPG INDUSTRIES","https://en.wikipedia.org/wiki/PPG_Industries"
"48","PG&E","https://en.wikipedia.org/wiki/Pacific_Gas_and_Electric_Company"
"49","SEMPRA ENERGY","https://en.wikipedia.org/wiki/Sempra_Energy"
"50","PENNEY CO","https://en.wikipedia.org/wiki/J._C._Penney"
"51","PEPSICO INC","https://en.wikipedia.org/wiki/PepsiCo"
"52","PFIZER INC","https://en.wikipedia.org/wiki/Pfizer"
"53","EXELON CORP","https://en.wikipedia.org/wiki/Exelon"
"54","ALTRIA GROUP","https://en.wikipedia.org/wiki/Altria"
"55","CONOCOPHILLIPS","https://en.wikipedia.org/wiki/ConocoPhillips"
"56","PITNEY BOWES","https://en.wikipedia.org/wiki/Pitney_Bowes"
"57","PROCTER & GAMBLE","https://en.wikipedia.org/wiki/Procter_%26_Gamble"
"58","PUBLIC SERVICE ENTRP GROUP","https://en.wikipedia.org/wiki/Public_Service_Enterprise_Group"
"59","RAYTHEON CO","https://en.wikipedia.org/wiki/Raytheon"
"60","ROCKWELL AUTOMATION","https://en.wikipedia.org/wiki/Rockwell_Automation"
"61","SCHLUMBERGER LTD","https://en.wikipedia.org/wiki/Schlumberger"
"62","SHERWIN-WILLIAMS","https://en.wikipedia.org/wiki/Sherwin-Williams"
"63","EDISON INTERNATIONAL","https://en.wikipedia.org/wiki/Edison_International"
"64","SOUTHERN CO","https://en.wikipedia.org/wiki/Southern_Company"
"65","TEXAS INSTRUMENTS","https://en.wikipedia.org/wiki/Texas_Instruments"
"66","TIMKEN CO","https://en.wikipedia.org/wiki/Timken_Company"
"67","UNION PACIFIC","https://en.wikipedia.org/wiki/Union_Pacific_Railroad"
"68","UNITED TECHNOLOGIES","https://en.wikipedia.org/wiki/United_Technologies"
"69","WEYERHAEUSER CO","https://en.wikipedia.org/wiki/Weyerhaeuser"
"70","WHIRLPOOL CORP","https://en.wikipedia.org/wiki/Whirlpool_Corporation"
"71","XEROX CORP","https://en.wikipedia.org/wiki/Xerox"
"72","CONSOLIDATED NATURAL GAS",
"73","ATLANTIC RICHFIELD","https://en.wikipedia.org/wiki/ARCO"
"74","REYNOLDS METALS","https://en.wikipedia.org/wiki/Reynolds_Group_Holdings"
"75","CBS CORP","https://en.wikipedia.org/wiki/CBS"
"76","NACCO INDUSTRIES","https://en.wikipedia.org/wiki/NACCO_Industries"
"77","TIMES MIRROR CO","https://en.wikipedia.org/wiki/Times_Mirror_Company"
"78","CENTRAL & SOUTH WEST",
"79","WARNER-LAMBERT","https://en.wikipedia.org/wiki/Warner%E2%80%93Lambert"
"80","GTE CORP","https://en.wikipedia.org/wiki/GTE"
"81","OWENS CORNING","https://en.wikipedia.org/wiki/Owens_Corning"
"82","BESTFOODS","https://en.wikipedia.org/wiki/Hellmann's_and_Best_Foods"
"83","COLUMBIA ENERGY GROUP",
"84","EASTERN ENTERPRISES",
"85","ARMSTRONG HOLDINGS","https://en.wikipedia.org/wiki/Armstrong_World_Industries"
"86","BETHLEHEM STEEL","https://en.wikipedia.org/wiki/Bethlehem_Steel"
"87","CROWN HOLDINGS","https://en.wikipedia.org/wiki/Crown_Holdings"
"88","GRACE & CO","https://en.wikipedia.org/wiki/W._R._Grace_and_Company"
"89","SEAGRAM CO LTD","https://en.wikipedia.org/wiki/Seagram"
"90","TIME WARNER","https://en.wikipedia.org/wiki/WarnerMedia"
"91","UNION CARBIDE","https://en.wikipedia.org/wiki/Union_Carbide"
"92","PRIMARY PDC",
"93","QUAKER OATS","https://en.wikipedia.org/wiki/Quaker_Oats_Company"
"94","TEXACO INC","https://en.wikipedia.org/wiki/Texaco"
"95","ENRON CORP","https://en.wikipedia.org/wiki/Enron"
"96","HOMESTAKE MINING","https://en.wikipedia.org/wiki/Homestake_Mining_Company"
"97","FOSTER WHEELER AG","https://en.wikipedia.org/wiki/Foster_Wheeler"
"98","SEARS HOLDINGS","https://en.wikipedia.org/wiki/Sears_Holdings"
"99","MEAD CORP","https://en.wikipedia.org/wiki/MeadWestvaco"
"100","NIAGARA MOHAWK HOLDINGS","https://en.wikipedia.org/wiki/Niagara_Mohawk_Power_Corporation"
"101","ALCAN INC","https://en.wikipedia.org/wiki/Alcan"
"102","INCO LTD","https://en.wikipedia.org/wiki/Vale_Limited"
"103","ROYAL DUTCH PETROLEUM","https://en.wikipedia.org/wiki/Royal_Dutch_Shell"
"104","UNILEVER","https://en.wikipedia.org/wiki/Unilever"
"105","TRW INC","https://en.wikipedia.org/wiki/TRW_Inc."
"106","AMERICAN AIRLINES GROUP","https://en.wikipedia.org/wiki/American_Airlines_Group"
"107","HSBC FINANCE","https://en.wikipedia.org/wiki/HSBC_Finance"
"108","PHARMACIA CORP","https://en.wikipedia.org/wiki/Pharmacia"
"109","WINN-DIXIE STORES","https://en.wikipedia.org/wiki/Winn-Dixie"
"110","SEARS ROEBUCK","https://en.wikipedia.org/wiki/Sears_Holdings"
"111","UNOCAL CORP","https://en.wikipedia.org/wiki/Unocal_Corporation"
"112","MAY DEPARTMENT STORES","https://en.wikipedia.org/wiki/The_May_Department_Stores_Company"
"113","GILLETTE CO","https://en.wikipedia.org/wiki/Gillette"
"114","MILACRON INC","https://en.wikipedia.org/wiki/Milacron"
"115","AT&T","https://en.wikipedia.org/wiki/AT%26T_Corporation"
"116","GEORGIA-PACIFIC","https://en.wikipedia.org/wiki/Georgia-Pacific"
"117","DANA INC","https://en.wikipedia.org/wiki/Dana_Incorporated"
"118","MAYTAG CORP","https://en.wikipedia.org/wiki/Maytag"
"119","NAVISTAR INTERNATIONAL","https://en.wikipedia.org/wiki/Navistar_International"
"120","PEOPLES ENERGY","https://en.wikipedia.org/wiki/Peoples_Energy"
"121","PHELPS DODGE","https://en.wikipedia.org/wiki/Phelps_Dodge"
"122","ENERGY FUTURE HOLDINGS","https://en.wikipedia.org/wiki/Energy_Future_Holdings"
"123","RYERSON HOLDING","https://en.wikipedia.org/wiki/Ryerson_(company)"
"124","WRIGLEY JR","https://en.wikipedia.org/wiki/Wrigley_Company"
"125","UNISYS CORP","https://en.wikipedia.org/wiki/Unisys"
"126","HERCULES INC","https://en.wikipedia.org/wiki/Hercules_Inc."
"127","GENERAL MOTORS","https://en.wikipedia.org/wiki/General_Motors"
"128","INGERSOLL-RAND PLC","https://en.wikipedia.org/wiki/Ingersoll-Rand"
"129","COOPER INDUSTRIES PLC","https://en.wikipedia.org/wiki/Cooper_Industries"
"130","WYETH","https://en.wikipedia.org/wiki/Wyeth"
"131","SCHERING-PLOUGH","https://en.wikipedia.org/wiki/Schering-Plough"
"132","PEPSIAMERICAS INC","https://en.wikipedia.org/wiki/PepsiAmericas"
"133","GREAT ATLANTIC & PAC TEA","https://en.wikipedia.org/wiki/The_Great_Atlantic_%26_Pacific_Tea_Company"
"134","EASTMAN KODAK","https://en.wikipedia.org/wiki/Kodak"
"135","CONSTELLATION ENERGY GROUP","https://en.wikipedia.org/wiki/Constellation_(energy_company)"
"136","GOODRICH CORP","https://en.wikipedia.org/wiki/Goodrich_Corporation"
"137","KRAFT HEINZ","https://en.wikipedia.org/wiki/Kraft_Heinz"
"138","BEAM INC","https://en.wikipedia.org/wiki/Beam_Suntory"
"139","MEADWESTVACO CORP","https://en.wikipedia.org/wiki/MeadWestvaco"
"140","ALCOA INC","https://en.wikipedia.org/wiki/Alcoa"
"141","BAKER HUGHES","https://en.wikipedia.org/wiki/Baker_Hughes"
"142","DU PONT DE NEMOURS","https://en.wikipedia.org/wiki/DuPont"
"143","TEKTRONIX INC","https://en.wikipedia.org/wiki/Tektronix"
"144","AVON PRODUCTS","https://en.wikipedia.org/wiki/Avon_Products"
"145","CSX CORP","https://en.wikipedia.org/wiki/CSX_Corporation"
"146","SPRINGS INDUSTRIES","https://en.wikipedia.org/wiki/Springs_Global"
"147","DELTA AIR LINES","https://en.wikipedia.org/wiki/Delta_Air_Lines"
"148","BRIGGS & STRATTON","https://en.wikipedia.org/wiki/Briggs_%26_Stratton"
"149","MEREDITH CORP","https://en.wikipedia.org/wiki/Meredith_Corporation"
"150","CLOROX CO/DE","https://en.wikipedia.org/wiki/Clorox"
"151","GENERAL MILLS","https://en.wikipedia.org/wiki/General_Mills"
"152","SUNOCO INC","https://en.wikipedia.org/wiki/Sunoco"
"153","NEWMONT MINING","https://en.wikipedia.org/wiki/Newmont_Mining_Corporation"
"154","BURLINGTON NORTHERN SANTA FE","https://en.wikipedia.org/wiki/Burlington_Northern_Santa_Fe,_LLC"
"155","POTLATCHDELTIC CORP","https://en.wikipedia.org/wiki/PotlatchDeltic"
"156","CHAMPION INTERNATIONAL","https://en.wikipedia.org/wiki/Champion_International_Paper"
"157","HILTON WORLDWIDE HOLDINGS","https://en.wikipedia.org/wiki/Hilton_Worldwide"
"158","OFFICEMAX INC","https://en.wikipedia.org/wiki/OfficeMax"
"159","MCDONALD'S","https://en.wikipedia.org/wiki/McDonald's"
"160","LILLY & CO","https://en.wikipedia.org/wiki/Eli_Lilly_and_Company"
"161","ALBERTO-CULVER","https://en.wikipedia.org/wiki/Alberto-Culver"
"162","MCDERMOTT INTERNATIONAL","https://en.wikipedia.org/wiki/McDermott_International"
"163","BAXTER INTERNATIONAL","https://en.wikipedia.org/wiki/Baxter_International"
"164","BECTON DICKINSON","https://en.wikipedia.org/wiki/Becton_Dickinson"
"165","BRUNSWICK CORP","https://en.wikipedia.org/wiki/Brunswick_Corporation"
"166","RS LEGACY",
"167","JOHNSON & JOHNSON","https://en.wikipedia.org/wiki/Johnson_%26_Johnson"
"168","GENUINE PARTS","https://en.wikipedia.org/wiki/Genuine_Parts_Company"
"169","FLEETWOOD ENTERPRISES","https://en.wikipedia.org/wiki/Fleetwood_Enterprises"
"170","SKYLINE CORP",
"171","HP INC","https://en.wikipedia.org/wiki/Hewlett-Packard"
"172","LOUISIANA-PACIFIC","https://en.wikipedia.org/wiki/Louisiana-Pacific"
"173","APPLIED BIOSYSTEMS","https://en.wikipedia.org/wiki/Applied_Biosystems"
"174","THOMAS & BETTS","https://en.wikipedia.org/wiki/Thomas_%26_Betts"
"175","WILLIAMS COS","https://en.wikipedia.org/wiki/Williams_Companies"
"176","MALLINCKRODT INC","https://en.wikipedia.org/wiki/Mallinckrodt"
"177","CHEMFIRST INC",
"178","BARD INC","https://en.wikipedia.org/wiki/C._R._Bard"
"179","TEGNA INC","https://en.wikipedia.org/wiki/Tegna_Inc."
"180","RITE AID","https://en.wikipedia.org/wiki/Rite_Aid"
"181","KNIGHT-RIDDER","https://en.wikipedia.org/wiki/Knight_Ridder"
"182","BLACK & DECKER","https://en.wikipedia.org/wiki/Black_%26_Decker"
"183","INTERNATIONAL FLAVORS & FRAGRANCES","https://en.wikipedia.org/wiki/International_Flavors_%26_Fragrances"
"184","AMERICAN EXPRESS","https://en.wikipedia.org/wiki/American_Express"
"185","CIGNA CORP","https://en.wikipedia.org/wiki/Cigna"
"186","JPMORGAN CHASE","https://en.wikipedia.org/wiki/JPMorgan_Chase"
"187","MOLSON COORS BREWING","https://en.wikipedia.org/wiki/Molson_Coors_Brewing_Company"
"188","DISNEY CO","https://en.wikipedia.org/wiki/The_Walt_Disney_Company"
"189","DUKE ENERGY","https://en.wikipedia.org/wiki/Duke_Energy"
"190","NEXTERA ENERGY","https://en.wikipedia.org/wiki/NextEra_Energy"
"191","LINCOLN NATIONAL","https://en.wikipedia.org/wiki/Lincoln_National_Corporation"
"192","BANK OF AMERICA","https://en.wikipedia.org/wiki/Bank_of_America"
"193","WELLS FARGO","https://en.wikipedia.org/wiki/Wells_Fargo"
"194","MORGAN & CO","https://en.wikipedia.org/wiki/J.P._Morgan_%26_Co."
"195","AMERICAN GENERAL",
"196","ST PAUL COS",
"197","JEFFERSON-PILOT",
"198","MELLON FINANCIAL","https://en.wikipedia.org/wiki/Mellon_Financial"
"199","SAFECO CORP","https://en.wikipedia.org/wiki/Safeco"
"200","ANHEUSER-BUSCH COS","https://en.wikipedia.org/wiki/Anheuser-Busch"
"201","CON-WAY","https://en.wikipedia.org/wiki/Con-way"
"202","CHUBB CORP","https://en.wikipedia.org/wiki/Chubb_Limited"
"203","AETNA INC","https://en.wikipedia.org/wiki/Aetna"
"204","YRC WORLDWIDE","https://en.wikipedia.org/wiki/YRC_Worldwide"
"205","TARGET CORP","https://en.wikipedia.org/wiki/Target_Corporation"
"206","INTEL CORP","https://en.wikipedia.org/wiki/Intel"
"207","NATIONAL SEMICONDUCTOR","https://en.wikipedia.org/wiki/National_Semiconductor"
"208","CENTEX CORP",
"209","DOW JONES","https://en.wikipedia.org/wiki/Dow_Jones_%26_Company"
"210","BEMIS","https://en.wikipedia.org/wiki/Bemis_Company"
"211","ALLEGHENY TECHNOLOGIES","https://en.wikipedia.org/wiki/Allegheny_Technologies"
"212","TEXTRON INC","https://en.wikipedia.org/wiki/Textron"
"213","TENNECO INC","https://en.wikipedia.org/wiki/Tenneco"
"214","TENET HEALTHCARE","https://en.wikipedia.org/wiki/Tenet_Healthcare"
"215","VF CORP","https://en.wikipedia.org/wiki/VF_Corporation"
"216","HARTMARX CORP","https://en.wikipedia.org/wiki/Hart_Schaffner_Marx"
"217","WALGREENS BOOTS ALLIANCE","https://en.wikipedia.org/wiki/Walgreens_Boots_Alliance"
"218","DUN & BRADSTREET","https://en.wikipedia.org/wiki/Dun_%26_Bradstreet"
"219","FLUOR CORP","https://en.wikipedia.org/wiki/Fluor_Corporation"
"220","AMERICAN INTERNATIONAL GROUP","https://en.wikipedia.org/wiki/American_International_Group"
"221","PHARMACIA & UPJOHN","https://en.wikipedia.org/wiki/Pharmacia_%26_Upjohn"
"222","HARRIS CORP","https://en.wikipedia.org/wiki/Harris_Corporation"
"223","PACCAR INC","https://en.wikipedia.org/wiki/Paccar"
"224","FEDEX CORP","https://en.wikipedia.org/wiki/FedEx"
"225","NORTEL NETWORKS","https://en.wikipedia.org/wiki/Nortel"
"226","AUTOMATIC DATA PROCESSING","https://en.wikipedia.org/wiki/ADP_(company)"
"227","SCIENTIFIC-ATLANTA","https://en.wikipedia.org/wiki/Scientific_Atlanta"
"228","DXC TECHNOLOGY COMPANY","https://en.wikipedia.org/wiki/DXC_Technology"
"229","GRAINGER INC","https://en.wikipedia.org/wiki/W._W._Grainger"
"230","MASCO CORP","https://en.wikipedia.org/wiki/Masco"
"231","ARCHER-DANIELS-MIDLAND","https://en.wikipedia.org/wiki/Archer_Daniels_Midland"
"232","HARCOURT GENERAL",
"233","HILLSHIRE BRANDS","https://en.wikipedia.org/wiki/Hillshire_Brands"
"234","WENDY'S INTERNATIONAL","https://en.wikipedia.org/wiki/Wendy%27s"
"235","MERRILL LYNCH","https://en.wikipedia.org/wiki/Merrill_Lynch"
"236","BASSETT FURNITURE INDUSTRIES","https://en.wikipedia.org/wiki/Bassett_Furniture"
"237","WALMART INC","https://en.wikipedia.org/wiki/Walmart"
"238","SNAP-ON","https://en.wikipedia.org/wiki/Snap-on"
"239","STANLEY BLACK & DECKER","https://en.wikipedia.org/wiki/Stanley_Black_%26_Decker"
"240","ROHM AND HAAS","https://en.wikipedia.org/wiki/Rohm_and_Haas"
"241","BROWN FORMAN","https://en.wikipedia.org/wiki/Brown%E2%80%93Forman"
"242","APPLE INC","https://en.wikipedia.org/wiki/Apple_Inc."
"243","OCCIDENTAL PETROLEUM","https://en.wikipedia.org/wiki/Occidental_Petroleum"
"244","RYDER SYSTEM","https://en.wikipedia.org/wiki/Ryder"
"245","ENGELHARD CORP","https://en.wikipedia.org/wiki/Engelhard"
"246","CONAGRA BRANDS","https://en.wikipedia.org/wiki/Conagra_Brands"
"247","L BRANDS","https://en.wikipedia.org/wiki/L_Brands"
"248","TOYS R US","https://en.wikipedia.org/wiki/Toys_%22R%22_Us"
"249","VERIZON COMMUNICATIONS","https://en.wikipedia.org/wiki/Verizon_Communications"
"250","AT&T","https://en.wikipedia.org/wiki/AT%26T"
"251","BELLSOUTH CORP","https://en.wikipedia.org/wiki/BellSouth"
"252","LOWE'S COMPANIES","https://en.wikipedia.org/wiki/Lowe's"
"253","PULTEGROUP INC","https://en.wikipedia.org/wiki/PulteGroup"
"254","HESS CORP","https://en.wikipedia.org/wiki/Hess_Corporation"
"255","ADVANCED MICRO DEVICES","https://en.wikipedia.org/wiki/Advanced_Micro_Devices"
"256","DONNELLEY & SONS","https://en.wikipedia.org/wiki/RR_Donnelley"
"257","LOCKHEED MARTIN","https://en.wikipedia.org/wiki/Lockheed_Martin"
"258","HASBRO INC","https://en.wikipedia.org/wiki/Hasbro"
"259","BALL CORP","https://en.wikipedia.org/wiki/Ball_Corporation"
"260","SHARED MEDICAL SYSTEMS",
"261","KERR-MCGEE","https://en.wikipedia.org/wiki/Kerr-McGee"
"262","KATE SPADE","https://en.wikipedia.org/wiki/Kate_Spade_%26_Company"
"263","NEW YORK TIMES CO","https://en.wikipedia.org/wiki/The_New_York_Times_Company"
"264","RUSSELL CORP","https://en.wikipedia.org/wiki/Russell_Brands"
"265","ANDREW CORP","https://en.wikipedia.org/wiki/Andrew_Corporation"
"266","ALBERTSON'S","https://en.wikipedia.org/wiki/Albertsons"
"267","ROWAN COMPANIES PLC","https://en.wikipedia.org/wiki/Rowan_Companies"
"268","SUPERVALU INC","https://en.wikipedia.org/wiki/SuperValu_(United_States)"
"269","NUCOR CORP","https://en.wikipedia.org/wiki/Nucor"
"270","AIR PRODUCTS & CHEMICALS","https://en.wikipedia.org/wiki/Air_Products_%26_Chemicals"
"271","PERKINELMER INC","https://en.wikipedia.org/wiki/PerkinElmer"
"272","EL PASO CGP",
"273","LUBYS INC","https://en.wikipedia.org/wiki/Luby's"
"274","NORTHROP GRUMMAN","https://en.wikipedia.org/wiki/Northrop_Grumman"
"275","CENTERPOINT ENERGY","https://en.wikipedia.org/wiki/CenterPoint_Energy"
"276","TJX COMPANIES","https://en.wikipedia.org/wiki/TJX_Companies"
"277","DOVER CORP","https://en.wikipedia.org/wiki/Dover_Corporation"
"278","PARKER-HANNIFIN","https://en.wikipedia.org/wiki/Parker_Hannifin"
"279","LONGS DRUG STORES","https://en.wikipedia.org/wiki/Longs_Drugs"
"280","OSHKOSH B'GOSH INC","https://en.wikipedia.org/wiki/OshKosh_B'gosh"
"281","TRIBUNE MEDIA","https://en.wikipedia.org/wiki/Tribune_Media"
"282","ILLINOIS TOOL WORKS","https://en.wikipedia.org/wiki/Illinois_Tool_Works"
"283","DELUXE CORP","https://en.wikipedia.org/wiki/Deluxe_Corporation"
"284","JOHNSON CONTROLS INTERNATIONAL PLC","https://en.wikipedia.org/wiki/Johnson_Controls"
"285","FORT JAMES","https://en.wikipedia.org/wiki/Fort_James_Corporation"
"286","BAUSCH & LOMB HOLDINGS","https://en.wikipedia.org/wiki/Bausch_%26_Lomb"
"287","BEVERLY ENTERPRISES","https://en.wikipedia.org/wiki/Gap_Inc."
"288","GAP INC","https://en.wikipedia.org/wiki/Gap_Inc."
"289","NORDSTROM INC","https://en.wikipedia.org/wiki/Nordstrom"
"290","MEDTRONIC PLC","https://en.wikipedia.org/wiki/Medtronic"
"291","DILLARDS INC","https://en.wikipedia.org/wiki/Dillard's"
"292","BLOCK H & R","https://en.wikipedia.org/wiki/H%26R_Block"
"293","SYSCO CORP","https://en.wikipedia.org/wiki/Sysco"
"294","SERVICE CORP INTERNATIONAL","https://en.wikipedia.org/wiki/Service_Corporation_International"
"295","NATIONAL SERVICE INDUSTRIES",
"296","US AIRWAYS GROUP","https://en.wikipedia.org/wiki/US_Airways_Group"
"297","TEMPLE-INLAND","https://en.wikipedia.org/wiki/Temple-Inland"
"298","REEBOK INTERNATIONAL LTD","https://en.wikipedia.org/wiki/Reebok"
"299","UST INC","https://en.wikipedia.org/wiki/UST_Inc."
"300","CA INC","https://en.wikipedia.org/wiki/CA_Technologies"
"301","MARSH & MCLENNAN COS","https://en.wikipedia.org/wiki/Marsh_%26_McLennan_Companies"
"302","PLACER DOME","https://en.wikipedia.org/wiki/Placer_Dome"
"303","COMCAST CORP","https://en.wikipedia.org/wiki/Comcast"
"304","AVERY DENNISON","https://en.wikipedia.org/wiki/Avery_Dennison"
"305","COVANTA ENERGY","https://en.wikipedia.org/wiki/Covanta_Energy"
"306","FLEMING COMPANIES","https://en.wikipedia.org/wiki/Fleming_Companies,_Inc"
"307","PALL CORP","https://en.wikipedia.org/wiki/Pall_Corporation"
"308","HELMERICH & PAYNE","https://en.wikipedia.org/wiki/Helmerich_%26_Payne"
"309","COMPAQ COMPUTER","https://en.wikipedia.org/wiki/Compaq"
"310","IKON OFFICE SOLUTIONS","https://en.wikipedia.org/wiki/Ikon_Office_Solutions"
"311","HOME DEPOT","https://en.wikipedia.org/wiki/The_Home_Depot"
"312","PNC FINANCIAL SERVICES GROUP","https://en.wikipedia.org/wiki/PNC_Financial_Services"
"313","BANK ONE","https://en.wikipedia.org/wiki/Bank_One_Corporation"
"314","CITIGROUP INC","https://en.wikipedia.org/wiki/Citigroup"
"315","SUNTRUST BANKS","https://en.wikipedia.org/wiki/SunTrust_Banks"
"316","GOLDEN WEST FINANCIAL","https://en.wikipedia.org/wiki/Golden_West_Financial"
"317","WORTHINGTON INDUSTRIES","https://en.wikipedia.org/wiki/Worthington_Industries"
"318","MILLIPORE CORP","https://en.wikipedia.org/wiki/Merck_Millipore"
"319","FANNIE MAE","https://en.wikipedia.org/wiki/Fannie_Mae"
"320","NIKE INC","https://en.wikipedia.org/wiki/Nike,_Inc."
"321","FLEETBOSTON FINANCIAL","https://en.wikipedia.org/wiki/FleetBoston_Financial"
"322","ECOLAB INC","https://en.wikipedia.org/wiki/Ecolab"
"323","WACHOVIA CORP","https://en.wikipedia.org/wiki/Wachovia"
"324","KB HOME","https://en.wikipedia.org/wiki/KB_Home"
"325","NEWELL BRANDS","https://en.wikipedia.org/wiki/Newell_Brands"
"326","TORCHMARK CORP","https://en.wikipedia.org/wiki/Torchmark"
"327","CIRCUIT CITY STORES","https://en.wikipedia.org/wiki/Circuit_City"
"328","JOSTENS INC","https://en.wikipedia.org/wiki/Jostens"
"329","TYCO INTERNATIONAL PLC","https://en.wikipedia.org/wiki/Tyco_International"
"330","ASHLAND GLOBAL HOLDINGS","https://en.wikipedia.org/wiki/Ashland_Inc."
"331","ORACLE CORP","https://en.wikipedia.org/wiki/Oracle_Corporation"
"332","MONEYGRAM INTERNATIONAL","https://en.wikipedia.org/wiki/MoneyGram"
"333","NICOR INC","https://en.wikipedia.org/wiki/Nicor"
"334","PROGRESS ENERGY","https://en.wikipedia.org/wiki/Progress_Energy_Inc"
"335","RYAN'S RESTAURANT GROUP",
"336","HARLAND CO",
"337","AMERICAN GREETINGS","https://en.wikipedia.org/wiki/American_Greetings"
"338","ST JUDE MEDICAL","https://en.wikipedia.org/wiki/St._Jude_Medical"
"339","AUTODESK INC","https://en.wikipedia.org/wiki/Autodesk"
"340","STRIDE RITE","https://en.wikipedia.org/wiki/Stride_Rite_Corporation"
"341","CAESARS ENTERTAINMENT","https://en.wikipedia.org/wiki/Caesars_Entertainment_Corporation"
"342","COOPER TIRE & RUBBER","https://en.wikipedia.org/wiki/Cooper_Tire_%26_Rubber_Company"
"343","BIOMET INC","https://en.wikipedia.org/wiki/Biomet"
"344","PEP BOYS-MANNY MOE & JACK","https://en.wikipedia.org/wiki/Pep_Boys"
"345","SANTA FE SNYDER","https://en.wikipedia.org/wiki/Santa_Fe_Snyder"
"346","ALZA CORP","https://en.wikipedia.org/wiki/ALZA"
"347","MARATHON OIL","https://en.wikipedia.org/wiki/Marathon_Oil"
"348","UNITED STATES STEEL","https://en.wikipedia.org/wiki/U.S._Steel"
"349","PINNACLE WEST CAPITAL","https://en.wikipedia.org/wiki/Pinnacle_West_Capital"
"350","ALASKA AIR GROUP","https://en.wikipedia.org/wiki/Alaska_Air_Group"
"351","MATSON INC","https://en.wikipedia.org/wiki/Matson,_Inc."
"352","AFLAC INC","https://en.wikipedia.org/wiki/Aflac"
"353","AMETEK INC","https://en.wikipedia.org/wiki/Ametek"
"354","ANALOG DEVICES","https://en.wikipedia.org/wiki/Analog_Devices"
"355","NABORS INDUSTRIES LTD","https://en.wikipedia.org/wiki/Nabors_Industries"
