"Universitetsuddannelser","Københavns Universitet","Økonomi",65.5
"Universitetsuddannelser","Syddansk Universitet","Økonomi",58
"Universitetsuddannelser","Aarhus Universitet","Økonomi",61.6
"Universitetsuddannelser","Københavns Universitet","Statskundskab",54.6
"Universitetsuddannelser","Syddansk Universitet","Statskundskab",51.4
"Universitetsuddannelser","Aarhus Universitet","Statskundskab",52.7
