weeknumber	weekday	date	start	end	duration	category	project	location
9	7	3/4	4:00 p	5:40 p	1:40	science		lab
10	1	3/5	5:00 p	6:30 p	1:30	science	pipeline	home
10	2	3/6	10:00 a	12:00 p	2:0	science		lab
10	2	3/6	12:00 p	2:00 p	2:0	extracurricular	interview_weekend	off_campus
10	2	3/6	2:00 p	7:00 p	5:0	science		lab
10	3	3/7	8:45 a	9:20 a	0:35	extracurricular	symposium	home
10	3	3/7	10:20 a	1:00 p	2:40	science		lab
10	3	3/7	1:45 p	6:00 p	4:15	science		lab
10	3	3/7	6:30 p	8:00 p	1:30	frisbee	track_workout	gym
10	3	3/7	10:30 p	11:00 p	0:30	science		home
10	4	3/8	8:45 a	10:20 a	1:35	extracurricular	soe_thing	campus
10	4	3/8	10:40 a	1:00 p	2:20	science		lab
10	4	3/8	1:00 p	2:00 p	1:0	extracurricular	diversity	campus
10	4	3/8	2:00 p	6:00 p	4:0	science		lab
10	4	3/8	9:00 p	9:30 PM	0:30	science		home
10	5	3/9	10:30 a	5:15 p	6:45	science		lab
10	5	3/9	6:15 p	7:15 p	1:0	science		coffee_shop
10	5	3/9	7:45 p	8:20 p	0:35	science		coffee_shop
10	6	3/10	9:00 a	9:15 a	0:15	extracurricular	diversity	home
10	6	3/10	11:45 a	1:30 p	1:45	science		lab
10	6	3/10	1:30 p	3:00 p	1:30	extracurricular	symposium	longwood
10	6	3/10	3:00 p	4:15 p	1:15	science		longwood
10	6	3/10	4:15 PM	4:50 p	0:35	extracurricular	symposium	longwood
10	6	3/10	5:15 p	5:45 p	0:30	extracurricular	ideas	train
10	6	3/10	7:45 p	8:00 p	0:15	science		home
10	7	3/11	9:30 a	12:00 p	2:30	extracurricular	interview_weekend	campus
10	7	3/11	4:00 p	8:00 p	4:0	extracurricular	interview_weekend	off_campus
11	2	3/13	9:00 a	9:15 a	0:15	science		home
11	2	3/13	10:30 a	11:00 a	0:30	extracurricular	diversity	lab
11	2	3/13	11:15 a	12:30 p	1:15	science		lab
11	2	3/13	1:00 p	6:40 p	5:40	science		lab
11	2	3/13	6:50 p	9:00 p	2:10	frisbee	practice	fields
11	3	3/14	9:20 a	10:20 a	1:0	professional	blog	home
11	3	3/14	11:45 a	4:45 p	5:0	science		lab
11	3	3/14	4:45 p	5:05 p	0:20	extracurricular	diversity	lab
11	3	3/14	7:15 p	9:15 p	2:0	extracurricular	ideas	home
11	3	3/14	10:00 p	11:15 p	1:15	science		home
11	3	3/14	11:40 p	11:55 p	0:15	professional	blog	home
11	4	3/15	9:30 a	12:10 p	2:40	science		lab
11	4	3/15	1:25 p	4:20 p	2:55	science		lab
11	4	3/15	4:20 p	4:45 p	0:25	extracurricular		lab
11	4	3/15	4:45 p	6:20 p	1:35	science		lab
11	4	3/15	10:15 p	10:45 p	0:30	extracurricular	symposium	home
11	4	3/15	7:00 p	8:30 p	1:30	frisbee	workout	fields
11	5	3/16	9:00 a	9:30 a	0:30	extracurricular	symposium	home
11	5	3/16	10:45 a	11:15 a	0:30	extracurricular	symposium	lab
11	5	3/16	11:15 a	12:00 p	0:45	science		lab
11	5	3/16	12:00 p	1:15 p	1:15	extracurricular	board	campus
11	5	3/16	1:30 p	4:00 p	2:30	science		lab
11	5	3/16	4:00 p	5:00 p	1:0	science	seminar	campus
11	5	3/16	5:00 p	8:00 p	3:0	science		lab
11	5	3/16	9:50 p	11:50 p	2:0	science		home
11	6	3/17	9:00 a	10:00 a	1:0	extracurricular	microbiome_club	lab
11	6	3/17	10:00 a	12:00 p	2:0	science		lab
11	6	3/17	12:00 p	1:00 p	1:0	science	seminar	campus
11	6	3/17	1:00 p	5:30 p	4:30	science		lab
11	6	3/17	8:50 p	11:00 p	2:10	frisbee	practice	gym
11	7	3/18	10:00 a	11:15 a	1:15	science		home
11	7	3/18	1:00 p	3:00 p	2:0	science		coffee_shop
11	7	3/18	3:45 p	6:05 p	2:20	science		lab
11	7	3/18	7:50 p	9:40 p	1:50	science		home
12	1	3/19	9:40 AM	10:20 a	0:40	science		home
12	1	3/19	2:30 p	5:00 p	2:30	extracurricular	diversity	campus
12	1	3/19	5:45 p	6:30 p	0:45	extracurricular		lab
12	2	3/20	10:30 a	11:50 a	1:20	science		lab
12	2	3/20	11:50 a	12:25 p	0:35	extracurricular	symposium	lab
12	2	3/20	12:30 p	5:00 p	4:30	science		lab
12	2	3/20	5:00 p	7:20 p	2:20	extracurricular	symposium	lab
12	2	3/20	7:30 p	10:00 p	2:30	frisbee	practice	fields
12	2	3/20	11:30 p	11:59 p	0:29	extracurricular	symposium	home
12	2	3/20	12:00 a	12:30 a	0:30	extracurricular	symposium	home
12	3	3/21	9:30 a	9:50 a	0:20	extracurricular	symposium	lab
12	3	3/21	9:50 a	1:00 p	3:10	science		lab
12	3	3/21	1:00 p	2:00 p	1:0	extracurricular	diversity	campus
12	3	3/21	2:15 p	5:00 p	2:45	science		lab
12	3	3/21	5:00 p	5:20 p	0:20	extracurricular		lab
12	3	3/21	5:30 p	8:30 p	3:0	extracurricular	ideas	campus
12	3	3/21	10:30 p	11:59 p	1:29	science		home
12	4	3/22	8:45 a	9:15 a	0:30	extracurricular	diversity	home
12	4	3/22	10:00 a	12:00 p	2:0	extracurricular	symposium	campus
12	4	3/22	12:00 p	5:30 p	5:30	science	symposium	campus
12	5	3/23	9:15 a	10:45 a	1:30	science		lab
12	5	3/23	11:30 a	11:45 a	0:15	extracurricular	diversity	lab
12	5	3/23	12:00 p	4:00 p	4:0	science		lab
12	5	3/23	4:00 p	5:00 p	1:0	science	seminar	campus
12	5	3/23	5:00 p	5:30 p	0:30	science		lab
12	5	3/23	5:30 p	8:45 p	3:15	extracurricular	refs	lab
12	5	3/23	10:15 p	11:30 p	1:15	extracurricular	tutoring	campus
12	6	3/24	9:20 a	9:50 a	0:30	professional	blog	home
12	6	3/24	11:00 a	12:00 p	1:0	science		lab
12	6	3/24	12:00 p	1:00 PM	1:0	science	seminar	campus
12	6	3/24	1:00 p	2:00 p	1:0	science		lab
12	6	3/24	2:20 p	4:40 p	2:20	science		longwood
12	6	3/24	5:00 p	5:40 p	0:40	science		coffee_shop
12	7	3/25	9:00 a	12:00 p	3:0	extracurricular	graduate_women_of_excellence	train
13	2	3/27	10:30 a	11:30 a	1:0	science		new_york
13	2	3/27	12:30 PM	1:00 p	0:30	science		new_york
13	2	3/27	1:45 p	5:30 p	3:45	science		new_york
13	2	3/27	5:30 p	6:10 p	0:40	extracurricular	refs	new_york
13	3	3/28	10:00 a	10:35 a	0:35	extracurricular	refs	new_york
13	3	3/28	1:20 p	5:00 p	3:40	science		train
13	3	3/28	7:00 p	8:00 p	1:0	extracurricular	graduate_women_of_excellence	home
13	3	3/28	8:10 p	9:30 p	1:20	science		home
13	4	3/29	9:00 a	10:30 a	1:30	science	seminar	campus
13	4	3/29	11:15 a	5:00 p	5:45	science		lab
13	4	3/29	6:30 p	8:00 p	1:30	science		lab
13	4	3/29	8:30 p	9:00 p	0:30	frisbee	throwing	fields
13	4	3/29	11:30 p	11:59 p	0:29	science		home
13	4	3/29	12:00 a	12:25 a	0:25	science		home
13	5	3/30	10:00 a	12:00 p	2:0	science		lab
13	5	3/30	12:00 p	1:20 p	1:20	extracurricular	board	campus
13	5	3/30	2:30 p	7:45 p	5:15	science		lab
13	5	3/30	11:00 p	11:59 p	0:59	extracurricular	tutoring	campus
13	6	3/31	9:00 a	9:30 a	0:30	extracurricular	tutoring	home
13	6	3/31	11:30 a	4:30 p	5:0	extracurricular	refs	campus
13	6	3/31	7:45 p	8:20 p	0:35	professional	website	home
13	6	3/31	8:25 p	9:30 p	1:5	extracurricular	diversity	home
13	6	3/31	10:10 p	10:40 p	0:30	extracurricular	refs	home
13	7	4/1	9:30 a	10:50 a	1:20	professional	website	home
13	7	4/1	11:10 a	4:30 p	5:20	science		home
13	7	4/1	4:45 p	7:30 p	2:45	science		home
14	1	4/2	9:00 a	9:15 a	0:15	science		home
14	1	4/2	9:15 a	9:25 a	0:10	professional	website	home
14	1	4/2	10:00 a	12:00 p	2:0	frisbee	scrimmage	fields
14	1	4/2	4:30 p	5:00 p	0:30	extracurricular	cu_bme_alum	home
14	1	4/2	6:00 p	10:30 p	4:30	science		home
14	2	4/3	10:40 a	11:00 a	0:20	extracurricular	graduate_women_of_excellence	lab
14	2	4/3	11:00 AM	5:50 p	6:50	science		lab
14	2	4/3	5:50 p	6:15 p	0:25	extracurricular	diversity	lab
14	2	4/3	6:15 p	6:40 p	0:25	science		lab
14	3	4/4	7:45 a	8:20 a	0:35	frisbee	workout	home
14	3	4/4	10:20 a	11:10 a	0:50	science		lab
14	3	4/4	11:10 a	12:40 p	1:30	extracurricular	refs	lab
14	3	4/4	12:40 PM	5:20 p	4:40	science		lab
14	3	4/4	10:45 p	11:00 p	0:15	science		home
14	3	4/4	11:00 p	11:45 p	0:45	professional	website	home
14	4	4/5	10:00 a	10:30 a	0:30	extracurricular	refs	campus
14	4	4/5	10:45 a	12:40 p	1:55	science		lab
14	4	4/5	12:40 p	2:45 p	2:5	extracurricular	symposium	longwood
14	4	4/5	3:00 p	6:00 p	3:0	science		lab
14	4	4/5	6:30 p	9:30 p	3:0	frisbee	practice	fields
14	5	4/6	10:00 a	1:00 p	3:0	science		lab
14	5	4/6	5:45 p	10:15 p	4:30	science		lab
14	5	4/6	10:15 p	10:30 p	0:15	extracurricular		lab
14	6	4/7	9:00 a	11:30 a	2:30	extracurricular	graduate_women_of_excellence	lab
14	6	4/7	12:15 p	2:00 p	1:45	science		lab
14	6	4/7	2:30 p	4:30 p	2:0	science		longwood
14	7	4/8	1:40 p	2:40 p	1:0	science		lab
14	7	4/8	3:15 p	7:00 p	3:45	science		lab
15	2	4/10	10:00 a	12:20 p	2:20	science		lab
15	2	4/10	1:00 p	3:50 p	2:50	science		lab
15	2	4/10	3:50 p	4:40 p	0:50	extracurricular	microbiome_club	lab
15	2	4/10	4:40 p	5:25 p	0:45	science		lab
15	2	4/10	6:00 p	7:00 p	1:0	frisbee	practice	fields
15	2	4/10	10:00 p	11:30 p	1:30	extracurricular	diversity	home
15	3	4/11	10:00 a	1:00 p	3:0	science		lab
15	3	4/11	1:30 p	6:00 p	4:30	science		lab
15	3	4/11	6:30 p	8:00 p	1:30	extracurricular	refs	campus
15	3	4/11	11:00 p	11:40 p	0:40	science		home
15	4	4/12	9:30 a	10:00 a	0:30	science		coffee_shop
15	4	4/12	10:00 a	11:00 a	1:0	extracurricular	scfg	lab
15	4	4/12	11:00 a	12:10 p	1:10	science		lab
15	4	4/12	12:10 p	1:30 p	1:20	extracurricular	refs	campus
15	4	4/12	2:00 p	5:00 p	3:0	science		lab
15	4	4/12	5:00 p	6:30 p	1:30	extracurricular	diversity	lab
15	4	4/12	7:20 p	9:30 p	2:10	frisbee	practice	fields
15	5	4/13	11:20 a	5:30 p	6:10	science		lab
15	5	4/13	5:30 p	6:00 p	0:30	extracurricular	be_board	lab
15	6	4/14	9:00 a	1:00 p	4:0	professional	conference	campus
15	6	4/14	2:00 p	6:45 p	4:45	science		lab
15	7	4/15	10:00 a	10:15 a	0:15	science		coffee_shop
15	7	4/15	11:00 a	12:00 p	1:0	science		coffee_shop
15	7	4/15	12:30 p	1:20 p	0:50	science		coffee_shop
15	7	4/15	3:50 p	7:00 p	3:10	science		lab
16	1	4/16	10:00 a	11:30 a	1:30	extracurricular	refs	home
16	1	4/16	10:00 p	10:30 p	0:30	extracurricular	refs	home
16	2	4/17	10:00 a	12:30 p	2:30	science		lab
16	2	4/17	1:25 p	5:00 p	3:35	science		lab
16	2	4/17	5:25 p	5:40 p	0:15	extracurricular	be_board	lab
16	2	4/17	5:40 p	6:45 p	1:5	science		lab
16	2	4/17	7:00 p	8:00 p	1:0	frisbee	practice	gym
16	2	4/17	10:00 p	11:10 p	1:10	science		home
16	3	4/18	8:40 a	9:40 a	1:0	science		home
16	3	4/18	11:00 a	12:00 p	1:0	extracurricular		campus
16	3	4/18	12:00 p	1:00 p	1:0	science	seminar	campus
16	3	4/18	2:30 p	3:30 p	1:0	extracurricular	be_board	campus
16	3	4/18	3:30 p	4:30 p	1:0	extracurricular	microbiome_club	campus
16	3	4/18	5:00 p	6:00 p	1:0	science		lab
16	3	4/18	6:00 p	7:00 p	1:0	professional	blog	lab
16	3	4/18	7:00 p	8:10 p	1:10	science		lab
16	4	4/19	10:00 a	1:00 p	3:0	science		lab
16	4	4/19	2:50 p	4:45 p	1:55	science		campus
16	4	4/19	7:00 p	9:15 p	2:15	frisbee		gym
16	5	4/20	10:40 a	4:00 p	5:20	science		lab
16	6	4/21	9:40 a	12:00 p	2:20	science		lab
16	6	4/21	12:00 p	1:00 p	1:0	science	seminar	campus
16	5	4/20	4:00 p	5:00 p	1:0	science	seminar	campus
16	5	4/20	5:00 p	6:10 p	1:10	science		lab
16	6	4/21	1:00 p	1:50 p	0:50	science		campus
16	6	4/21	2:20 p	4:20 p	2:0	science		longwood
16	6	4/21	7:40 p	9:20 p	1:40	science		home
16	7	4/22	9:45 a	12:00 p	2:15	extracurricular	diversity	lab
16	7	4/22	5:15 p	6:45 p	1:30	science		lab
17	1	4/23	9:00 a	5:00 p	8:0	frisbee	tournament	fields
17	2	4/24	10:10 a	12:00 p	1:50	science		lab
17	2	4/24	12:00 p	1:00 p	1:0	extracurricular	be_gender_equality	campus
17	2	4/24	1:00 p	5:10 p	4:10	science		lab
17	2	4/24	5:15 p	7:45 p	2:30	extracurricular	graduate_women_of_excellence	campus
17	2	4/24	9:00 p	9:15 p	0:15	extracurricular	refs	home
17	2	4/24	9:25 p	11:00 p	1:35	science		home
17	3	4/25	9:10 AM	10:20 a	1:10	science		home
17	3	4/25	11:00 a	4:30 p	5:30	science		lab
17	3	4/25	6:00 p	6:15 p	0:15	professional	d4d	lab
17	3	4/25	6:15 p	11:00 p	4:45	science		lab
17	4	4/26	9:00 a	9:40 a	0:40	frisbee	workout	gym
17	4	4/26	10:15 a	12:45 p	2:30	science		lab
17	4	4/26	12:45 p	2:10 p	1:25	extracurricular	refs	lab
17	4	4/26	2:40 p	5:20 p	2:40	science		lab
17	4	4/26	5:45 p	7:00 p	1:15	science		lab
17	5	4/27	9:30 a	11:45 a	2:15	extracurricular	diversity	lab
17	5	4/27	12:00 p	1:00 p	1:0	extracurricular	be_board	campus
17	5	4/27	1:00 p	2:00 p	1:0	extracurricular	diversity	campus
17	5	4/27	2:00 p	3:00 p	1:0	science	seminar	campus
17	5	4/27	3:00 p	4:25 p	1:25	extracurricular		campus
17	5	4/27	4:45 p	5:00 p	0:15	professional	d4d	lab
17	5	4/27	5:00 p	8:50 p	3:50	science		lab
17	5	4/27	9:00 p	11:00 p	2:0	frisbee	practice	fields
17	6	4/28	10:00 a	11:20 a	1:20	extracurricular	diversity	campus
17	6	4/28	1:15 p	2:30 p	1:15	professional	conference	longwood
17	6	4/28	2:30 p	4:20 p	1:50	science		longwood
17	6	4/28	4:20 p	6:45 p	2:25	professional	conference	longwood
17	7	4/29	1:45 p	3:30 p	1:45	extracurricular	ideas	campus
17	7	4/29	4:00 p	7:45 p	3:45	science		lab
18	1	4/30	1:00 p	3:30 p	2:30	frisbee	practice	fields
18	1	4/30	5:20 p	5:50 p	0:30	extracurricular	diversity	home
18	1	4/30	8:45 p	9:40 p	0:55	science		home
18	2	5/1	9:00 a	9:15 a	0:15	science		home
18	2	5/1	10:30 a	5:00 p	6:30	science		lab
18	2	5/1	5:00 p	6:15 p	1:15	extracurricular	diversity	campus
18	2	5/1	6:15 p	7:00 p	0:45	science		lab
18	3	5/2	10:00 a	1:00 p	3:0	science		lab
18	3	5/2	1:00 p	2:00 p	1:0	extracurricular	scfg	coffee_shop
18	3	5/2	2:00 p	6:20 p	4:20	science		lab
18	3	5/2	6:40 p	8:25 p	1:45	extracurricular	refs	campus
18	3	5/2	8:50 p	11:00 p	2:10	frisbee	practice	fields
18	4	5/3	9:20 a	9:45 a	0:25	extracurricular	diversity	home
18	4	5/3	10:35 a	10:50 a	0:15	extracurricular	diversity	lab
18	4	5/3	11:00 a	6:50 p	7:50	science		lab
18	5	5/4	10:35 a	11:00 a	0:25	science		campus
18	5	5/4	11:00 a	12:15 p	1:15	science	seminar	campus
18	5	5/4	2:00 p	5:00 p	3:0	science		lab
18	6	5/5	8:50 a	10:00 a	1:10	extracurricular	microbiome_club	lab
18	6	5/5	10:00 a	12:00 p	2:0	science		lab
18	6	5/5	1:00 p	2:00 PM	1:0	science	seminar	campus
18	7	5/6	11:00 a	6:00 p	7:0	frisbee	tournament	fields
19	1	5/7	10:45 a	11:15 a	0:30	science		home
19	1	5/7	3:15 p	5:15 p	2:0	science		lab
19	2	5/8	9:00 a	9:15 a	0:15	science		home
19	2	5/8	10:10 a	1:00 p	2:50	science		lab
19	2	5/8	1:00 p	2:00 p	1:0	science	seminar	campus
19	2	5/8	2:00 p	5:00 p	3:0	science		lab
19	3	5/9	10:15 a	12:00 p	1:45	science		lab
19	3	5/9	1:00 p	5:35 p	4:35	science		lab
19	3	5/9	10:15 p	10:30 p	0:15	extracurricular	diversity	home
19	4	5/10	10:00 a	5:45 p	7:45	science		lab
19	4	5/10	5:45 p	6:00 p	0:15	extracurricular	diversity	lab
19	4	5/10	6:00 p	6:30 p	0:30	science		lab
19	5	5/11	10:00 a	11:00 a	1:0	science		longwood
19	5	5/11	11:00 a	4:30 p	5:30	science		lab
19	5	5/11	9:15 p	10:00 p	0:45	science		home
19	6	5/12	10:30 a	12:00 p	1:30	science		lab
19	6	5/12	12:00 p	1:00 p	1:0	science	seminar	campus
19	6	5/12	1:00 p	1:50 p	0:50	science		lab
19	6	5/12	2:15 p	4:05 p	1:50	science		longwood
19	6	5/12	6:15 p	7:45 p	1:30	science		home
19	7	5/13	9:30 a	10:15 a	0:45	professional	website	home
19	7	5/13	10:50 a	12:15 p	1:25	professional	website	home
20	1	5/14	10:30 a	1:00 p	2:30	extracurricular	diversity	lab
20	2	5/15	8:55 a	11:40 a	2:45	science		home
20	2	5/15	2:00 p	7:45 p	5:45	science		lab
20	2	5/15	9:00 p	10:00 p	1:0	extracurricular	refs	home
