weeknumber	weekday	date	start	end	duration	category	project	location
#VALUE!	#VALUE!				0:0			
#VALUE!	#VALUE!				0:0			
#VALUE!	#VALUE!				0:0			
#VALUE!	#VALUE!				0:0			
#VALUE!	#VALUE!				0:0			
#VALUE!	#VALUE!				0:0			
#VALUE!	#VALUE!				0:0			
#VALUE!	#VALUE!				0:0			
#VALUE!	#VALUE!				0:0			
#VALUE!	#VALUE!				0:0			
#VALUE!	#VALUE!				0:0			
#VALUE!	#VALUE!				0:0			
#VALUE!	#VALUE!				0:0			
#VALUE!	#VALUE!				0:0			
#VALUE!	#VALUE!				0:0			
#VALUE!	#VALUE!				0:0			
#VALUE!	#VALUE!				0:0			
#VALUE!	#VALUE!				0:0			
#VALUE!	#VALUE!				0:0			
#VALUE!	#VALUE!				0:0			
#VALUE!	#VALUE!				0:0			
#VALUE!	#VALUE!				0:0			
#VALUE!	#VALUE!				0:0			
					0:0			
					0:0			
					0:0			
					0:0			
					0:0			
					0:0			
					0:0			
					0:0			
					0:0			
					0:0			
					0:0			
					0:0			
					0:0			
					0:0			
					0:0			
					0:0			
					0:0			
					0:0			
					0:0			
					0:0			
					0:0			
					0:0			
					0:0			
					0:0			
					0:0			
					0:0			
					0:0			
					0:0			
					0:0			
					0:0			
					0:0			
					0:0			
					0:0			
					0:0			
					0:0			
					0:0			
					0:0			
					0:0			
					0:0			
					0:0			
					0:0			
					0:0			
					0:0			
					0:0			
					0:0			
					0:0			
					0:0			
					0:0			
