"","V1"
"532",0.0888311768202395
"533",0.101075063862916
"534",0.0890460447360913
"535",0.100310695642594
"536",0.0807655748967666
"537",0.0999344241549957
"538",0.070851204051395
"539",0.111963352091727
"540",0.0917437736070267
"541",0.0948948860221735
"542",0.0901158278335975
"543",0.0924914122308803
"544",0.0830895879812127
"545",0.105549735327331
"546",0.0921119993420333
"547",0.0879785482513987
"548",0.103543516885647
"549",0.0967865849649317
"550",0.0953056495971778
"551",0.0854638587361794
"552",0.0957887971665162
"553",0.0769402391879581
"554",0.0979713120998339
"555",0.101291317710485
"556",0.094168268286655
"557",0.0777660634269463
"558",0.0788410441435656
"559",0.107211307021476
"560",0.0884688009153149
"561",0.073160174659037
"562",0.0797654265776387
"563",0.0733253880061509
"564",0.0985571713852014
"565",0.0978638598168573
"566",0.0939054644750665
"567",0.0970031653115128
"568",0.0947132292428588
"569",0.0982115634702339
"570",0.0930966122455351
"571",0.0883792371296047
"572",0.10096307742608
"573",0.0926746475174566
"574",0.0700824043385047
"575",0.107228263990324
"576",0.0835813337854063
"577",0.101641389130186
"578",0.0938223958963404
"579",0.0843482020035851
"580",0.0805106915103082
"581",0.0868192951806134
"582",0.100470800597764
"583",0.0974859643168602
"584",0.0903942500910931
"585",0.075460927009265
"586",0.0836801203238568
"587",0.0982922253463047
"588",0.0783027249774338
"589",0.0911255352272233
"590",0.0835779017415772
"591",0.101189529916751
"592",0.0926358986134358
"593",0.0866298302000078
"594",0.0903197766644001
"595",0.097028687015944
"596",0.0902417619846808
"597",0.0870086408708738
"598",0.0981970299234433
"599",0.105254756722843
"600",0.0967871981442985
"601",0.0941851124975748
"602",0.074218861087684
"603",0.103031478078658
"604",0.106803621406183
"605",0.0962242439847239
"606",0.0877872466648518
"607",0.0943881612191297
"608",0.0981785506157882
"609",0.0980411187503345
"610",0.0888311044221221
"611",0.0847197229231498
"612",0.101030907419477
"613",0.0846156539267897
"614",0.0792217786640784
"615",0.0860317288173214
"616",0.0740362847923325
"617",0.0712815679728464
"618",0.0942293886523891
"619",0.0911539919022219
"620",0.088888849677843
"621",0.0966739437819134
"622",0.110341115051208
"623",0.0974613513624467
"624",0.0842148957182
"625",0.10287787562567
"626",0.0939271589198313
"627",0.086362058280586
"628",0.0897160000259098
"629",0.08440190546745
"630",0.0865048224643112
"631",0.0976497124751334
"632",0.0913420172528061
"633",0.109916531387671
"634",0.0952215227453737
"635",0.0846360888598495
"636",0.0954624666566537
"637",0.0821437911832542
"638",0.0823937827970745
"639",0.0884384717512049
"640",0.086461295819054
"641",0.0645510918124601
"642",0.0923453442397628
"643",0.0985347650368214
"644",0.076781739118292
"645",0.0945071540139656
"646",0.0879408766892397
"647",0.10252737232278
"648",0.0792461270332887
"649",0.0863838351629971
"650",0.0865577568205013
"651",0.0929105992148875
"652",0.103782813534935
"653",0.102608395433483
"654",0.0980582182546733
"655",0.092074597092713
"656",0.0795577328904278
"657",0.0905282939718372
"658",0.0931694757922277
"659",0.0982033285428374
"660",0.100799727826102
"661",0.0873688695334891
"662",0.0953053781190853
"663",0.0879754863666116
"664",0.0808393989356253
"665",0.0674223244703509
"666",0.0971206613916693
"667",0.0885448177882335
"668",0.0868386245357327
"669",0.101071139788475
"670",0.0863245553399026
"671",0.0893306742104851
"672",0.0892266387533655
"673",0.0933277925316791
"674",0.0764020885139135
"675",0.0923779444468294
"676",0.0927212213931406
"677",0.0786430428486489
"678",0.0870817113449538
"679",0.0803072364279223
"680",0.0819323055215109
"681",0.104893424665455
"682",0.0986809493289226
"683",0.0790891532998552
"684",0.0774087639662399
"685",0.110548865611617
"686",0.0837307132834781
"687",0.100974213549092
"688",0.0875985901483402
"689",0.104222673958894
"690",0.102262663407123
"691",0.0956962330338356
"692",0.088538808286223
"693",0.086277640801779
"694",0.0926202992141384
"695",0.0676973087112728
"696",0.0908416076659806
"697",0.0900229474066806
"698",0.0907795712365623
"699",0.0933519816718681
"700",0.0945164427040038
"701",0.0836575129663928
"702",0.097041919509033
"703",0.0862695912950384
"704",0.102216492147716
"705",0.0923458804197933
"706",0.0876791243999873
"707",0.0850612089301741
"708",0.0745891236700575
"709",0.0799982683642701
"710",0.092976120669439
"711",0.10858506892984
"712",0.0909214081858886
"713",0.081833387659353
"714",0.106306889338431
"715",0.0902082921183836
"716",0.0935418775971142
"717",0.0995701842665046
"718",0.105107560245562
"719",0.0894162192303682
"720",0.080135197520391
"721",0.0978090874725937
"722",0.095864754024541
"723",0.10649035635832
"724",0.104574572310135
"725",0.096863568816554
"726",0.100180869936139
"727",0.0997501743306291
"728",0.0922019572274856
"729",0.102224246084096
"730",0.0867132506372501
"731",0.0879989018518822
"732",0.100038087604815
"733",0.103791055287538
"734",0.0988058452934114
"735",0.104286862435569
"736",0.105032091631305
"737",0.0875902622894944
"738",0.0940853918722403
"739",0.0994076911845596
"740",0.092469005518457
"741",0.0901022032618579
"742",0.0883146747831933
"743",0.100784425829982
"744",0.0730132526797746
"745",0.0847721334050237
"746",0.0953537405461314
"747",0.103647730149039
"748",0.0914829423423503
"749",0.0938210588949209
"750",0.0751716717978509
"751",0.0844422985109294
"752",0.0888368716980703
"753",0.0792116668897091
"754",0.100844518017254
"755",0.10859307932074
"756",0.0983287264471229
"757",0.0973515441490107
"758",0.0966982389304186
"759",0.0836543454580244
"760",0.0849255005734895
"761",0.104359766661559
"762",0.0965919533267814
"763",0.094149245742081
"764",0.100856762801184
"765",0.0899151923971086
"766",0.106212754541419
"767",0.102774272650475
"768",0.070932126456215
"769",0.088612964374109
"770",0.0869608571278261
"771",0.0948010811428856
"772",0.101655387354125
"773",0.0921848083501426
"774",0.0876135104781361
"775",0.0901756260420049
"776",0.0947136888893752
"777",0.0742715202735571
"778",0.102364520221273
"779",0.0854743751372486
"780",0.0965602354405302
"781",0.0951258035973071
"782",0.0927007508480223
"783",0.0765737281287364
"784",0.0841338455259401
"785",0.0827705435229272
"786",0.0889127600682309
"787",0.0778471366027587
"788",0.0848600159484272
"789",0.0984986745882927
"790",0.105060006143626
"791",0.0998760193288763
"792",0.11751071518751
"793",0.104220538310786
"794",0.0897573442870317
"795",0.0807188787534957
"796",0.0903601440499763
"797",0.0925570805366885
"798",0.0802849132236417
"799",0.093512243979873
"800",0.091779390242193
"801",0.0857188138218561
"802",0.0988345487996312
"803",0.0954112345760858
"804",0.0871317816879576
"805",0.0881188403906652
"806",0.0872979864823694
"807",0.0943953966342682
"808",0.0793420841740879
"809",0.0966035552678924
"810",0.0875089530974079
"811",0.0922497111109542
"812",0.0854801003771319
"813",0.0901591287765402
"814",0.097189710147635
"815",0.0963149643097428
"816",0.0896957484697468
"817",0.0899318703003642
"818",0.0912128337875501
"819",0.0915854621480069
"820",0.0932092686018625
"821",0.090019505277101
"822",0.0859576860682703
"823",0.109591723393969
"824",0.0902732125789669
"825",0.0906486449367654
"826",0.0959335173161144
"827",0.0929025582388982
"828",0.103687350640367
"829",0.0804703742364375
"830",0.0839222807007737
"831",0.0811776162926045
"832",0.0879577998180907
"833",0.102788775745344
"834",0.0993951805870985
"835",0.100312001481023
"836",0.102590635426677
"837",0.0874255808223916
"838",0.0897992687876824
"839",0.0998388544487677
"840",0.0676271520578051
"841",0.0839888583911475
"842",0.0948990306660039
"843",0.084652274204642
"844",0.0960684947744025
"845",0.0908316886509697
"846",0.0987641040208657
"847",0.0864854462974229
"848",0.0929417849056073
"849",0.0698296281461849
"850",0.0922954929982346
"851",0.0761382618379123
"852",0.107416920209933
"853",0.0846716805885413
"854",0.0836170118036969
"855",0.0926211728761122
"856",0.0902070705295084
"857",0.0866232597058272
"858",0.0829426900808158
"859",0.0830658904850428
"860",0.0956960788713513
"861",0.102809796923641
"862",0.0871991017039461
"863",0.0918609511148295
"864",0.110639881437161
"865",0.0848408659625452
"866",0.0897804328767483
"867",0.108887400305002
"868",0.0770050239593031
"869",0.0891789702901844
"870",0.0801446450667658
"871",0.079396460126062
"872",0.0927174863220595
"873",0.077170251739068
"874",0.0877500582539183
"875",0.0944028510414845
"876",0.101555550817145
"877",0.0856912243462911
"878",0.0871254355393979
"879",0.0904452873596193
"880",0.10047115835757
"881",0.0787691696912207
"882",0.0959538876308025
"883",0.0836098505556118
"884",0.0943627644918631
"885",0.101428130148378
"886",0.0898090610925585
"887",0.102784010243626
"888",0.0776036141100139
"889",0.0999823371319835
"890",0.101018621017868
"891",0.0852622142657308
"892",0.090673158763323
"893",0.0982925442233747
"894",0.0973881022948817
"895",0.0876474538981035
"896",0.097273448386087
"897",0.0882461063492659
"898",0.0910585388584153
"899",0.0897955666581957
"900",0.0826176433877112
"901",0.0947845902715849
"902",0.0993402965137557
"903",0.101448633140764
"904",0.0889434278990018
"905",0.0911162301143297
"906",0.097993434276044
"907",0.0760946834309165
"908",0.0908473318950339
"909",0.0949255477036645
"910",0.0913874801068539
"911",0.0768292901139447
"912",0.0936944612238005
"913",0.103735476541913
"914",0.0898350370260868
"915",0.0836765467219106
"916",0.117389647529969
"917",0.0947889996295992
"918",0.0974953851541228
"919",0.104799007991842
"920",0.0703113386644224
"921",0.0920859115826944
"922",0.0853526994162754
"923",0.0860596592117413
"924",0.0886314586762487
"925",0.104772645117564
"926",0.0949678861457048
"927",0.098733689781172
"928",0.104850503196399
"929",0.0961950147223989
"930",0.109265845650671
"931",0.0924810031100913
"932",0.108408615440384
"933",0.0937372231939871
"934",0.0898548003015785
"935",0.0857356495528071
"936",0.0803725261688558
"937",0.0991972112271385
"938",0.0846378389686607
"939",0.0943238646485941
"940",0.0849585512829805
"941",0.101152578663963
"942",0.103471752815714
"943",0.0903566645080051
"944",0.0821886560150905
"945",0.0903557876050207
"946",0.0877392214022415
"947",0.0989969324792031
"948",0.0903904131610463
"949",0.0952508629146402
"950",0.0997257771275552
"951",0.0888694582558638
"952",0.0860544592126447
"953",0.10107199854201
"954",0.0725124047437887
"955",0.106773210088605
"956",0.087120039321708
"957",0.077255897705634
"958",0.0879707284537184
"959",0.0936460160401047
"960",0.0881966640892924
"961",0.0807309217058757
"962",0.0950645681944412
"963",0.0840289679456535
"964",0.10456184063879
"965",0.0928966407618746
"966",0.0748877007955842
"967",0.103111917557861
"968",0.101575418219592
"969",0.102123374891633
"970",0.0985805217418147
"971",0.0679070875290656
"972",0.0809241132763455
"973",0.082799553886838
"974",0.109994316410868
"975",0.0961921985094876
"976",0.0839872761135417
"977",0.095573390267611
"978",0.0904439265206681
"979",0.0977784104558636
"980",0.0888645828013591
"981",0.0899257166097336
"982",0.101396564689189
"983",0.0948562490061496
"984",0.0853301177782637
"985",0.100312053564827
"986",0.0997733857439114
"987",0.0892500179605354
"988",0.0824751642064287
"989",0.0702038477406647
"990",0.09943453062418
"991",0.0967299153406902
"992",0.102538413050338
"993",0.0903961509247361
"994",0.0645652776797615
"995",0.0954289760021395
"996",0.0982640332351927
"997",0.101227196754938
"998",0.0906485060754281
"999",0.0904336970349131
"1000",0.0913312154470921
"1001",0.0955291533116588
"1002",0.109753425850901
"1003",0.0932354034823551
"1004",0.0886657082211657
"1005",0.101510668036086
"1006",0.0819509978784619
"1007",0.0845644687339426
"1008",0.0896597684908372
"1009",0.102409710139939
"1010",0.0921591982783471
"1011",0.10102007464069
"1012",0.0834116440934501
"1013",0.0950970040841583
"1014",0.0842536474553703
"1015",0.0990032769916311
"1016",0.0939370966884776
"1017",0.0918547100595286
"1018",0.0904158493744044
"1019",0.10124274340093
"1020",0.0948259961281163
"1021",0.0804747331531164
"1022",0.0742924180780078
"1023",0.111965973592249
"1024",0.090511038262894
"1025",0.107327528514771
"1026",0.104857831006323
"1027",0.0855460199236122
"1028",0.0913013282862101
"1029",0.0926263765547897
"1030",0.101353050133698
"1031",0.0801237810685856
"1032",0.0981228209935587
"1033",0.0938598969375963
"1034",0.093430420208043
"1035",0.095069088067618
"1036",0.0857850222948961
"1037",0.0884430803181117
"1038",0.104071878100807
"1039",0.0985698345994384
"1040",0.10735523168646
"1041",0.101627494119606
"1042",0.103961722266177
"1043",0.103879048800018
"1044",0.102602153647455
"1045",0.101181003227187
"1046",0.0927533125565649
"1047",0.103356805296821
"1048",0.0733058727196238
"1049",0.0818520037494342
"1050",0.092716270796419
"1051",0.0943817624626665
"1052",0.0742612544722213
"1053",0.101983298499145
"1054",0.0936159399897068
"1055",0.0988807225314039
"1056",0.095189131775052
"1057",0.0904459000697162
"1058",0.0895758896262433
"1059",0.0914963653219519
"1060",0.0863805144786936
"1061",0.0872397506347072
"1062",0.0895134320398332
"1063",0.0993138400464311
"1064",0.0936369462290072
"1065",0.0966574796604388
"1066",0.0812678626135069
"1067",0.0698493190172236
"1068",0.0975175126174264
"1069",0.0914223828736405
"1070",0.104207972611109
"1071",0.09188593925714
"1072",0.0828798601915908
"1073",0.0995928613274154
"1074",0.0876542314290087
"1075",0.102231384389181
"1076",0.104581859803875
"1077",0.0947690832669013
"1078",0.0973947053582099
"1079",0.0923988402524475
"1080",0.0803871058086283
"1081",0.0770139583304739
"1082",0.0888627108466724
"1083",0.0826188099006268
"1084",0.0874713609395058
"1085",0.0938107362647344
"1086",0.0755512945291875
"1087",0.0871085609315871
"1088",0.0886901923119844
"1089",0.0837941059303797
"1090",0.0842934843063194
"1091",0.0966977471452646
"1092",0.091763033496652
"1093",0.0949111741084783
"1094",0.0896089097417418
"1095",0.0884906111947712
"1096",0.0949866687053679
"1097",0.0787170198055436
"1098",0.0952997275863087
"1099",0.0754208087114892
"1100",0.0834402029536941
"1101",0.105713134757035
"1102",0.0929569851362582
"1103",0.0964620332086865
"1104",0.0815476545763729
"1105",0.0884138156781661
"1106",0.0871577844155621
"1107",0.0903303976793272
"1108",0.0943365729020505
"1109",0.0832356670306101
"1110",0.077440611717967
"1111",0.0689178692712262
"1112",0.0925488050495081
"1113",0.0835991420529404
"1114",0.0913101209756183
"1115",0.100368654289184
"1116",0.0858581728586891
"1117",0.0969556416244277
"1118",0.0836983899349124
"1119",0.0794931513482968
"1120",0.0981512988031167
"1121",0.0937556913009041
"1122",0.08525484258005
"1123",0.0787479455961216
"1124",0.0799932351138426
"1125",0.112706910207889
"1126",0.0760239391074489
"1127",0.101604042581341
"1128",0.106399865552829
"1129",0.0936868693047866
"1130",0.103054949582996
"1131",0.0831323696030901
"1132",0.079212311124999
"1133",0.0829697044444248
"1134",0.0832681095115875
"1135",0.103725958855142
"1136",0.0784096405241906
"1137",0.0975539150504237
"1138",0.0793615703866595
"1139",0.0813249129714975
"1140",0.0853358400306516
"1141",0.0937948456379417
"1142",0.0825551248299155
"1143",0.0783225573776778
"1144",0.107419637078163
"1145",0.0728505414851474
"1146",0.108281822187443
"1147",0.101225814770818
"1148",0.104450515323547
"1149",0.0810070178225876
"1150",0.112625674511265
"1151",0.0772702623794881
"1152",0.100049288424885
"1153",0.0907067451733536
"1154",0.0755768630594485
"1155",0.108564462496153
"1156",0.0889621869183601
"1157",0.0882965781195524
"1158",0.0844873253387333
"1159",0.085832727239346
"1160",0.102684275029817
"1161",0.102453681435653
"1162",0.0858127001566071
"1163",0.0815745437771404
"1164",0.099950070060928
"1165",0.103120509319701
"1166",0.101825889850435
"1167",0.0876236477550972
"1168",0.0981184385659148
"1169",0.085926141593354
"1170",0.095251763848981
"1171",0.090852491698077
"1172",0.0874586042643785
"1173",0.0954844288195958
"1174",0.0948542702787697
"1175",0.0844419449613822
"1176",0.0862807802729458
"1177",0.0811597512827594
