task,x,y,visualization,accuracy,rank,time
Anomalies,Nominal,Numerical,BarChart,100,1,6
Anomalies,Nominal,Numerical,BarChart,100,1,6
Anomalies,Nominal,Numerical,BarChart,100,1,8
Anomalies,Nominal,Numerical,BarChart,100,1,8
Anomalies,Nominal,Numerical,BarChart,100,1,13
Anomalies,Nominal,Numerical,BarChart,100,1,6
Anomalies,Nominal,Numerical,BarChart,100,1,13
Anomalies,Nominal,Numerical,BarChart,100,1,14
Anomalies,Numerical,Numerical,BarChart,100,1,8
Anomalies,Numerical,Numerical,BarChart,100,1,10
Anomalies,Numerical,Numerical,BarChart,0,1,13
Anomalies,Numerical,Numerical,BarChart,100,1,7
Anomalies,Numerical,Numerical,BarChart,100,1,13
Anomalies,Numerical,Numerical,BarChart,100,1,14
Anomalies,Ordinal,Numerical,BarChart,0,1,5
Anomalies,Ordinal,Numerical,BarChart,100,1,18
Anomalies,Ordinal,Numerical,BarChart,0,1,7
Anomalies,Ordinal,Numerical,BarChart,100,1,59
Anomalies,Ordinal,Numerical,BarChart,100,1,18
Anomalies,Ordinal,Numerical,BarChart,100,1,5
Anomalies,Ordinal,Numerical,BarChart,100,1,9
Anomalies,Ordinal,Numerical,BarChart,100,1,11
Anomalies,Nominal,Numerical,LineChart,100,1,38
Anomalies,Nominal,Numerical,LineChart,100,1,16
Anomalies,Nominal,Numerical,LineChart,100,1,6
Anomalies,Nominal,Numerical,LineChart,100,1,4
Anomalies,Nominal,Numerical,LineChart,100,1,14
Anomalies,Numerical,Numerical,LineChart,0,1,10
Anomalies,Numerical,Numerical,LineChart,100,1,5
Anomalies,Numerical,Numerical,LineChart,0,1,9
Anomalies,Ordinal,Numerical,LineChart,0,1,11
Anomalies,Ordinal,Numerical,LineChart,0,1,4
Anomalies,Numerical,Numerical,PieChart,100,1,15
Anomalies,Ordinal,Numerical,PieChart,100,1,13
Anomalies,Ordinal,Numerical,PieChart,0,1,17
Anomalies,Ordinal,Numerical,PieChart,100,1,15
Anomalies,Nominal,Numerical,Scatterplot,100,1,14
Anomalies,Nominal,Numerical,Scatterplot,100,1,15
Anomalies,Nominal,Numerical,Scatterplot,100,1,4
Anomalies,Nominal,Numerical,Scatterplot,100,1,20
Anomalies,Nominal,Numerical,Scatterplot,100,1,54
Anomalies,Nominal,Numerical,Scatterplot,100,1,9
Anomalies,Nominal,Numerical,Scatterplot,100,1,3
Anomalies,Nominal,Numerical,Scatterplot,100,1,43
Anomalies,Nominal,Numerical,Scatterplot,100,1,6
Anomalies,Nominal,Numerical,Scatterplot,100,1,12
Anomalies,Nominal,Numerical,Scatterplot,100,1,12
Anomalies,Nominal,Numerical,Scatterplot,100,1,4
Anomalies,Nominal,Numerical,Scatterplot,100,1,9
Anomalies,Numerical,Numerical,Scatterplot,100,1,13
Anomalies,Numerical,Numerical,Scatterplot,100,1,59
Anomalies,Numerical,Numerical,Scatterplot,100,1,9
Anomalies,Numerical,Numerical,Scatterplot,100,1,2
Anomalies,Numerical,Numerical,Scatterplot,100,1,6
Anomalies,Numerical,Numerical,Scatterplot,100,1,14
Anomalies,Numerical,Numerical,Scatterplot,100,1,23
Anomalies,Numerical,Numerical,Scatterplot,100,1,10
Anomalies,Numerical,Numerical,Scatterplot,100,1,7
Anomalies,Numerical,Numerical,Scatterplot,100,1,7
Anomalies,Numerical,Numerical,Scatterplot,0,1,17
Anomalies,Numerical,Numerical,Scatterplot,0,1,12
Anomalies,Numerical,Numerical,Scatterplot,100,1,10
Anomalies,Numerical,Numerical,Scatterplot,100,1,4
Anomalies,Numerical,Numerical,Scatterplot,100,1,17
Anomalies,Ordinal,Numerical,Scatterplot,100,1,20
Anomalies,Ordinal,Numerical,Scatterplot,100,1,1
Anomalies,Ordinal,Numerical,Scatterplot,100,1,13
Anomalies,Ordinal,Numerical,Scatterplot,100,1,12
Anomalies,Ordinal,Numerical,Scatterplot,0,1,14
Anomalies,Ordinal,Numerical,Scatterplot,100,1,19
Anomalies,Ordinal,Numerical,Scatterplot,100,1,13
Anomalies,Ordinal,Numerical,Scatterplot,100,1,8
Anomalies,Ordinal,Numerical,Scatterplot,0,1,5
Anomalies,Ordinal,Numerical,Scatterplot,100,1,12
Anomalies,Ordinal,Numerical,Scatterplot,100,1,7
Anomalies,Nominal,Numerical,Table,100,1,2
Anomalies,Nominal,Numerical,Table,100,1,2
Anomalies,Nominal,Numerical,Table,100,1,41
Anomalies,Nominal,Numerical,Table,100,1,19
Anomalies,Nominal,Numerical,Table,100,1,27
Anomalies,Nominal,Numerical,Table,100,1,74
Anomalies,Nominal,Numerical,Table,100,1,11
Anomalies,Nominal,Numerical,Table,100,1,4
Anomalies,Nominal,Numerical,Table,100,1,7
Anomalies,Nominal,Numerical,Table,100,1,13
Anomalies,Numerical,Numerical,Table,0,1,16
Anomalies,Numerical,Numerical,Table,100,1,25
Anomalies,Numerical,Numerical,Table,0,1,54
Anomalies,Numerical,Numerical,Table,0,1,51
Anomalies,Numerical,Numerical,Table,100,1,11
Anomalies,Numerical,Numerical,Table,100,1,13
Anomalies,Numerical,Numerical,Table,100,1,12
Anomalies,Numerical,Numerical,Table,100,1,22
Anomalies,Numerical,Numerical,Table,0,1,18
Anomalies,Numerical,Numerical,Table,0,1,45
Anomalies,Numerical,Numerical,Table,0,1,47
Anomalies,Ordinal,Numerical,Table,100,1,21
Anomalies,Ordinal,Numerical,Table,0,1,2
Anomalies,Ordinal,Numerical,Table,100,1,13
Anomalies,Ordinal,Numerical,Table,100,1,15
Anomalies,Ordinal,Numerical,Table,100,1,11
Anomalies,Ordinal,Numerical,Table,100,1,8
Anomalies,Ordinal,Numerical,Table,0,1,12
Anomalies,Ordinal,Numerical,Table,100,1,4
Anomalies,Ordinal,Numerical,Table,0,1,1
Anomalies,Ordinal,Numerical,Table,0,1,12
Anomalies,Ordinal,Numerical,Table,100,1,11
Anomalies,Ordinal,Numerical,Table,0,1,8
Cluster,Nominal,Numerical,BarChart,100,1,9
Cluster,Nominal,Numerical,BarChart,100,1,3
Cluster,Nominal,Numerical,BarChart,100,1,7
Cluster,Nominal,Numerical,BarChart,100,1,4
Cluster,Nominal,Numerical,BarChart,100,1,7
Cluster,Nominal,Numerical,BarChart,100,1,3
Cluster,Nominal,Numerical,BarChart,100,1,14
Cluster,Nominal,Numerical,BarChart,100,1,37
Cluster,Nominal,Numerical,BarChart,100,1,11
Cluster,Nominal,Numerical,BarChart,100,1,7
Cluster,Nominal,Numerical,BarChart,100,1,13
Cluster,Nominal,Numerical,BarChart,100,1,6
Cluster,Nominal,Numerical,BarChart,100,1,12
Cluster,Nominal,Numerical,BarChart,100,1,6
Cluster,Nominal,Numerical,BarChart,100,1,11
Cluster,Numerical,Numerical,BarChart,100,1,26
Cluster,Numerical,Numerical,BarChart,100,1,34
Cluster,Numerical,Numerical,BarChart,0,1,31
Cluster,Numerical,Numerical,BarChart,100,1,21
Cluster,Numerical,Numerical,BarChart,100,1,16
Cluster,Numerical,Numerical,BarChart,100,1,15
Cluster,Numerical,Numerical,BarChart,100,1,17
Cluster,Numerical,Numerical,BarChart,100,1,13
Cluster,Numerical,Numerical,BarChart,100,1,28
Cluster,Numerical,Numerical,BarChart,100,1,12
Cluster,Numerical,Numerical,BarChart,100,1,28
Cluster,Numerical,Numerical,BarChart,100,1,12
Cluster,Numerical,Numerical,BarChart,100,1,37
Cluster,Ordinal,Numerical,BarChart,100,1,22
Cluster,Ordinal,Numerical,BarChart,100,1,7
Cluster,Ordinal,Numerical,BarChart,100,1,9
Cluster,Ordinal,Numerical,BarChart,100,1,15
Cluster,Ordinal,Numerical,BarChart,100,1,9
Cluster,Ordinal,Numerical,BarChart,100,1,8
Cluster,Ordinal,Numerical,BarChart,100,1,12
Cluster,Ordinal,Numerical,BarChart,100,1,6
Cluster,Ordinal,Numerical,BarChart,0,1,9
Cluster,Ordinal,Numerical,BarChart,100,1,7
Cluster,Ordinal,Numerical,BarChart,100,1,8
Cluster,Ordinal,Numerical,BarChart,100,1,8
Cluster,Ordinal,Numerical,BarChart,100,1,9
Cluster,Numerical,Numerical,LineChart,0,1,24
Cluster,Ordinal,Numerical,LineChart,100,1,7
Cluster,Nominal,Numerical,PieChart,100,1,4
Cluster,Nominal,Numerical,PieChart,100,1,19
Cluster,Nominal,Numerical,PieChart,100,1,12
Cluster,Nominal,Numerical,PieChart,0,1,4
Cluster,Nominal,Numerical,PieChart,100,1,6
Cluster,Nominal,Numerical,PieChart,100,1,10
Cluster,Numerical,Numerical,PieChart,100,1,32
Cluster,Numerical,Numerical,PieChart,100,1,50
Cluster,Numerical,Numerical,PieChart,100,1,10
Cluster,Ordinal,Numerical,PieChart,100,1,9
Cluster,Ordinal,Numerical,PieChart,100,1,6
Cluster,Ordinal,Numerical,PieChart,100,1,14
Cluster,Ordinal,Numerical,PieChart,100,1,8
Cluster,Numerical,Numerical,Scatterplot,0,1,9
Cluster,Nominal,Numerical,Table,100,1,12
Cluster,Nominal,Numerical,Table,100,1,17
Cluster,Nominal,Numerical,Table,0,1,41
Cluster,Nominal,Numerical,Table,100,1,30
Cluster,Nominal,Numerical,Table,100,1,17
Cluster,Nominal,Numerical,Table,100,1,5
Cluster,Nominal,Numerical,Table,100,1,5
Cluster,Nominal,Numerical,Table,100,1,17
Cluster,Nominal,Numerical,Table,100,1,4
Cluster,Nominal,Numerical,Table,100,1,27
Cluster,Nominal,Numerical,Table,100,1,6
Cluster,Nominal,Numerical,Table,100,1,19
Cluster,Nominal,Numerical,Table,100,1,19
Cluster,Nominal,Numerical,Table,100,1,6
Cluster,Nominal,Numerical,Table,100,1,3
Cluster,Numerical,Numerical,Table,100,1,35
Cluster,Numerical,Numerical,Table,100,1,10
Cluster,Numerical,Numerical,Table,100,1,31
Cluster,Numerical,Numerical,Table,100,1,40
Cluster,Numerical,Numerical,Table,100,1,26
Cluster,Numerical,Numerical,Table,100,1,38
Cluster,Numerical,Numerical,Table,0,1,15
Cluster,Numerical,Numerical,Table,0,1,15
Cluster,Numerical,Numerical,Table,0,1,29
Cluster,Numerical,Numerical,Table,0,1,21
Cluster,Numerical,Numerical,Table,0,1,80
Cluster,Numerical,Numerical,Table,100,1,28
Cluster,Numerical,Numerical,Table,100,1,21
Cluster,Numerical,Numerical,Table,100,1,13
Cluster,Numerical,Numerical,Table,0,1,16
Cluster,Numerical,Numerical,Table,100,1,48
Cluster,Numerical,Numerical,Table,100,1,19
Cluster,Numerical,Numerical,Table,100,1,10
Cluster,Ordinal,Numerical,Table,100,1,11
Cluster,Ordinal,Numerical,Table,100,1,9
Cluster,Ordinal,Numerical,Table,100,1,21
Cluster,Ordinal,Numerical,Table,100,1,8
Cluster,Ordinal,Numerical,Table,100,1,12
Cluster,Ordinal,Numerical,Table,100,1,9
Cluster,Ordinal,Numerical,Table,100,1,6
Cluster,Ordinal,Numerical,Table,100,1,7
Cluster,Ordinal,Numerical,Table,100,1,29
Cluster,Ordinal,Numerical,Table,100,1,5
Cluster,Ordinal,Numerical,Table,100,1,7
Cluster,Ordinal,Numerical,Table,100,1,7
Cluster,Ordinal,Numerical,Table,100,1,19
Cluster,Ordinal,Numerical,Table,100,1,10
Cluster,Ordinal,Numerical,Table,100,1,6
Cluster,Ordinal,Numerical,Table,100,1,13
Cluster,Ordinal,Numerical,Table,100,1,9
Cluster,Ordinal,Numerical,Table,100,1,8
Correlation,Numerical,Numerical,BarChart,100,1,27
Correlation,Numerical,Numerical,BarChart,100,1,12
Correlation,Numerical,Numerical,BarChart,100,1,20
Correlation,Numerical,Numerical,BarChart,100,1,5
Correlation,Numerical,Numerical,BarChart,100,1,3
Correlation,Numerical,Numerical,BarChart,100,1,2
Correlation,Numerical,Numerical,BarChart,0,1,9
Correlation,Numerical,Numerical,BarChart,100,1,3
Correlation,Numerical,Numerical,BarChart,0,1,2
Correlation,Numerical,Numerical,BarChart,100,1,4
Correlation,Numerical,Numerical,BarChart,100,1,49
Correlation,Numerical,Numerical,BarChart,100,1,5
Correlation,Numerical,Numerical,BarChart,0,1,13
Correlation,Numerical,Numerical,BarChart,100,1,16
Correlation,Numerical,Numerical,BarChart,100,1,4
Correlation,Numerical,Numerical,BarChart,0,1,5
Correlation,Numerical,Numerical,BarChart,100,1,9
Correlation,Numerical,Numerical,BarChart,100,1,5
Correlation,Ordinal,Numerical,BarChart,100,1,3
Correlation,Ordinal,Numerical,BarChart,100,1,7
Correlation,Ordinal,Numerical,BarChart,100,1,10
Correlation,Ordinal,Numerical,BarChart,100,1,8
Correlation,Ordinal,Numerical,BarChart,100,1,3
Correlation,Ordinal,Numerical,BarChart,100,1,4
Correlation,Ordinal,Numerical,BarChart,100,1,16
Correlation,Ordinal,Numerical,BarChart,100,1,5
Correlation,Ordinal,Numerical,BarChart,100,1,19
Correlation,Ordinal,Numerical,BarChart,100,1,9
Correlation,Ordinal,Numerical,BarChart,100,1,4
Correlation,Ordinal,Numerical,BarChart,100,1,7
Correlation,Ordinal,Numerical,BarChart,100,1,16
Correlation,Ordinal,Numerical,BarChart,100,1,3
Correlation,Ordinal,Numerical,BarChart,100,1,13
Correlation,Ordinal,Numerical,BarChart,100,1,2
Correlation,Numerical,Numerical,LineChart,0,1,18
Correlation,Numerical,Numerical,LineChart,0,1,11
Correlation,Numerical,Numerical,LineChart,100,1,2
Correlation,Numerical,Numerical,LineChart,100,1,13
Correlation,Numerical,Numerical,LineChart,100,1,13
Correlation,Numerical,Numerical,LineChart,0,1,3
Correlation,Numerical,Numerical,LineChart,100,1,11
Correlation,Numerical,Numerical,LineChart,100,1,5
Correlation,Numerical,Numerical,LineChart,100,1,17
Correlation,Numerical,Numerical,LineChart,100,1,13
Correlation,Ordinal,Numerical,LineChart,100,1,5
Correlation,Ordinal,Numerical,LineChart,100,1,3
Correlation,Ordinal,Numerical,LineChart,100,1,18
Correlation,Ordinal,Numerical,LineChart,100,1,5
Correlation,Ordinal,Numerical,LineChart,100,1,6
Correlation,Ordinal,Numerical,LineChart,100,1,9
Correlation,Ordinal,Numerical,LineChart,100,1,18
Correlation,Ordinal,Numerical,LineChart,100,1,3
Correlation,Ordinal,Numerical,LineChart,100,1,6
Correlation,Ordinal,Numerical,LineChart,100,1,2
Correlation,Ordinal,Numerical,LineChart,0,1,7
Correlation,Ordinal,Numerical,LineChart,100,1,7
Correlation,Ordinal,Numerical,LineChart,100,1,12
Correlation,Numerical,Numerical,PieChart,100,1,12
Correlation,Ordinal,Numerical,PieChart,100,1,3
Correlation,Numerical,Numerical,Scatterplot,100,1,9
Correlation,Numerical,Numerical,Scatterplot,100,1,3
Correlation,Numerical,Numerical,Scatterplot,100,1,6
Correlation,Numerical,Numerical,Scatterplot,100,1,3
Correlation,Ordinal,Numerical,Scatterplot,100,1,3
Correlation,Ordinal,Numerical,Scatterplot,100,1,4
Correlation,Numerical,Numerical,Table,0,1,15
Correlation,Numerical,Numerical,Table,100,1,10
Correlation,Numerical,Numerical,Table,0,1,18
Correlation,Ordinal,Numerical,Table,100,1,7
Correlation,Ordinal,Numerical,Table,100,1,6
Correlation,Ordinal,Numerical,Table,100,1,9
Correlation,Ordinal,Numerical,Table,100,1,6
Derived,Nominal,Numerical,BarChart,100,1,11
Derived,Nominal,Numerical,BarChart,100,1,11
Derived,Nominal,Numerical,BarChart,0,1,28
Derived,Nominal,Numerical,BarChart,0,1,24
Derived,Nominal,Numerical,BarChart,100,1,18
Derived,Nominal,Numerical,BarChart,100,1,15
Derived,Numerical,Numerical,BarChart,100,1,18
Derived,Numerical,Numerical,BarChart,100,1,16
Derived,Numerical,Numerical,BarChart,100,1,16
Derived,Numerical,Numerical,BarChart,100,1,13
Derived,Numerical,Numerical,BarChart,100,1,23
Derived,Numerical,Numerical,BarChart,100,1,59
Derived,Numerical,Numerical,BarChart,0,1,21
Derived,Ordinal,Numerical,BarChart,100,1,10
Derived,Ordinal,Numerical,BarChart,100,1,14
Derived,Ordinal,Numerical,BarChart,100,1,49
Derived,Ordinal,Numerical,BarChart,100,1,12
Derived,Ordinal,Numerical,BarChart,100,1,16
Derived,Ordinal,Numerical,BarChart,100,1,24
Derived,Ordinal,Numerical,BarChart,100,1,9
Derived,Ordinal,Numerical,BarChart,100,1,18
Derived,Ordinal,Numerical,BarChart,100,1,7
Derived,Ordinal,Numerical,BarChart,100,1,16
Derived,Ordinal,Numerical,BarChart,100,1,31
Derived,Ordinal,Numerical,BarChart,100,1,11
Derived,Ordinal,Numerical,BarChart,100,1,10
Derived,Nominal,Numerical,LineChart,0,1,63
Derived,Nominal,Numerical,PieChart,100,1,39
Derived,Nominal,Numerical,PieChart,100,1,14
Derived,Numerical,Numerical,PieChart,100,1,91
Derived,Ordinal,Numerical,PieChart,100,1,19
Derived,Nominal,Numerical,Table,100,1,8
Derived,Nominal,Numerical,Table,100,1,14
Derived,Nominal,Numerical,Table,100,1,33
Derived,Nominal,Numerical,Table,100,1,14
Derived,Nominal,Numerical,Table,100,1,17
Derived,Nominal,Numerical,Table,100,1,14
Derived,Nominal,Numerical,Table,100,1,10
Derived,Nominal,Numerical,Table,100,1,18
Derived,Nominal,Numerical,Table,100,1,8
Derived,Nominal,Numerical,Table,0,1,10
Derived,Nominal,Numerical,Table,100,1,19
Derived,Nominal,Numerical,Table,100,1,34
Derived,Nominal,Numerical,Table,100,1,14
Derived,Nominal,Numerical,Table,100,1,69
Derived,Nominal,Numerical,Table,100,1,13
Derived,Nominal,Numerical,Table,100,1,16
Derived,Nominal,Numerical,Table,100,1,22
Derived,Nominal,Numerical,Table,0,1,5
Derived,Nominal,Numerical,Table,100,1,11
Derived,Nominal,Numerical,Table,100,1,11
Derived,Nominal,Numerical,Table,100,1,13
Derived,Nominal,Numerical,Table,100,1,10
Derived,Nominal,Numerical,Table,100,1,8
Derived,Nominal,Numerical,Table,100,1,22
Derived,Nominal,Numerical,Table,100,1,19
Derived,Nominal,Numerical,Table,100,1,11
Derived,Nominal,Numerical,Table,100,1,22
Derived,Numerical,Numerical,Table,100,1,19
Derived,Numerical,Numerical,Table,100,1,9
Derived,Numerical,Numerical,Table,100,1,29
Derived,Numerical,Numerical,Table,100,1,16
Derived,Numerical,Numerical,Table,100,1,24
Derived,Numerical,Numerical,Table,100,1,16
Derived,Numerical,Numerical,Table,100,1,15
Derived,Numerical,Numerical,Table,100,1,10
Derived,Numerical,Numerical,Table,100,1,13
Derived,Numerical,Numerical,Table,100,1,17
Derived,Numerical,Numerical,Table,0,1,23
Derived,Numerical,Numerical,Table,100,1,18
Derived,Numerical,Numerical,Table,100,1,16
Derived,Numerical,Numerical,Table,100,1,29
Derived,Numerical,Numerical,Table,100,1,26
Derived,Numerical,Numerical,Table,0,1,11
Derived,Numerical,Numerical,Table,100,1,36
Derived,Numerical,Numerical,Table,100,1,9
Derived,Numerical,Numerical,Table,100,1,17
Derived,Numerical,Numerical,Table,100,1,18
Derived,Numerical,Numerical,Table,100,1,18
Derived,Numerical,Numerical,Table,100,1,16
Derived,Numerical,Numerical,Table,100,1,12
Derived,Numerical,Numerical,Table,100,1,17
Derived,Numerical,Numerical,Table,100,1,38
Derived,Numerical,Numerical,Table,100,1,49
Derived,Numerical,Numerical,Table,100,1,27
Derived,Numerical,Numerical,Table,100,1,12
Derived,Ordinal,Numerical,Table,100,1,14
Derived,Ordinal,Numerical,Table,100,1,9
Derived,Ordinal,Numerical,Table,100,1,14
Derived,Ordinal,Numerical,Table,100,1,14
Derived,Ordinal,Numerical,Table,100,1,12
Derived,Ordinal,Numerical,Table,100,1,43
Derived,Ordinal,Numerical,Table,100,1,12
Derived,Ordinal,Numerical,Table,0,1,15
Derived,Ordinal,Numerical,Table,100,1,11
Derived,Ordinal,Numerical,Table,100,1,10
Derived,Ordinal,Numerical,Table,100,1,14
Derived,Ordinal,Numerical,Table,100,1,13
Derived,Ordinal,Numerical,Table,100,1,12
Derived,Ordinal,Numerical,Table,100,1,9
Derived,Ordinal,Numerical,Table,100,1,7
Derived,Ordinal,Numerical,Table,100,1,8
Derived,Ordinal,Numerical,Table,100,1,8
Derived,Ordinal,Numerical,Table,100,1,15
Derived,Ordinal,Numerical,Table,100,1,7
Derived,Ordinal,Numerical,Table,100,1,13
Derived,Ordinal,Numerical,Table,100,1,17
Derived,Ordinal,Numerical,Table,100,1,13
Distribution,Nominal,Numerical,BarChart,100,1,38
Distribution,Nominal,Numerical,BarChart,100,1,26
Distribution,Nominal,Numerical,BarChart,100,1,20
Distribution,Nominal,Numerical,BarChart,100,1,25
Distribution,Nominal,Numerical,BarChart,100,1,22
Distribution,Nominal,Numerical,BarChart,100,1,19
Distribution,Nominal,Numerical,BarChart,100,1,15
Distribution,Nominal,Numerical,BarChart,100,1,32
Distribution,Numerical,Numerical,BarChart,100,1,15
Distribution,Numerical,Numerical,BarChart,100,1,21
Distribution,Numerical,Numerical,BarChart,100,1,33
Distribution,Numerical,Numerical,BarChart,100,1,40
Distribution,Numerical,Numerical,BarChart,0,1,34
Distribution,Numerical,Numerical,BarChart,100,1,32
Distribution,Numerical,Numerical,BarChart,100,1,18
Distribution,Numerical,Numerical,BarChart,0,1,43
Distribution,Numerical,Numerical,BarChart,0,1,45
Distribution,Numerical,Numerical,BarChart,0,1,27
Distribution,Numerical,Numerical,BarChart,100,1,30
Distribution,Numerical,Numerical,BarChart,0,1,20
Distribution,Ordinal,Numerical,BarChart,100,1,59
Distribution,Ordinal,Numerical,BarChart,100,1,16
Distribution,Ordinal,Numerical,BarChart,100,1,16
Distribution,Ordinal,Numerical,BarChart,100,1,42
Distribution,Ordinal,Numerical,BarChart,100,1,26
Distribution,Ordinal,Numerical,BarChart,100,1,10
Distribution,Ordinal,Numerical,BarChart,100,1,15
Distribution,Nominal,Numerical,LineChart,100,1,18
Distribution,Nominal,Numerical,LineChart,100,1,20
Distribution,Numerical,Numerical,LineChart,0,1,25
Distribution,Numerical,Numerical,LineChart,0,1,30
Distribution,Ordinal,Numerical,LineChart,0,1,66
Distribution,Ordinal,Numerical,LineChart,100,1,13
Distribution,Nominal,Numerical,PieChart,100,1,18
Distribution,Nominal,Numerical,PieChart,100,1,13
Distribution,Nominal,Numerical,PieChart,100,1,11
Distribution,Nominal,Numerical,PieChart,100,1,19
Distribution,Numerical,Numerical,PieChart,0,1,14
Distribution,Numerical,Numerical,PieChart,100,1,47
Distribution,Numerical,Numerical,PieChart,100,1,10
Distribution,Numerical,Numerical,PieChart,0,1,40
Distribution,Ordinal,Numerical,PieChart,100,1,9
Distribution,Ordinal,Numerical,PieChart,0,1,11
Distribution,Ordinal,Numerical,PieChart,100,1,22
Distribution,Ordinal,Numerical,PieChart,0,1,12
Distribution,Ordinal,Numerical,PieChart,0,1,15
Distribution,Ordinal,Numerical,PieChart,100,1,25
Distribution,Nominal,Numerical,Scatterplot,0,1,14
Distribution,Nominal,Numerical,Scatterplot,100,1,30
Distribution,Nominal,Numerical,Scatterplot,0,1,19
Distribution,Nominal,Numerical,Scatterplot,0,1,17
Distribution,Nominal,Numerical,Scatterplot,100,1,12
Distribution,Numerical,Numerical,Scatterplot,0,1,6
Distribution,Numerical,Numerical,Scatterplot,100,1,15
Distribution,Ordinal,Numerical,Scatterplot,0,1,10
Distribution,Ordinal,Numerical,Scatterplot,100,1,15
Distribution,Ordinal,Numerical,Scatterplot,100,1,20
Distribution,Nominal,Numerical,Table,100,1,25
Distribution,Nominal,Numerical,Table,0,1,9
Distribution,Nominal,Numerical,Table,100,1,20
Distribution,Nominal,Numerical,Table,0,1,8
Distribution,Nominal,Numerical,Table,0,1,24
Distribution,Nominal,Numerical,Table,100,1,24
Distribution,Nominal,Numerical,Table,100,1,24
Distribution,Nominal,Numerical,Table,100,1,13
Distribution,Nominal,Numerical,Table,100,1,15
Distribution,Nominal,Numerical,Table,0,1,16
Distribution,Nominal,Numerical,Table,0,1,16
Distribution,Nominal,Numerical,Table,100,1,15
Distribution,Nominal,Numerical,Table,100,1,7
Distribution,Nominal,Numerical,Table,0,1,33
Distribution,Nominal,Numerical,Table,0,1,16
Distribution,Nominal,Numerical,Table,100,1,34
Distribution,Nominal,Numerical,Table,100,1,10
Distribution,Numerical,Numerical,Table,100,1,10
Distribution,Numerical,Numerical,Table,0,1,42
Distribution,Numerical,Numerical,Table,100,1,19
Distribution,Numerical,Numerical,Table,100,1,51
Distribution,Numerical,Numerical,Table,100,1,40
Distribution,Numerical,Numerical,Table,100,1,23
Distribution,Numerical,Numerical,Table,100,1,36
Distribution,Numerical,Numerical,Table,0,1,34
Distribution,Numerical,Numerical,Table,100,1,34
Distribution,Numerical,Numerical,Table,100,1,36
Distribution,Numerical,Numerical,Table,100,1,23
Distribution,Numerical,Numerical,Table,100,1,28
Distribution,Numerical,Numerical,Table,100,1,14
Distribution,Numerical,Numerical,Table,0,1,29
Distribution,Numerical,Numerical,Table,0,1,31
Distribution,Numerical,Numerical,Table,0,1,30
Distribution,Ordinal,Numerical,Table,100,1,13
Distribution,Ordinal,Numerical,Table,100,1,10
Distribution,Ordinal,Numerical,Table,100,1,15
Distribution,Ordinal,Numerical,Table,0,1,25
Distribution,Ordinal,Numerical,Table,100,1,10
Distribution,Ordinal,Numerical,Table,100,1,22
Distribution,Ordinal,Numerical,Table,0,1,28
Distribution,Ordinal,Numerical,Table,100,1,20
Distribution,Ordinal,Numerical,Table,100,1,33
Distribution,Ordinal,Numerical,Table,0,1,15
Distribution,Ordinal,Numerical,Table,100,1,215
Distribution,Ordinal,Numerical,Table,100,1,8
Distribution,Ordinal,Numerical,Table,100,1,15
Distribution,Ordinal,Numerical,Table,100,1,11
Distribution,Ordinal,Numerical,Table,0,1,18
Distribution,Ordinal,Numerical,Table,100,1,49
Distribution,Ordinal,Numerical,Table,100,1,30
Distribution,Ordinal,Numerical,Table,0,1,22
Extremum,Nominal,Numerical,BarChart,100,1,6
Extremum,Nominal,Numerical,BarChart,100,1,8
Extremum,Nominal,Numerical,BarChart,100,1,9
Extremum,Nominal,Numerical,BarChart,100,1,6
Extremum,Nominal,Numerical,BarChart,100,1,4
Extremum,Nominal,Numerical,BarChart,100,1,8
Extremum,Nominal,Numerical,BarChart,100,1,5
Extremum,Nominal,Numerical,BarChart,100,1,6
Extremum,Nominal,Numerical,BarChart,100,1,9
Extremum,Nominal,Numerical,BarChart,100,1,12
Extremum,Nominal,Numerical,BarChart,100,1,6
Extremum,Nominal,Numerical,BarChart,100,1,9
Extremum,Nominal,Numerical,BarChart,0,1,12
Extremum,Nominal,Numerical,BarChart,100,1,10
Extremum,Nominal,Numerical,BarChart,0,1,8
Extremum,Nominal,Numerical,BarChart,100,1,8
Extremum,Numerical,Numerical,BarChart,100,1,10
Extremum,Numerical,Numerical,BarChart,100,1,22
Extremum,Numerical,Numerical,BarChart,100,1,18
Extremum,Numerical,Numerical,BarChart,100,1,28
Extremum,Numerical,Numerical,BarChart,100,1,12
Extremum,Numerical,Numerical,BarChart,100,1,12
Extremum,Numerical,Numerical,BarChart,100,1,13
Extremum,Numerical,Numerical,BarChart,100,1,35
Extremum,Numerical,Numerical,BarChart,100,1,16
Extremum,Numerical,Numerical,BarChart,100,1,23
Extremum,Numerical,Numerical,BarChart,100,1,30
Extremum,Numerical,Numerical,BarChart,100,1,11
Extremum,Numerical,Numerical,BarChart,100,1,25
Extremum,Numerical,Numerical,BarChart,100,1,11
Extremum,Numerical,Numerical,BarChart,100,1,21
Extremum,Numerical,Numerical,BarChart,100,1,24
Extremum,Numerical,Numerical,BarChart,100,1,6
Extremum,Numerical,Numerical,BarChart,100,1,11
Extremum,Numerical,Numerical,BarChart,100,1,16
Extremum,Numerical,Numerical,BarChart,100,1,19
Extremum,Numerical,Numerical,BarChart,100,1,13
Extremum,Numerical,Numerical,BarChart,100,1,15
Extremum,Numerical,Numerical,BarChart,100,1,10
