task,x,y,visualization,accuracy,rank,time
Distribution,Nominal,Numerical,BarChart,0,3,33
Distribution,Numerical,Numerical,BarChart,100,3,13
Distribution,Numerical,Numerical,BarChart,100,3,25
Distribution,Numerical,Numerical,BarChart,100,3,25
Distribution,Numerical,Numerical,BarChart,0,3,26
Distribution,Numerical,Numerical,BarChart,0,3,45
Distribution,Numerical,Numerical,BarChart,0,3,21
Distribution,Numerical,Numerical,BarChart,100,3,35
Distribution,Ordinal,Numerical,BarChart,0,3,16
Distribution,Ordinal,Numerical,BarChart,100,3,14
Distribution,Ordinal,Numerical,BarChart,100,3,28
Distribution,Ordinal,Numerical,BarChart,100,3,13
Distribution,Ordinal,Numerical,BarChart,100,3,19
Distribution,Ordinal,Numerical,BarChart,100,3,7
Distribution,Ordinal,Numerical,BarChart,100,3,15
Distribution,Ordinal,Numerical,BarChart,100,3,26
Distribution,Ordinal,Numerical,BarChart,100,3,15
Distribution,Ordinal,Numerical,BarChart,100,3,17
Distribution,Nominal,Numerical,LineChart,100,3,34
Distribution,Nominal,Numerical,LineChart,0,3,56
Distribution,Nominal,Numerical,LineChart,100,3,22
Distribution,Nominal,Numerical,LineChart,0,3,16
Distribution,Numerical,Numerical,LineChart,100,3,18
Distribution,Numerical,Numerical,LineChart,100,3,54
Distribution,Numerical,Numerical,LineChart,0,3,15
Distribution,Numerical,Numerical,LineChart,100,3,46
Distribution,Numerical,Numerical,LineChart,0,3,21
Distribution,Numerical,Numerical,LineChart,0,3,34
Distribution,Numerical,Numerical,LineChart,100,3,31
Distribution,Numerical,Numerical,LineChart,0,3,42
Distribution,Numerical,Numerical,LineChart,100,3,42
Distribution,Ordinal,Numerical,LineChart,0,3,37
Distribution,Ordinal,Numerical,LineChart,100,3,34
Distribution,Ordinal,Numerical,LineChart,0,3,31
Distribution,Ordinal,Numerical,LineChart,100,3,16
Distribution,Ordinal,Numerical,LineChart,0,3,27
Distribution,Nominal,Numerical,PieChart,100,3,13
Distribution,Nominal,Numerical,PieChart,100,3,33
Distribution,Nominal,Numerical,PieChart,100,3,20
Distribution,Nominal,Numerical,PieChart,0,3,17
Distribution,Nominal,Numerical,PieChart,0,3,15
Distribution,Nominal,Numerical,PieChart,100,3,39
Distribution,Nominal,Numerical,PieChart,100,3,18
Distribution,Nominal,Numerical,PieChart,100,3,50
Distribution,Numerical,Numerical,PieChart,100,3,45
Distribution,Numerical,Numerical,PieChart,100,3,36
Distribution,Numerical,Numerical,PieChart,0,3,32
Distribution,Numerical,Numerical,PieChart,0,3,23
Distribution,Numerical,Numerical,PieChart,100,3,62
Distribution,Numerical,Numerical,PieChart,0,3,17
Distribution,Numerical,Numerical,PieChart,100,3,33
Distribution,Ordinal,Numerical,PieChart,0,3,18
Distribution,Ordinal,Numerical,PieChart,100,3,34
Distribution,Ordinal,Numerical,PieChart,100,3,31
Distribution,Ordinal,Numerical,PieChart,0,3,27
Distribution,Ordinal,Numerical,PieChart,0,3,17
Distribution,Ordinal,Numerical,PieChart,0,3,20
Distribution,Nominal,Numerical,Scatterplot,100,3,21
Distribution,Nominal,Numerical,Scatterplot,100,3,19
Distribution,Nominal,Numerical,Scatterplot,100,3,8
Distribution,Nominal,Numerical,Scatterplot,100,3,10
Distribution,Nominal,Numerical,Scatterplot,100,3,13
Distribution,Nominal,Numerical,Scatterplot,100,3,38
Distribution,Nominal,Numerical,Scatterplot,0,3,20
Distribution,Nominal,Numerical,Scatterplot,100,3,16
Distribution,Nominal,Numerical,Scatterplot,100,3,28
Distribution,Nominal,Numerical,Scatterplot,0,3,10
Distribution,Nominal,Numerical,Scatterplot,100,3,14
Distribution,Numerical,Numerical,Scatterplot,0,3,11
Distribution,Numerical,Numerical,Scatterplot,100,3,6
Distribution,Numerical,Numerical,Scatterplot,100,3,10
Distribution,Numerical,Numerical,Scatterplot,100,3,11
Distribution,Numerical,Numerical,Scatterplot,100,3,21
Distribution,Numerical,Numerical,Scatterplot,100,3,27
Distribution,Ordinal,Numerical,Scatterplot,100,3,10
Distribution,Ordinal,Numerical,Scatterplot,100,3,7
Distribution,Ordinal,Numerical,Scatterplot,0,3,22
Distribution,Ordinal,Numerical,Scatterplot,0,3,21
Distribution,Ordinal,Numerical,Scatterplot,100,3,30
Distribution,Ordinal,Numerical,Scatterplot,100,3,10
Distribution,Ordinal,Numerical,Scatterplot,100,3,16
Distribution,Ordinal,Numerical,Scatterplot,100,3,19
Distribution,Ordinal,Numerical,Scatterplot,100,3,33
Distribution,Nominal,Numerical,Table,100,3,20
Distribution,Nominal,Numerical,Table,100,3,28
Distribution,Nominal,Numerical,Table,100,3,16
Distribution,Nominal,Numerical,Table,0,3,12
Distribution,Nominal,Numerical,Table,100,3,24
Distribution,Nominal,Numerical,Table,100,3,36
Distribution,Nominal,Numerical,Table,100,3,9
Distribution,Numerical,Numerical,Table,100,3,26
Distribution,Numerical,Numerical,Table,100,3,29
Distribution,Numerical,Numerical,Table,0,3,45
Distribution,Numerical,Numerical,Table,0,3,55
Distribution,Numerical,Numerical,Table,0,3,16
Distribution,Numerical,Numerical,Table,100,3,24
Distribution,Numerical,Numerical,Table,0,3,96
Distribution,Ordinal,Numerical,Table,100,3,20
Distribution,Ordinal,Numerical,Table,100,3,10
Distribution,Ordinal,Numerical,Table,100,3,81
Distribution,Ordinal,Numerical,Table,100,3,12
Distribution,Ordinal,Numerical,Table,0,3,12
Distribution,Ordinal,Numerical,Table,100,3,71
Extremum,Nominal,Numerical,BarChart,100,3,4
Extremum,Nominal,Numerical,BarChart,100,3,11
Extremum,Nominal,Numerical,BarChart,100,3,3
Extremum,Nominal,Numerical,BarChart,100,3,5
Extremum,Nominal,Numerical,BarChart,100,3,7
Extremum,Nominal,Numerical,BarChart,100,3,8
Extremum,Nominal,Numerical,BarChart,0,3,13
Extremum,Numerical,Numerical,BarChart,100,3,11
Extremum,Numerical,Numerical,BarChart,100,3,18
Extremum,Numerical,Numerical,BarChart,100,3,8
Extremum,Ordinal,Numerical,BarChart,100,3,11
Extremum,Ordinal,Numerical,BarChart,100,3,6
Extremum,Ordinal,Numerical,BarChart,100,3,11
Extremum,Ordinal,Numerical,BarChart,100,3,5
Extremum,Ordinal,Numerical,BarChart,100,3,14
Extremum,Ordinal,Numerical,BarChart,100,3,6
Extremum,Nominal,Numerical,LineChart,100,3,10
Extremum,Nominal,Numerical,LineChart,100,3,10
Extremum,Nominal,Numerical,LineChart,100,3,9
Extremum,Nominal,Numerical,LineChart,100,3,12
Extremum,Nominal,Numerical,LineChart,100,3,14
Extremum,Nominal,Numerical,LineChart,100,3,8
Extremum,Nominal,Numerical,LineChart,100,3,12
Extremum,Nominal,Numerical,LineChart,100,3,10
Extremum,Nominal,Numerical,LineChart,100,3,11
Extremum,Nominal,Numerical,LineChart,100,3,7
Extremum,Nominal,Numerical,LineChart,100,3,8
Extremum,Nominal,Numerical,LineChart,100,3,7
Extremum,Numerical,Numerical,LineChart,100,3,39
Extremum,Numerical,Numerical,LineChart,100,3,11
Extremum,Numerical,Numerical,LineChart,0,3,16
Extremum,Numerical,Numerical,LineChart,100,3,12
Extremum,Numerical,Numerical,LineChart,100,3,15
Extremum,Numerical,Numerical,LineChart,100,3,8
Extremum,Numerical,Numerical,LineChart,100,3,18
Extremum,Numerical,Numerical,LineChart,0,3,12
Extremum,Numerical,Numerical,LineChart,100,3,10
Extremum,Numerical,Numerical,LineChart,100,3,11
Extremum,Numerical,Numerical,LineChart,100,3,10
Extremum,Numerical,Numerical,LineChart,100,3,15
Extremum,Numerical,Numerical,LineChart,100,3,12
Extremum,Numerical,Numerical,LineChart,100,3,28
Extremum,Numerical,Numerical,LineChart,100,3,7
Extremum,Numerical,Numerical,LineChart,100,3,10
Extremum,Ordinal,Numerical,LineChart,100,3,11
Extremum,Ordinal,Numerical,LineChart,100,3,11
Extremum,Ordinal,Numerical,LineChart,100,3,6
Extremum,Ordinal,Numerical,LineChart,100,3,12
Extremum,Ordinal,Numerical,LineChart,100,3,14
Extremum,Ordinal,Numerical,LineChart,100,3,9
Extremum,Ordinal,Numerical,LineChart,100,3,9
Extremum,Ordinal,Numerical,LineChart,100,3,8
Extremum,Ordinal,Numerical,LineChart,100,3,5
Extremum,Ordinal,Numerical,LineChart,100,3,8
Extremum,Nominal,Numerical,PieChart,100,3,6
Extremum,Nominal,Numerical,PieChart,0,3,13
Extremum,Nominal,Numerical,PieChart,100,3,16
Extremum,Nominal,Numerical,PieChart,100,3,16
Extremum,Numerical,Numerical,PieChart,0,3,2
Extremum,Numerical,Numerical,PieChart,100,3,31
Extremum,Numerical,Numerical,PieChart,100,3,13
Extremum,Numerical,Numerical,PieChart,100,3,35
Extremum,Numerical,Numerical,PieChart,100,3,7
Extremum,Numerical,Numerical,PieChart,100,3,20
Extremum,Ordinal,Numerical,PieChart,100,3,16
Extremum,Ordinal,Numerical,PieChart,100,3,13
Extremum,Ordinal,Numerical,PieChart,100,3,16
Extremum,Ordinal,Numerical,PieChart,100,3,11
Extremum,Ordinal,Numerical,PieChart,100,3,18
Extremum,Ordinal,Numerical,PieChart,100,3,9
Extremum,Ordinal,Numerical,PieChart,100,3,12
Extremum,Nominal,Numerical,Scatterplot,100,3,15
Extremum,Nominal,Numerical,Scatterplot,100,3,13
Extremum,Nominal,Numerical,Scatterplot,100,3,9
Extremum,Nominal,Numerical,Scatterplot,100,3,11
Extremum,Nominal,Numerical,Scatterplot,100,3,8
Extremum,Nominal,Numerical,Scatterplot,100,3,19
Extremum,Nominal,Numerical,Scatterplot,100,3,7
Extremum,Nominal,Numerical,Scatterplot,100,3,12
Extremum,Nominal,Numerical,Scatterplot,100,3,6
Extremum,Nominal,Numerical,Scatterplot,100,3,4
Extremum,Nominal,Numerical,Scatterplot,100,3,9
Extremum,Nominal,Numerical,Scatterplot,100,3,10
Extremum,Numerical,Numerical,Scatterplot,100,3,13
Extremum,Numerical,Numerical,Scatterplot,100,3,9
Extremum,Numerical,Numerical,Scatterplot,100,3,12
Extremum,Numerical,Numerical,Scatterplot,0,3,45
Extremum,Numerical,Numerical,Scatterplot,100,3,12
Extremum,Numerical,Numerical,Scatterplot,100,3,11
Extremum,Numerical,Numerical,Scatterplot,100,3,16
Extremum,Numerical,Numerical,Scatterplot,100,3,14
Extremum,Ordinal,Numerical,Scatterplot,100,3,6
Extremum,Ordinal,Numerical,Scatterplot,100,3,29
Extremum,Ordinal,Numerical,Scatterplot,100,3,11
Extremum,Ordinal,Numerical,Scatterplot,100,3,12
Extremum,Ordinal,Numerical,Scatterplot,100,3,10
Extremum,Ordinal,Numerical,Scatterplot,100,3,19
Extremum,Ordinal,Numerical,Scatterplot,100,3,9
Extremum,Ordinal,Numerical,Scatterplot,100,3,11
Extremum,Ordinal,Numerical,Scatterplot,100,3,12
Extremum,Ordinal,Numerical,Scatterplot,100,3,8
Extremum,Nominal,Numerical,Table,100,3,18
Extremum,Numerical,Numerical,Table,100,3,17
Extremum,Numerical,Numerical,Table,100,3,22
Extremum,Numerical,Numerical,Table,100,3,21
Extremum,Ordinal,Numerical,Table,100,3,5
Extremum,Ordinal,Numerical,Table,100,3,7
Extremum,Ordinal,Numerical,Table,100,3,28
Filter,Nominal,Numerical,BarChart,100,3,20
Filter,Nominal,Numerical,BarChart,100,3,3
Filter,Nominal,Numerical,BarChart,100,3,10
Filter,Nominal,Numerical,BarChart,100,3,54
Filter,Nominal,Numerical,BarChart,100,3,20
Filter,Nominal,Numerical,BarChart,100,3,9
Filter,Nominal,Numerical,BarChart,100,3,19
Filter,Numerical,Numerical,BarChart,0,3,9
Filter,Numerical,Numerical,BarChart,100,3,23
Filter,Numerical,Numerical,BarChart,100,3,20
Filter,Numerical,Numerical,BarChart,0,3,8
Filter,Numerical,Numerical,BarChart,100,3,21
Filter,Numerical,Numerical,BarChart,100,3,18
Filter,Ordinal,Numerical,BarChart,0,3,5
Filter,Ordinal,Numerical,BarChart,100,3,15
Filter,Ordinal,Numerical,BarChart,100,3,35
Filter,Ordinal,Numerical,BarChart,100,3,12
Filter,Ordinal,Numerical,BarChart,100,3,17
Filter,Ordinal,Numerical,BarChart,100,3,9
Filter,Ordinal,Numerical,BarChart,100,3,17
Filter,Ordinal,Numerical,BarChart,100,3,12
Filter,Nominal,Numerical,LineChart,100,3,59
Filter,Nominal,Numerical,LineChart,100,3,34
Filter,Nominal,Numerical,LineChart,100,3,15
Filter,Numerical,Numerical,LineChart,100,3,25
Filter,Numerical,Numerical,LineChart,100,3,15
Filter,Numerical,Numerical,LineChart,100,3,58
Filter,Ordinal,Numerical,LineChart,100,3,73
Filter,Ordinal,Numerical,LineChart,100,3,15
Filter,Ordinal,Numerical,LineChart,100,3,31
Filter,Nominal,Numerical,PieChart,100,3,26
Filter,Nominal,Numerical,PieChart,100,3,25
Filter,Nominal,Numerical,PieChart,100,3,101
Filter,Nominal,Numerical,PieChart,100,3,19
Filter,Nominal,Numerical,PieChart,100,3,15
Filter,Nominal,Numerical,PieChart,100,3,135
Filter,Nominal,Numerical,PieChart,100,3,19
Filter,Nominal,Numerical,PieChart,100,3,19
Filter,Nominal,Numerical,PieChart,100,3,13
Filter,Nominal,Numerical,PieChart,100,3,19
Filter,Nominal,Numerical,PieChart,100,3,19
Filter,Nominal,Numerical,PieChart,100,3,32
Filter,Nominal,Numerical,PieChart,100,3,43
Filter,Nominal,Numerical,PieChart,100,3,39
Filter,Nominal,Numerical,PieChart,100,3,21
Filter,Numerical,Numerical,PieChart,100,3,16
Filter,Numerical,Numerical,PieChart,0,3,45
Filter,Numerical,Numerical,PieChart,0,3,4
Filter,Numerical,Numerical,PieChart,100,3,76
Filter,Numerical,Numerical,PieChart,100,3,10
Filter,Numerical,Numerical,PieChart,100,3,10
Filter,Numerical,Numerical,PieChart,100,3,17
Filter,Numerical,Numerical,PieChart,100,3,23
Filter,Numerical,Numerical,PieChart,100,3,21
Filter,Numerical,Numerical,PieChart,100,3,24
Filter,Numerical,Numerical,PieChart,100,3,33
Filter,Numerical,Numerical,PieChart,100,3,62
Filter,Numerical,Numerical,PieChart,100,3,71
Filter,Numerical,Numerical,PieChart,100,3,33
Filter,Numerical,Numerical,PieChart,100,3,110
Filter,Numerical,Numerical,PieChart,100,3,22
Filter,Numerical,Numerical,PieChart,100,3,21
Filter,Numerical,Numerical,PieChart,100,3,61
Filter,Numerical,Numerical,PieChart,100,3,19
Filter,Numerical,Numerical,PieChart,100,3,25
Filter,Ordinal,Numerical,PieChart,100,3,15
Filter,Ordinal,Numerical,PieChart,100,3,23
Filter,Ordinal,Numerical,PieChart,100,3,23
Filter,Ordinal,Numerical,PieChart,100,3,32
Filter,Ordinal,Numerical,PieChart,100,3,29
Filter,Ordinal,Numerical,PieChart,100,3,33
Filter,Ordinal,Numerical,PieChart,100,3,31
Filter,Ordinal,Numerical,PieChart,100,3,29
Filter,Ordinal,Numerical,PieChart,100,3,48
Filter,Ordinal,Numerical,PieChart,100,3,19
Filter,Nominal,Numerical,Scatterplot,100,3,20
Filter,Nominal,Numerical,Scatterplot,100,3,31
Filter,Nominal,Numerical,Scatterplot,100,3,34
Filter,Nominal,Numerical,Scatterplot,100,3,25
Filter,Numerical,Numerical,Scatterplot,0,3,38
Filter,Numerical,Numerical,Scatterplot,100,3,28
Filter,Numerical,Numerical,Scatterplot,100,3,31
Filter,Ordinal,Numerical,Scatterplot,100,3,50
Filter,Ordinal,Numerical,Scatterplot,100,3,37
Filter,Ordinal,Numerical,Scatterplot,100,3,21
Filter,Nominal,Numerical,Table,100,3,13
Filter,Nominal,Numerical,Table,0,3,12
Filter,Nominal,Numerical,Table,100,3,14
Filter,Nominal,Numerical,Table,100,3,23
Filter,Nominal,Numerical,Table,100,3,16
Filter,Nominal,Numerical,Table,100,3,28
Filter,Nominal,Numerical,Table,100,3,11
Filter,Numerical,Numerical,Table,100,3,35
Filter,Numerical,Numerical,Table,100,3,18
Filter,Numerical,Numerical,Table,0,3,2
Filter,Ordinal,Numerical,Table,100,3,42
Filter,Ordinal,Numerical,Table,0,3,21
Filter,Ordinal,Numerical,Table,100,3,13
Filter,Ordinal,Numerical,Table,100,3,8
Filter,Ordinal,Numerical,Table,100,3,18
Filter,Ordinal,Numerical,Table,100,3,18
Filter,Ordinal,Numerical,Table,100,3,13
Filter,Ordinal,Numerical,Table,100,3,18
Filter,Ordinal,Numerical,Table,100,3,7
Filter,Ordinal,Numerical,Table,100,3,50
Filter,Ordinal,Numerical,Table,100,3,10
Filter,Ordinal,Numerical,Table,100,3,17
Filter,Ordinal,Numerical,Table,100,3,20
Filter,Ordinal,Numerical,Table,100,3,10
Filter,Ordinal,Numerical,Table,100,3,10
Order,Nominal,Numerical,BarChart,100,3,22
Order,Nominal,Numerical,BarChart,0,3,11
Order,Nominal,Numerical,BarChart,100,3,24
Order,Nominal,Numerical,BarChart,100,3,22
Order,Numerical,Numerical,BarChart,100,3,16
Order,Numerical,Numerical,BarChart,100,3,24
Order,Numerical,Numerical,BarChart,100,3,17
Order,Ordinal,Numerical,BarChart,100,3,10
Order,Nominal,Numerical,LineChart,0,3,15
Order,Nominal,Numerical,LineChart,0,3,27
Order,Nominal,Numerical,LineChart,100,3,11
Order,Nominal,Numerical,LineChart,100,3,17
Order,Nominal,Numerical,LineChart,100,3,43
Order,Nominal,Numerical,LineChart,100,3,14
Order,Nominal,Numerical,LineChart,100,3,16
Order,Nominal,Numerical,LineChart,100,3,21
Order,Nominal,Numerical,LineChart,100,3,22
Order,Nominal,Numerical,LineChart,100,3,35
Order,Nominal,Numerical,LineChart,100,3,8
Order,Nominal,Numerical,LineChart,100,3,21
Order,Nominal,Numerical,LineChart,100,3,18
Order,Numerical,Numerical,LineChart,100,3,28
Order,Numerical,Numerical,LineChart,100,3,21
Order,Numerical,Numerical,LineChart,100,3,21
Order,Numerical,Numerical,LineChart,100,3,43
Order,Numerical,Numerical,LineChart,0,3,41
Order,Numerical,Numerical,LineChart,0,3,83
Order,Numerical,Numerical,LineChart,0,3,27
Order,Numerical,Numerical,LineChart,0,3,66
Order,Numerical,Numerical,LineChart,0,3,83
Order,Numerical,Numerical,LineChart,0,3,21
Order,Numerical,Numerical,LineChart,100,3,18
Order,Numerical,Numerical,LineChart,100,3,14
Order,Numerical,Numerical,LineChart,0,3,27
Order,Numerical,Numerical,LineChart,100,3,8
Order,Numerical,Numerical,LineChart,0,3,30
Order,Numerical,Numerical,LineChart,0,3,22
Order,Numerical,Numerical,LineChart,100,3,47
Order,Numerical,Numerical,LineChart,0,3,13
Order,Numerical,Numerical,LineChart,100,3,8
Order,Ordinal,Numerical,LineChart,0,3,29
Order,Ordinal,Numerical,LineChart,100,3,20
Order,Ordinal,Numerical,LineChart,100,3,1
Order,Ordinal,Numerical,LineChart,100,3,21
Order,Ordinal,Numerical,LineChart,100,3,14
Order,Ordinal,Numerical,LineChart,100,3,18
Order,Ordinal,Numerical,LineChart,100,3,17
Order,Ordinal,Numerical,LineChart,100,3,23
Order,Ordinal,Numerical,LineChart,0,3,31
Order,Ordinal,Numerical,LineChart,100,3,17
Order,Ordinal,Numerical,LineChart,100,3,19
Order,Ordinal,Numerical,LineChart,100,3,35
Order,Ordinal,Numerical,LineChart,100,3,21
Order,Ordinal,Numerical,LineChart,100,3,20
Order,Nominal,Numerical,PieChart,100,3,15
Order,Nominal,Numerical,PieChart,100,3,23
Order,Nominal,Numerical,PieChart,100,3,22
Order,Nominal,Numerical,PieChart,100,3,37
Order,Nominal,Numerical,PieChart,100,3,54
Order,Nominal,Numerical,PieChart,100,3,23
Order,Ordinal,Numerical,PieChart,100,3,28
Order,Nominal,Numerical,Scatterplot,100,3,32
Order,Nominal,Numerical,Scatterplot,100,3,32
Order,Nominal,Numerical,Scatterplot,100,3,27
Order,Nominal,Numerical,Scatterplot,100,3,11
Order,Nominal,Numerical,Scatterplot,100,3,60
Order,Nominal,Numerical,Scatterplot,100,3,9
Order,Nominal,Numerical,Scatterplot,100,3,20
Order,Nominal,Numerical,Scatterplot,100,3,33
Order,Nominal,Numerical,Scatterplot,100,3,12
Order,Nominal,Numerical,Scatterplot,100,3,20
Order,Nominal,Numerical,Scatterplot,100,3,33
Order,Nominal,Numerical,Scatterplot,100,3,20
Order,Numerical,Numerical,Scatterplot,100,3,94
Order,Numerical,Numerical,Scatterplot,100,3,21
Order,Numerical,Numerical,Scatterplot,100,3,21
Order,Numerical,Numerical,Scatterplot,100,3,51
Order,Numerical,Numerical,Scatterplot,0,3,24
Order,Numerical,Numerical,Scatterplot,0,3,93
Order,Numerical,Numerical,Scatterplot,0,3,127
Order,Numerical,Numerical,Scatterplot,100,3,19
Order,Ordinal,Numerical,Scatterplot,100,3,13
Order,Ordinal,Numerical,Scatterplot,100,3,23
Order,Ordinal,Numerical,Scatterplot,100,3,14
Order,Ordinal,Numerical,Scatterplot,100,3,8
Order,Ordinal,Numerical,Scatterplot,0,3,25
Order,Ordinal,Numerical,Scatterplot,100,3,15
Order,Ordinal,Numerical,Scatterplot,100,3,23
Order,Ordinal,Numerical,Scatterplot,100,3,15
Order,Ordinal,Numerical,Scatterplot,100,3,14
Order,Ordinal,Numerical,Scatterplot,0,3,31
Order,Ordinal,Numerical,Scatterplot,100,3,11
Order,Ordinal,Numerical,Scatterplot,0,3,29
Order,Ordinal,Numerical,Scatterplot,0,3,22
Order,Ordinal,Numerical,Scatterplot,100,3,11
Order,Ordinal,Numerical,Scatterplot,100,3,18
Order,Ordinal,Numerical,Scatterplot,100,3,21
Order,Nominal,Numerical,Table,100,3,37
Order,Numerical,Numerical,Table,100,3,54
Order,Numerical,Numerical,Table,0,3,37
Order,Numerical,Numerical,Table,0,3,41
Order,Numerical,Numerical,Table,100,3,35
Order,Numerical,Numerical,Table,0,3,31
Order,Numerical,Numerical,Table,100,3,19
Order,Ordinal,Numerical,Table,100,3,34
Order,Ordinal,Numerical,Table,100,3,34
Order,Ordinal,Numerical,Table,100,3,36
Order,Ordinal,Numerical,Table,100,3,23
Range,Nominal,Numerical,BarChart,100,3,22
Range,Nominal,Numerical,BarChart,100,3,39
Range,Nominal,Numerical,BarChart,100,3,17
Range,Nominal,Numerical,BarChart,100,3,21
Range,Nominal,Numerical,BarChart,100,3,15
Range,Nominal,Numerical,BarChart,100,3,17
Range,Nominal,Numerical,BarChart,100,3,12
Range,Nominal,Numerical,BarChart,100,3,19
Range,Nominal,Numerical,BarChart,100,3,21
Range,Nominal,Numerical,BarChart,100,3,14
Range,Nominal,Numerical,BarChart,100,3,17
Range,Nominal,Numerical,BarChart,100,3,37
Range,Nominal,Numerical,BarChart,100,3,34
Range,Nominal,Numerical,BarChart,100,3,11
Range,Nominal,Numerical,BarChart,0,3,6
Range,Nominal,Numerical,BarChart,100,3,6
Range,Nominal,Numerical,BarChart,100,3,11
Range,Nominal,Numerical,BarChart,100,3,8
Range,Nominal,Numerical,BarChart,100,3,34
Range,Nominal,Numerical,BarChart,100,3,34
Range,Numerical,Numerical,BarChart,100,3,17
Range,Numerical,Numerical,BarChart,100,3,20
Range,Numerical,Numerical,BarChart,100,3,11
Range,Numerical,Numerical,BarChart,100,3,19
Range,Numerical,Numerical,BarChart,100,3,10
Range,Numerical,Numerical,BarChart,100,3,7
Range,Numerical,Numerical,BarChart,100,3,11
Range,Numerical,Numerical,BarChart,100,3,18
Range,Numerical,Numerical,BarChart,100,3,53
Range,Numerical,Numerical,BarChart,100,3,8
Range,Numerical,Numerical,BarChart,100,3,9
Range,Numerical,Numerical,BarChart,100,3,11
Range,Numerical,Numerical,BarChart,100,3,8
Range,Numerical,Numerical,BarChart,100,3,11
Range,Numerical,Numerical,BarChart,100,3,14
Range,Numerical,Numerical,BarChart,100,3,11
Range,Numerical,Numerical,BarChart,100,3,12
Range,Numerical,Numerical,BarChart,100,3,23
Range,Ordinal,Numerical,BarChart,100,3,21
Range,Ordinal,Numerical,BarChart,100,3,8
Range,Ordinal,Numerical,BarChart,100,3,6
Range,Ordinal,Numerical,BarChart,100,3,7
Range,Ordinal,Numerical,BarChart,100,3,25
Range,Ordinal,Numerical,BarChart,100,3,33
Range,Ordinal,Numerical,BarChart,100,3,25
Range,Ordinal,Numerical,BarChart,100,3,27
Range,Ordinal,Numerical,BarChart,100,3,94
Range,Ordinal,Numerical,BarChart,100,3,40
Range,Ordinal,Numerical,BarChart,0,3,52
Range,Ordinal,Numerical,BarChart,100,3,22
Range,Ordinal,Numerical,BarChart,100,3,151
Range,Nominal,Numerical,LineChart,100,3,21
Range,Nominal,Numerical,LineChart,100,3,16
Range,Nominal,Numerical,LineChart,100,3,20
Range,Nominal,Numerical,LineChart,100,3,11
Range,Nominal,Numerical,LineChart,100,3,14
Range,Numerical,Numerical,LineChart,100,3,12
Range,Numerical,Numerical,LineChart,100,3,22
Range,Numerical,Numerical,LineChart,100,3,16
Range,Ordinal,Numerical,LineChart,100,3,16
Range,Ordinal,Numerical,LineChart,100,3,33
Range,Ordinal,Numerical,LineChart,0,3,27
Range,Ordinal,Numerical,LineChart,100,3,10
Range,Ordinal,Numerical,LineChart,100,3,14
Range,Ordinal,Numerical,LineChart,100,3,11
Range,Nominal,Numerical,PieChart,100,3,19
Range,Nominal,Numerical,PieChart,0,3,19
Range,Nominal,Numerical,PieChart,0,3,33
Range,Nominal,Numerical,PieChart,100,3,12
Range,Nominal,Numerical,PieChart,100,3,11
Range,Nominal,Numerical,PieChart,100,3,19
Range,Numerical,Numerical,PieChart,100,3,16
Range,Numerical,Numerical,PieChart,0,3,15
Range,Numerical,Numerical,PieChart,100,3,17
Range,Numerical,Numerical,PieChart,0,3,16
Range,Numerical,Numerical,PieChart,0,3,25
Range,Numerical,Numerical,PieChart,100,3,14
Range,Numerical,Numerical,PieChart,0,3,51
Range,Numerical,Numerical,PieChart,100,3,74
Range,Ordinal,Numerical,PieChart,100,3,11
Range,Ordinal,Numerical,PieChart,100,3,11
Range,Ordinal,Numerical,PieChart,100,3,50
Range,Ordinal,Numerical,PieChart,100,3,16
Range,Ordinal,Numerical,PieChart,100,3,59
Range,Ordinal,Numerical,PieChart,0,3,16
Range,Nominal,Numerical,Scatterplot,100,3,15
Range,Nominal,Numerical,Scatterplot,100,3,18
Range,Nominal,Numerical,Scatterplot,100,3,14
Range,Numerical,Numerical,Scatterplot,100,3,8
Range,Numerical,Numerical,Scatterplot,100,3,15
Range,Numerical,Numerical,Scatterplot,100,3,32
Range,Ordinal,Numerical,Scatterplot,100,3,82
Range,Ordinal,Numerical,Scatterplot,100,3,27
Range,Ordinal,Numerical,Scatterplot,100,3,19
Range,Ordinal,Numerical,Scatterplot,100,3,13
Range,Ordinal,Numerical,Scatterplot,100,3,19
Range,Ordinal,Numerical,Scatterplot,100,3,18
Range,Nominal,Numerical,Table,100,3,40
Range,Nominal,Numerical,Table,100,3,17
Range,Numerical,Numerical,Table,0,3,9
Range,Numerical,Numerical,Table,100,3,25
Range,Numerical,Numerical,Table,0,3,34
Range,Numerical,Numerical,Table,0,3,16
Range,Ordinal,Numerical,Table,100,3,45
Range,Ordinal,Numerical,Table,100,3,9
Range,Ordinal,Numerical,Table,100,3,5
Range,Ordinal,Numerical,Table,100,3,20
Range,Ordinal,Numerical,Table,100,3,14
Retrieve,Nominal,Numerical,BarChart,100,3,11
Retrieve,Nominal,Numerical,BarChart,100,3,23
Retrieve,Nominal,Numerical,BarChart,100,3,12
Retrieve,Nominal,Numerical,BarChart,100,3,9
Retrieve,Nominal,Numerical,BarChart,100,3,18
Retrieve,Nominal,Numerical,BarChart,100,3,7
Retrieve,Nominal,Numerical,BarChart,100,3,7
Retrieve,Nominal,Numerical,BarChart,100,3,18
Retrieve,Nominal,Numerical,BarChart,100,3,15
Retrieve,Nominal,Numerical,BarChart,100,3,6
Retrieve,Nominal,Numerical,BarChart,100,3,16
