Date,Recession,GDP,Unemployment,HousingStarts,CPI,DowJones,NASDAQ,SP500,VehicleSales,RealHPI,NominalHPI
12/1/1988,,,5.3,1547,120.5,2168.570068,381.399994,277.720001,16.437,130.134615,73.29
1/1/1989,,5511.3,5.4,1561,121.1,2342.320068,401.299988,297.470001,15.372,130.0853013,73.62
2/1/1989,,,5.2,1597,121.6,2258.389893,399.700012,288.859985,14.991,130.1662872,73.97
3/1/1989,,,5,1442,122.3,2293.620117,406.700012,294.869995,14.662,130.1945753,74.42
4/1/1989,,5612.5,5.2,1542,123.1,2418.800049,427.600006,309.640015,16.024,130.1445668,74.87
5/1/1989,,,5.2,1449,123.8,2480.149902,446.200012,320.519989,15.267,130.1501661,75.3
6/1/1989,,,5.3,1346,124.1,2440.060059,435.299988,317.980011,14.384,130.5252195,75.7
7/1/1989,,5695.4,5.2,1386,124.4,2660.659912,453.799988,346.079987,14.695,130.8055818,76.05
8/1/1989,,,5.2,1429,124.6,2737.27002,469.299988,351.450012,16.547,130.9923124,76.28
9/1/1989,,,5.3,1338,125,2692.820068,472.899994,349.149994,15.66,130.826481,76.43
10/1/1989,,5747.2,5.3,1333,125.6,2645.080078,455.600006,340.359985,13.581,130.3139517,76.49
11/1/1989,,,5.4,1475,125.9,2706.27002,456.100006,345.98999,13.37,130.0561199,76.52
12/1/1989,,,5.4,1304,126.1,2753.199951,454.799988,353.399994,13.55,129.8074241,76.5
1/1/1990,,5872.7,5.4,1508,127.4,2590.540039,415.799988,329.079987,16.308,128.5298855,76.53
2/1/1990,,,5.3,1352,128,2627.25,425.799988,331.890015,14.363,128.0277015,76.59
3/1/1990,,,5.2,1345,128.7,2707.209961,435.5,339.940002,14.486,127.6688601,76.79
4/1/1990,,5960,5.4,1332,128.9,2656.76001,420.100006,330.799988,14.281,127.8874283,77.04
5/1/1990,,,5.4,1351,129.2,2876.659912,459,361.230011,14.022,128.0177595,77.3
6/1/1990,,,5.2,1263,129.9,2880.689941,462.299988,358.019989,14.149,127.6655811,77.5
7/1/1990,1,6015.1,5.5,1295,130.4,2905.199951,438.200012,356.149994,14.081,127.2613924,77.56
8/1/1990,1,,5.7,1307,131.6,2614.360107,381.200012,322.559998,13.859,125.9660017,77.47
9/1/1990,1,,5.9,1312,132.7,2452.47998,344.5,306.049988,14.298,124.5170958,77.22
10/1/1990,1,6004.7,5.9,1282,133.5,2442.330078,329.799988,304,13.749,123.2644432,76.91
11/1/1990,1,,6.2,1248,133.8,2559.649902,359.100006,322.220001,13.134,122.1372911,76.37
12/1/1990,1,,6.3,1173,133.8,2633.659912,373.799988,330.220001,12.958,121.4832184,75.97
1/1/1991,1,6035.2,6.4,1149,134.6,2736.389893,414.200012,343.929993,11.829,120.0648921,75.53
2/1/1991,1,,6.6,1090,134.8,2882.179932,453.100006,367.070007,12.409,119.4423001,75.25
3/1/1991,1,,6.8,1176,135,2913.860107,482.299988,375.220001,12.848,119.0973401,75.14
4/1/1991,,6126.9,6.7,1093,135.2,2887.870117,484.720001,375.339996,12.038,119.1917921,75.31
5/1/1991,,,6.9,1070,135.6,3027.5,506.109985,389.829987,12.487,119.5613269,75.77
6/1/1991,,,6.9,1093,136,2906.75,475.920013,371.160004,12.719,119.9695945,76.25
7/1/1991,,6205.9,6.8,1076,136.2,3024.820068,502.040009,387.809998,12.972,120.1971799,76.51
8/1/1991,,,6.9,1050,136.6,3043.600098,525.679993,395.429993,12.565,119.9658259,76.59
9/1/1991,,,6.9,1216,137.2,3016.77002,526.880005,387.859985,13.107,119.4178005,76.57
10/1/1991,,6264.5,7,1076,137.4,3069.100098,542.97998,392.450012,12.217,118.8017024,76.29
11/1/1991,,,7,1013,137.8,2894.679932,523.900024,375.220001,12.576,118.0608912,76.03
12/1/1991,,,7.3,1002,137.9,3168.830078,586.340027,417.089996,12.658,117.6664989,75.83
1/1/1992,,6363.1,7.3,1061,138.1,3223.399902,620.210022,408.779999,12.591,117.2822732,75.7
2/1/1992,,,7.4,1098,138.6,3267.699951,633.469971,412.700012,12.927,116.791249,75.65
3/1/1992,,,7.4,1128,139.3,3235.5,603.77002,403.690002,12.824,116.4485916,75.81
4/1/1992,,6470.8,7.4,1083,139.5,3359.100098,578.679993,414.950012,12.55,116.6911799,76.08
5/1/1992,,,7.6,1187,139.7,3396.899902,585.309998,415.350006,13.098,117.0127198,76.4
6/1/1992,,,7.8,1189,140.2,3318.5,563.599976,408.140015,13.543,116.908284,76.6
7/1/1992,,6566.6,7.7,1251,140.5,3393.800049,580.830017,424.209991,12.853,116.8246581,76.71
8/1/1992,,,7.6,1140,140.9,3257.399902,563.119995,414.029999,12.873,116.5248964,76.73
9/1/1992,,,7.6,1123,141.3,3271.699951,583.27002,417.799988,13.378,116.0405708,76.63
10/1/1992,,6680.8,7.3,1139,141.8,3226.300049,605.169983,418.679993,13.655,115.5876406,76.6
11/1/1992,,,7.4,1224,142,3305.199951,652.72998,431.350006,13.218,115.3977178,76.58
12/1/1992,,,7.4,1199,141.9,3301.110107,676.950012,435.709991,13.784,115.305631,76.47
1/1/1993,,6729.5,7.3,1135,142.6,3310,696.340027,438.779999,13.457,114.6360793,76.4
2/1/1993,,,7.1,1236,143.1,3370.810059,670.77002,443.380005,12.969,114.1338557,76.33
3/1/1993,,,7,1105,143.6,3435.110107,690.130005,451.670013,13.326,113.8184071,76.39
4/1/1993,,6808.9,7.1,1216,144,3427.550049,661.419983,440.190002,14.527,113.9138456,76.66
5/1/1993,,,7.1,1111,144.2,3527.429932,700.530029,450.190002,14.519,114.3033965,77.03
6/1/1993,,,7,1193,144.4,3516.080078,703.950012,450.529999,14.49,114.8652398,77.52
7/1/1993,,6882.1,6.9,1090,144.4,3539.469971,704.700012,448.130005,14.451,115.4105448,77.89
8/1/1993,,,6.8,1264,144.8,3651.25,742.840027,463.559998,13.584,115.4552487,78.13
9/1/1993,,,6.7,1172,145.1,3555.120117,762.780029,458.929993,13.99,115.3182919,78.2
10/1/1993,,7013.7,6.8,1246,145.7,3680.590088,779.26001,467.829987,14.911,114.8081592,78.18
11/1/1993,,,6.6,1235,145.8,3683.949951,754.390015,461.790009,14.882,114.7294156,78.18
12/1/1993,,,6.5,1289,145.8,3754.090088,776.799988,466.450012,15.004,114.6457637,78.12
1/1/1994,,7115.7,6.6,1228,146.2,3978.360107,800.469971,481.609985,15.379,114.4564982,78.2
2/1/1994,,,6.6,1353,146.7,3832.02002,792.5,467.140015,15.52,114.0751457,78.21
3/1/1994,,,6.5,1257,147.2,3635.959961,743.460022,445.769989,15.301,113.8984372,78.36
4/1/1994,,7246.9,6.4,1374,147.4,3681.689941,733.840027,450.910004,16.013,114.2577773,78.71
5/1/1994,,,6.1,1430,147.5,3758.370117,735.190002,456.5,14.577,114.9187024,79.22
6/1/1994,,,6.1,1336,148,3624.959961,705.960022,444.269989,15.109,115.241779,79.71
7/1/1994,,7331.1,6.1,1281,148.4,3764.5,722.159973,458.26001,14.875,115.4531098,80.07
8/1/1994,,,6,1348,149,3913.419922,765.619995,475.48999,15.359,115.3515212,80.33
9/1/1994,,,5.9,1414,149.4,3843.189941,764.289978,462.709991,15.274,115.0741905,80.35
10/1/1994,,7455.3,5.8,1378,149.5,3908.120117,777.48999,472.350006,15.894,114.9442613,80.31
11/1/1994,,,5.6,1365,149.7,3739.22998,750.320007,453.690002,15.89,114.5977335,80.18
12/1/1994,,,5.5,1386,149.7,3834.439941,751.960022,459.269989,15.584,114.4690925,80.09
1/1/1995,,7522.3,5.6,1423,150.3,3843.860107,755.200012,470.420013,14.801,113.9423717,80.04
2/1/1995,,,5.4,1294,150.9,4011.050049,793.72998,487.390015,14.861,113.4453632,80.01
3/1/1995,,,5.4,1413,151.4,4157.689941,817.210022,500.709991,15.256,113.1964921,80.09
4/1/1995,,7581,5.8,1342,151.9,4321.27002,843.97998,514.710022,14.378,113.2366226,80.39
5/1/1995,,,5.6,1326,152.2,4465.140137,864.580017,533.400024,14.806,113.4661121,80.71
6/1/1995,,,5.6,1242,152.5,4556.100098,933.450012,544.75,15.407,113.7704662,81.09
7/1/1995,,7683.1,5.7,1352,152.5,4708.470215,1001.210022,562.059998,14.7,114.2517299,81.43
8/1/1995,,,5.7,1265,152.9,4610.560059,1020.109985,561.880005,15.368,114.2928989,81.67
9/1/1995,,,5.6,1279,153.2,4789.080078,1043.540039,584.409973,15.338,114.1878064,81.76
10/1/1995,,7772.6,5.5,1335,153.7,4755.47998,1036.060059,581.5,14.861,113.8010295,81.75
11/1/1995,,,5.6,1360,153.6,5074.490234,1059.199951,605.369995,15.38,113.7427787,81.65
12/1/1995,,,5.6,1200,153.5,5117.120117,1052.130005,615.929993,16.262,113.6537848,81.53
1/1/1996,,7868.5,5.6,1402,154.4,5395.299805,1059.790039,636.02002,14.812,112.8734992,81.45
2/1/1996,,,5.5,1317,154.9,5485.620117,1100.050049,640.429993,15.587,112.4718593,81.42
3/1/1996,,,5.5,1369,155.7,5587.140137,1101.400024,645.5,16.044,112.2595235,81.69
4/1/1996,,8032.8,5.6,1327,156.3,5569.080078,1190.52002,654.169983,15.466,112.4555816,82.15
5/1/1996,,,5.6,1423,156.6,5643.180176,1243.430054,669.119995,15.993,112.8932725,82.62
6/1/1996,,,5.3,1437,156.7,5654.629883,1185.02002,670.630005,15.256,113.4343352,83.07
7/1/1996,,8131.4,5.5,1453,157,5528.910156,1080.589966,639.950012,15.074,113.7245749,83.44
8/1/1996,,,5.1,1468,157.3,5616.209961,1141.5,651.98999,15.486,113.8178264,83.67
9/1/1996,,,5.2,1379,157.8,5882.169922,1226.920044,687.330017,15.534,113.5331215,83.73
10/1/1996,,8259.8,5.2,1392,158.3,6029.379883,1221.51001,705.27002,15.308,113.0758468,83.66
11/1/1996,,,5.4,1413,158.6,6521.700195,1292.609985,757.02002,15.712,112.762122,83.58
12/1/1996,,,5.4,1487,158.6,6448.27002,1291.030029,740.73999,15.183,112.6730791,83.52
1/1/1997,,8362.7,5.3,1377,159.1,6813.089844,1379.849976,786.159973,15.682,112.3714349,83.55
2/1/1997,,,5.2,1545,159.6,6877.740234,1309,790.820007,15.271,112.1065384,83.62
3/1/1997,,,5.2,1445,160,6583.47998,1221.699951,757.119995,15.816,112.2488686,83.94
4/1/1997,,8518.8,5.1,1438,160.2,7009,1260.76001,801.340027,15.058,112.6616965,84.35
5/1/1997,,,4.9,1400,160.1,7331,1400.319946,848.280029,15.088,113.4631291,84.9
6/1/1997,,,5,1315,160.3,7672.799805,1442.069946,885.140015,14.524,114.033029,85.43
7/1/1997,,8662.8,4.9,1313,160.5,8222.599609,1593.810059,954.309998,15.568,114.4801906,85.87
8/1/1997,,,4.8,1332,160.8,7622.399902,1587.319946,899.469971,16.148,114.6777875,86.18
9/1/1997,,,4.9,1442,161.2,7945.299805,1685.689941,947.280029,15.096,114.6056074,86.34
10/1/1997,,8765.9,4.7,1396,161.6,7442.100098,1593.609985,914.619995,15.431,114.4503668,86.44
11/1/1997,,,4.6,1420,161.5,7823.100098,1600.550049,955.400024,15.825,114.8166888,86.66
12/1/1997,,,4.7,1428,161.3,7908.299805,1570.349976,970.429993,16.474,115.2469149,86.88
1/1/1998,,8866.5,4.6,1316,161.6,7906.5,1619.359985,980.280029,14.789,115.4513789,87.19
2/1/1998,,,4.6,1441,161.9,8545.719727,1770.51001,1049.339966,15.232,115.5163133,87.4
3/1/1998,,,4.7,1477,162.2,8799.80957,1835.680054,1101.75,15.405,115.9662115,87.91
4/1/1998,,8969.7,4.3,1498,162.5,9063.370117,1868.410034,1111.75,15.923,116.6475145,88.59
5/1/1998,,,4.4,1465,162.8,8899.950195,1778.869995,1090.819946,17.057,117.5050555,89.4
6/1/1998,,,4.5,1467,163,8952.019531,1894.73999,1133.839966,16.771,118.4373058,90.22
7/1/1998,,9121.1,4.5,1552,163.2,8883.290039,1872.390015,1120.670044,14.668,119.1627382,90.89
8/1/1998,,,4.5,1521,163.4,7539.069824,1499.25,957.280029,14.796,119.7344924,91.44
9/1/1998,,,4.6,1452,163.6,7842.620117,1693.839966,1017.01001,16.313,120.0380363,91.78
10/1/1998,,9294,4.5,1452,164,8592.099609,1771.390015,1098.670044,17.131,120.0675248,92.03
11/1/1998,,,4.4,1604,164,9116.549805,1949.540039,1163.630005,16.118,120.3245532,92.22
12/1/1998,,,4.4,1433,163.9,9181.429688,2192.689941,1229.22998,17.409,120.7204274,92.47
1/1/1999,,9417.3,4.3,1599,164.3,9358.830078,2505.889893,1279.640015,16.593,120.7781542,92.74
2/1/1999,,,4.4,1459,164.5,9306.580078,2288.030029,1238.329956,17.097,120.9786111,93.01
3/1/1999,,,4.2,1673,165,9786.160156,2461.399902,1286.369995,16.832,121.4302936,93.64
4/1/1999,,9524.2,4.3,1580,166.2,10789.04004,2542.860107,1335.180054,16.929,121.6182555,94.47
5/1/1999,,,4.2,1623,166.2,10559.74023,2470.52002,1301.839966,17.564,122.8091398,95.39
6/1/1999,,,4.3,1648,166.2,10970.79981,2686.120117,1372.709961,17.346,124.1004447,96.39
7/1/1999,,9681.9,4.3,1597,166.7,10655.15039,2638.48999,1328.719971,17.688,124.7910228,97.22
8/1/1999,,,4.2,1563,167.1,10829.28027,2739.350098,1320.410034,17.641,125.3950594,97.93
9/1/1999,,,4.2,1643,167.9,10336.9502,2746.159912,1282.709961,17.662,125.4398856,98.43
10/1/1999,,9899.4,4.1,1593,168.2,10729.86035,2966.429932,1362.930054,17.684,125.7695304,98.87
11/1/1999,,,4.1,1596,168.3,10877.80957,3336.159912,1388.910034,17.62,126.1003707,99.18
12/1/1999,,,4,1659,168.3,11497.12012,4069.310059,1469.25,18.322,126.6012937,99.58
1/1/2000,,10002.9,4,1574,168.8,10940.53027,3940.350098,1394.459961,18.635,126.7612222,100
2/1/2000,,,4.1,1677,169.8,10128.30957,4696.689941,1366.420044,19.401,126.7329734,100.57
3/1/2000,,,4,1704,171.2,10921.91992,4572.830078,1498.579956,18.343,126.816464,101.47
4/1/2000,,10247.7,3.8,1610,171.3,10733.91016,3860.659912,1452.430054,17.939,128.085228,102.54
5/1/2000,,,4,1682,171.5,10522.33008,3400.909912,1420.599976,17.943,129.3843857,103.7
6/1/2000,,,4,1530,172.4,10447.88965,3966.110107,1454.599976,17.596,130.1412234,104.86
7/1/2000,,10319.8,4,1495,172.8,10521.98047,3766.98999,1430.829956,17.316,130.9123119,105.72
8/1/2000,,,4.1,1573,172.8,11215.09961,4206.350098,1517.680054,17.531,131.9029273,106.52
9/1/2000,,,3.9,1528,173.7,10650.91992,3672.820068,1436.51001,18.654,131.9746186,107.14
10/1/2000,,10439,3.9,1513,174,10971.13965,3369.629883,1429.400024,17.514,132.4763058,107.73
11/1/2000,,,3.9,1539,174.1,10414.49023,2597.929932,1314.949951,16.634,133.0921538,108.29
12/1/2000,,,3.9,1521,174,10787.99023,2470.52002,1320.280029,16.222,133.7847381,108.79
1/1/2001,,10472.9,4.2,1456,175.1,10887.36035,2772.72998,1366.01001,17.652,133.4611935,109.22
2/1/2001,,,4.2,1536,175.8,10495.28027,2151.830078,1239.939941,17.826,133.4507133,109.64
3/1/2001,1,,4.3,1470,176.2,9878.780273,1840.26001,1160.329956,17.248,134.0609708,110.4
4/1/2001,1,10597.8,4.4,1574,176.9,10734.96973,2116.23999,1249.459961,16.872,134.5622497,111.25
5/1/2001,1,,4.3,1497,177.7,10911.94043,2110.48999,1255.819946,16.876,135.1063935,112.2
6/1/2001,1,,4.5,1654,178,10502.40039,2160.540039,1224.380005,17.464,136.1661301,113.27
7/1/2001,1,10596.3,4.6,1582,177.5,10522.80957,2027.130005,1211.22998,16.463,137.7009314,114.23
8/1/2001,1,,4.9,1615,177.5,9949.75,1805.430054,1133.579956,16.348,138.6195082,114.99
9/1/2001,1,,5,1551,178.3,8847.55957,1498.800049,1040.939941,16.365,138.5687819,115.47
10/1/2001,1,10660.3,5.3,1599,177.7,9075.139648,1690.199951,1059.780029,22.055,139.2955431,115.68
11/1/2001,1,,5.5,1555,177.4,9851.55957,1930.579956,1139.449951,18.031,139.7204721,115.84
12/1/2001,,,5.7,1693,176.7,10021.57031,1950.400024,1148.079956,16.465,140.5367509,116.06
1/1/2002,,10789,5.7,1632,177.1,9920,1934.030029,1130.199951,16.523,140.680867,116.44
2/1/2002,,,5.7,1671,177.8,10106.12988,1731.48999,1106.72998,17.304,140.7046601,116.92
3/1/2002,,,5.7,1559,178.8,10403.94043,1845.349976,1147.390015,17.109,141.131192,117.93
4/1/2002,,10893.2,5.9,1625,179.8,9946.219727,1688.22998,1076.920044,17.667,141.8695355,119.21
5/1/2002,,,5.8,1705,179.8,9925.25,1615.72998,1067.140015,16.198,143.7486417,120.79
6/1/2002,,,5.8,1589,179.9,9243.259766,1463.209961,989.820007,16.953,145.5051695,122.34
7/1/2002,,10992.1,5.8,1615,180.1,8736.589844,1328.26001,911.619995,18.144,146.949869,123.69
8/1/2002,,,5.7,1722,180.7,8663.5,1314.849976,916.070007,18.449,147.6958009,124.73
9/1/2002,,,5.7,1641,181,7591.930176,1172.060059,815.280029,16.665,148.3541798,125.49
10/1/2002,,11071.5,5.7,1601,181.3,8397.030273,1329.75,885.76001,16.26,148.8663937,126.14
11/1/2002,,,5.9,1718,181.3,8896.089844,1478.780029,936.309998,16.52,149.4635824,126.64
12/1/2002,,,6,1671,180.9,8341.629883,1335.51001,879.820007,17.866,150.3961289,127.15
1/1/2003,,11183.5,5.8,1654,181.7,8053.810059,1320.910034,855.700012,16.706,150.3251191,127.65
2/1/2003,,,5.9,1688,183.1,7891.080078,1337.52002,841.150024,16.114,149.9645323,128.33
3/1/2003,,,5.9,1638,184.2,7992.129883,1341.170044,848.179993,16.466,150.2108647,129.31
4/1/2003,,11312.9,6,1662,183.8,8480.089844,1464.310059,916.919983,16.754,151.9114763,130.49
5/1/2003,,,6.1,1733,183.5,8850.259766,1595.910034,963.590027,16.471,153.7351869,131.84
6/1/2003,,,6.3,1641,183.7,8985.44043,1622.800049,974.5,17.014,155.1798876,133.23
7/1/2003,,11567.3,6.2,1680,183.9,9233.799805,1735.02002,990.309998,17.113,156.6644964,134.65
8/1/2003,,,6.1,1570,184.6,9415.820313,1810.449951,1008.01001,18.262,157.5981432,135.96
9/1/2003,,,6.1,1719,185.2,9275.05957,1786.939941,995.969971,17.287,158.372328,137.08
10/1/2003,,11769.3,6,1728,185,9801.120117,1932.209961,1050.709961,16.49,159.586804,137.98
11/1/2003,,,5.8,1692,184.5,9782.459961,1960.26001,1058.199951,17.563,160.9366468,138.77
12/1/2003,,,5.7,1716,184.3,10453.91992,2003.369995,1111.920044,17.357,162.1144002,139.63
1/1/2004,,11920.2,5.7,1709,185.2,10488.07031,2066.149902,1131.130005,16.694,162.5720669,140.71
2/1/2004,,,5.6,1718,186.2,10583.91992,2029.819946,1144.939941,17.032,163.2204456,142.04
3/1/2004,,,5.8,1794,187.4,10357.7002,1994.219971,1126.209961,17.246,164.5159632,144.09
4/1/2004,,12109,5.6,1938,188,10225.57031,1920.150024,1107.300049,16.9,166.3776211,146.18
5/1/2004,,,5.6,1893,189.1,10188.4502,1986.73999,1120.680054,18.187,167.845989,148.34
6/1/2004,,,5.6,1857,189.7,10435.48047,2047.790039,1140.839966,16.174,169.7774352,150.52
7/1/2004,,12303.3,5.5,1881,189.4,10139.70996,1887.359985,1101.719971,17.304,172.1013529,152.34
8/1/2004,,,5.4,1911,189.5,10173.91992,1838.099976,1104.23999,17.158,173.6782811,153.81
9/1/2004,,,5.4,1796,189.9,10080.26953,1896.839966,1114.579956,17.876,174.7704858,155.11
10/1/2004,,12522.4,5.5,1839,190.9,10027.46973,1974.98999,1130.199951,17.514,175.1910477,156.3
11/1/2004,,,5.4,1758,191,10428.01953,2096.810059,1173.819946,17.362,176.4414167,157.5
12/1/2004,,,5.4,1921,190.3,10783.00977,2175.439941,1211.920044,18.102,178.4127313,158.67
1/1/2005,,12761.3,5.3,1892,190.7,10489.94043,2062.409912,1181.27002,16.888,179.6789261,160.14
2/1/2005,,,5.4,1908,191.8,10766.23047,2051.719971,1203.599976,16.887,180.6520679,161.93
3/1/2005,,,5.2,1787,193.3,10503.75977,1999.22998,1180.589966,17.417,182.1836261,164.58
4/1/2005,,12910,5.2,1927,194.6,10192.50977,1921.650024,1156.849976,17.754,183.6252903,167
5/1/2005,,,5.1,2103,194.4,10467.48047,2068.219971,1191.5,17.414,186.6121436,169.54
6/1/2005,,,5,1965,194.5,10274.96973,2056.959961,1191.329956,18.483,189.2345905,172.01
7/1/2005,,13142.9,5,1886,195.4,10640.91016,2184.830078,1234.180054,21.129,190.643979,174.1
8/1/2005,,,4.9,1952,196.4,10481.59961,2152.090088,1220.329956,17.419,191.6626685,175.92
9/1/2005,,,5,1922,198.8,10568.7002,2151.689941,1228.810059,16.928,191.1678188,177.61
10/1/2005,,13332.3,5,1962,199.2,10440.07031,2120.300049,1207.01001,15.336,192.0117141,178.76
11/1/2005,,,5,1907,197.6,10805.87012,2232.820068,1249.47998,16.524,194.5670265,179.68
12/1/2005,,,4.9,1941,196.8,10717.5,2205.320068,1248.290039,17.174,195.8298206,180.11
1/1/2006,,13603.9,4.7,2036,198.3,10864.86035,2305.820068,1280.079956,18.081,195.1254121,180.83
2/1/2006,,,4.8,2048,198.7,10993.41016,2281.389893,1280.660034,17.072,195.4562609,181.51
3/1/2006,,,4.7,2245,199.8,11109.32031,2339.790039,1294.869995,16.959,195.716703,182.75
4/1/2006,,13749.8,4.7,2071,201.5,11367.13965,2322.570068,1310.609985,17.129,195.0190817,183.65
5/1/2006,,,4.6,1897,202.5,11168.30957,2178.879883,1270.089966,16.729,194.8294971,184.38
6/1/2006,,,4.6,2050,202.9,11150.21973,2172.090088,1270.199951,16.901,194.6236303,184.55
7/1/2006,,13867.5,4.7,1934,203.5,11185.67969,2091.469971,1276.660034,17.655,194.1160437,184.62
8/1/2006,,,4.7,1877,203.9,11381.15039,2183.75,1303.819946,16.459,193.5232582,184.41
9/1/2006,,,4.5,2011,202.9,11679.07031,2258.429932,1335.849976,16.975,194.2598025,184.21
10/1/2006,,14037.2,4.4,1918,201.8,12080.73047,2366.709961,1377.939941,16.866,195.166015,184.06
11/1/2006,,,4.5,1893,201.5,12221.92969,2431.77002,1400.630005,16.657,195.0063389,183.64
12/1/2006,,,4.4,1888,201.8,12463.15039,2415.290039,1418.300049,17.107,194.2891288,183.24
1/1/2007,,14208.6,4.6,1822,202.416,12621.69043,2463.929932,1438.23999,16.896,193.1555711,182.72
2/1/2007,,,4.5,1640,203.499,12268.62988,2416.149902,1406.819946,17.169,191.8668534,182.48
3/1/2007,,,4.4,1623,205.352,12354.34961,2421.639893,1420.859985,16.436,189.8469082,182.2
4/1/2007,,14382.4,4.5,1539,206.686,13062.91016,2525.090088,1482.369995,16.617,188.558441,182.14
5/1/2007,,,4.4,1536,207.949,13627.63965,2604.52002,1530.619995,16.661,187.1611143,181.89
6/1/2007,,,4.6,1481,208.352,13408.62012,2603.22998,1503.349976,16.179,186.4458218,181.55
7/1/2007,,14535,4.7,1534,208.299,13211.99023,2546.27002,1455.27002,15.834,185.9323888,181
8/1/2007,,,4.6,1512,207.917,13357.74023,2596.360107,1473.98999,16.38,185.4928899,180.24
9/1/2007,,,4.7,1356,208.49,13895.62988,2701.5,1526.75,16.533,183.8418498,179.13
10/1/2007,,14681.5,4.7,1405,208.936,13930.00977,2859.120117,1549.380005,16.456,181.8200612,177.54
11/1/2007,,,4.7,1390,210.177,13371.71973,2660.959961,1481.140015,16.354,178.3367465,175.17
12/1/2007,1,,5,1328,210.036,13264.82031,2652.280029,1468.359985,16.03,176.5962395,173.35
1/1/2008,1,14651,5,1331,211.08,12650.36035,2389.860107,1378.550049,15.706,173.4287805,171.08
2/1/2008,1,,4.9,1274,211.693,12266.38965,2271.47998,1330.630005,15.492,171.0182485,169.2
3/1/2008,1,,5.1,1195,213.528,12262.88965,2279.100098,1322.699951,15.116,168.2578815,167.91
4/1/2008,1,14805.6,5,1022,214.823,12820.12988,2412.800049,1385.589966,14.602,166.6658813,167.33
5/1/2008,1,,5.4,1142,216.632,12638.32031,2522.659912,1400.380005,14.697,164.9768214,167.03
6/1/2008,1,,5.6,1142,218.815,11350.00977,2292.97998,1280,14.377,162.8615577,166.55
7/1/2008,1,14835.2,5.8,1087,219.964,11378.01953,2325.550049,1267.380005,13.003,161.2121982,165.73
8/1/2008,1,,6.1,1017,219.086,11543.95996,2367.52002,1282.829956,14.119,160.4567558,164.29
9/1/2008,1,,6.1,1160,218.783,10850.66016,2091.879883,1166.359985,12.962,158.3630395,161.92
10/1/2008,1,14559.5,6.5,1055,216.573,9325.009766,1720.949951,968.75,10.933,157.2590921,159.17
11/1/2008,1,,6.8,1076,212.425,8829.040039,1535.569946,896.23999,10.525,157.2153419,156.08
12/1/2008,1,,7.3,1021,210.228,8776.389648,1577.030029,903.25,10.383,155.2705367,152.55
1/1/2009,1,14394.5,7.8,777,211.143,8000.859863,1476.420044,825.880005,9.786,151.3740283,149.37
2/1/2009,1,,8.3,819,212.193,7062.930176,1377.839966,735.090027,9.223,148.8663511,147.63
3/1/2009,1,,8.7,839,212.709,7608.919922,1528.589966,797.869995,9.748,147.3946637,146.52
4/1/2009,1,14352.9,9,846,213.24,8168.120117,1717.300049,872.809998,9.38,147.4570997,146.95
5/1/2009,1,,9.4,818,213.856,8500.330078,1774.329956,919.140015,10.176,148.2590283,148.18
6/1/2009,1,,9.5,797,215.693,8447,1835.040039,919.320007,10.149,148.6093789,149.8
7/1/2009,,14420.3,9.5,797,215.351,9171.610352,1978.5,987.47998,11.565,149.7883135,150.75
8/1/2009,,,9.6,792,215.834,9496.280273,2009.060059,1020.619995,14.754,149.3708282,150.67
9/1/2009,,,9.8,721,215.969,9712.280273,2122.419922,1057.079956,9.536,148.2460793,149.63
10/1/2009,,14628,10,746,216.177,9712.730469,2045.109985,1036.189941,10.576,147.0740441,148.59
11/1/2009,,,9.9,844,216.33,10344.83984,2144.600098,1095.630005,11.04,146.3340315,147.95
12/1/2009,,,9.9,750,215.949,10428.04981,2269.149902,1115.099976,11.284,145.3328398,146.68
1/1/2010,,14721.4,9.8,689,216.687,10067.33008,2147.350098,1073.869995,10.893,143.1868025,145
2/1/2010,,,9.8,670,216.741,10325.25977,2238.26001,1104.48999,10.315,141.2289938,143.06
3/1/2010,,,9.9,635,217.631,10856.62988,2397.959961,1169.430054,11.772,141.1823625,143.6
4/1/2010,,14926.1,9.9,737,218.009,11008.61035,2461.189941,1186.689941,11.454,142.7062093,145.4
5/1/2010,,,9.6,702,218.178,10136.62988,2257.040039,1089.410034,12.03,144.1971958,147.03
6/1/2010,,,9.4,894,217.965,9774.019531,2109.23999,1030.709961,11.598,144.9899471,147.7
7/1/2010,,15079.9,9.4,572,218.011,10465.94043,2254.699951,1101.599976,11.947,144.8190032,147.55
8/1/2010,,,9.5,592,218.312,10014.71973,2114.030029,1049.329956,12.014,143.5029706,146.41
9/1/2010,,,9.5,632,218.439,10788.04981,2368.620117,1141.199951,11.922,141.6416465,144.6
10/1/2010,,15240.8,9.4,605,218.711,11118.49023,2507.409912,1183.26001,12.414,140.0283176,143.13
11/1/2010,,,9.8,552,218.803,11006.01953,2498.22998,1180.550049,12.3,138.6952036,141.83
12/1/2010,,,9.3,565,219.179,11577.50977,2652.870117,1257.640015,12.606,137.2984672,140.64
1/1/2011,,15285.8,9.1,520,220.223,11891.92969,2700.080078,1286.119995,12.806,135.1027085,139.05
2/1/2011,,,9,615,221.309,12226.33984,2782.27002,1327.219971,13.081,133.1799295,137.75
3/1/2011,,,9,591,223.467,12319.73047,2781.070068,1325.829956,13.259,131.939784,137.79
4/1/2011,,15496.2,9.1,549,224.906,12810.54004,2873.540039,1363.609985,13.327,132.391394,139.16
