Date,Recession,GDP,Unemployment,HousingStarts,CPI,DowJones,NASDAQ,SP500,VehicleSales,RealHPI,NominalHPI
5/1/2011,,,9,549,225.964,12569.79004,2835.300049,1345.199951,12.28,133.2193779,140.69
6/1/2011,,,9.1,579,225.722,12414.33984,2773.52002,1320.640015,11.886,134.5480886,141.94
7/1/2011,,15591.9,9,634,225.922,12143.24023,2756.379883,1292.280029,12.719,134.8040339,142.33
8/1/2011,,,9,614,226.545,11613.53027,2579.459961,1218.890015,12.604,133.9072326,141.78
9/1/2011,,,9,603,226.889,10913.37988,2415.399902,1131.420044,13.356,132.1802015,140.16
10/1/2011,,15796.5,8.8,566,226.421,11955.00977,2684.409912,1253.300049,13.731,130.7930063,138.4
11/1/2011,,,8.6,585,226.23,12045.67969,2620.340088,1246.959961,13.742,129.2548664,136.66
12/1/2011,,,8.5,610,225.672,12217.55957,2605.149902,1257.599976,13.798,128.1550699,135.16
1/1/2012,,16019.8,8.3,545,226.665,12632.91016,2813.840088,1312.410034,14.395,126.6534043,134.17
2/1/2012,,,8.3,561,227.663,12952.07031,2966.889893,1365.680054,14.975,125.9412395,134
3/1/2012,,,8.2,582,229.392,13212.04004,3091.570068,1408.469971,14.594,126.739083,135.87
4/1/2012,,16152.3,8.2,671,230.085,13213.62988,3046.360107,1397.910034,14.77,128.7855144,138.48
5/1/2012,,,8.2,626,229.815,12393.4502,2827.340088,1310.329956,14.496,131.3361763,141.06
6/1/2012,,,8.2,625,229.478,12880.08984,2935.050049,1362.160034,14.467,133.5030115,143.18
7/1/2012,,16257.2,8.2,676,229.104,13008.67969,2939.52002,1379.319946,14.38,134.7567047,144.29
8/1/2012,,,8.1,684,230.379,13090.83984,3066.959961,1406.579956,14.444,134.4028607,144.71
9/1/2012,,,7.8,652,231.407,13437.12988,3116.22998,1440.670044,15.099,133.4877076,144.36
10/1/2012,,16358.9,7.8,730,231.317,13096.45996,2977.22998,1412.160034,14.831,133.1807366,143.98
11/1/2012,,,7.7,668,230.221,13025.58008,3010.23999,1416.180054,15.456,133.8110449,143.97
12/1/2012,,,7.9,677,229.601,13104.13965,3019.51001,1426.189941,15.462,134.084778,143.88
1/1/2013,,16569.6,8,714,230.28,13860.58008,3142.129883,1498.109985,15.813,134.0964011,144.32
2/1/2013,,,7.7,729,232.166,14054.49023,3160.189941,1514.680054,15.861,133.7858532,145.16
3/1/2013,,,7.5,816,232.773,14578.54004,3267.52002,1569.189941,15.723,136.0108373,147.96
4/1/2013,,16637.9,7.6,712,232.531,14839.79981,3328.790039,1597.569946,15.81,138.9276829,150.98
5/1/2013,,,7.5,708,232.945,15115.57031,3455.909912,1630.73999,15.884,141.3418302,153.87
6/1/2013,,,7.5,736,233.504,14909.59961,3403.25,1606.280029,16.148,143.3603324,156.45
7/1/2013,,16848.7,7.3,784,233.596,15499.54004,3626.370117,1685.72998,16.021,145.0103711,158.31
8/1/2013,,,7.2,765,233.877,14810.30957,3589.870117,1632.969971,15.827,145.8507619,159.42
9/1/2013,,,7.2,776,234.149,15129.66992,3771.47998,1681.550049,15.857,145.9326378,159.69
10/1/2013,,17083.1,7.2,801,233.546,15545.75,3919.709961,1756.540039,15.728,146.1958182,159.57
11/1/2013,,,6.9,839,233.069,16086.41016,4059.889893,1805.810059,16.078,146.3123279,159.37
12/1/2013,,,6.7,778,233.049,16576.66016,4176.589844,1848.359985,15.834,146.2523507,159.29
1/1/2014,,17104.6,6.6,838,233.916,15698.84961,4103.879883,1782.589966,15.614,145.8017467,159.39
2/1/2014,,,6.7,876,234.781,16321.70996,4308.120117,1859.449951,15.993,145.7321056,159.9
3/1/2014,,,6.7,893,236.293,16457.66016,4198.990234,1872.339966,16.985,145.9930926,161.22
4/1/2014,,17432.9,6.2,834,237.072,16580.83984,4114.560059,1883.949951,16.697,147.1172292,163
5/1/2014,,,6.3,891,237.9,16717.16992,4242.620117,1923.569946,17.137,148.1441087,164.71
6/1/2014,,,6.1,800,238.343,16826.59961,4408.180176,1960.22998,17.516,149.2387281,166.24
7/1/2014,,17721.7,6.2,839,238.25,16563.30078,4369.77002,1930.670044,17.277,150.1232373,167.16
8/1/2014,,,6.1,908,237.852,17098.44922,4580.27002,2003.369995,17.239,150.656916,167.47
9/1/2014,,,5.9,975,238.031,17042.90039,4493.390137,1972.290039,16.959,150.3584422,167.26
10/1/2014,,17849.9,5.7,920,237.433,17390.51953,4630.740234,2018.050049,16.757,150.4397421,166.93
11/1/2014,,,5.8,863,236.151,17828.24023,4791.629883,2067.560059,16.947,151.0308236,166.69
12/1/2014,,,5.6,955,234.812,17823.07031,4736.049805,2058.899902,17.179,151.718929,166.5
1/1/2015,,17984.2,5.7,957,233.707,17164.94922,4635.240234,1994.98999,16.935,152.2549967,166.3
2/1/2015,,,5.5,867,234.722,18132.69922,4963.529785,2104.5,16.889,151.9530421,166.69
3/1/2015,,,5.4,789,236.119,17776.11914,4900.879883,2067.889893,17.849,152.3716372,168.14
4/1/2015,,18219.4,5.4,1010,236.599,17840.51953,4941.419922,2085.51001,17.638,153.7536845,170.01
5/1/2015,,,5.6,1011,237.805,18010.67969,5070.029785,2107.389893,18.017,154.6610343,171.89
6/1/2015,,,5.3,957,238.638,17619.50977,4986.870117,2063.110107,17.87,155.5566924,173.49
7/1/2015,,18344.7,5.2,987,238.654,17689.85938,5128.279785,2103.840088,18.314,156.4849851,174.54
8/1/2015,,,5.1,973,238.316,16528.0293,4812.709961,1972.180054,18.44,157.1091639,174.98
9/1/2015,,,5,1027,237.945,16284.7002,4620.160156,1920.030029,18.232,157.4584394,175.1
10/1/2015,,18350.8,5,986,237.838,17663.53906,5053.75,2079.360107,18.202,157.5409733,175.11
11/1/2015,,,5.1,987,237.336,17719.91992,5108.669922,2080.409912,18.316,157.9661545,175.21
12/1/2015,,,5,1028,236.525,17425.0293,5007.410156,2043.939941,17.441,158.4869839,175.19
1/1/2016,,18424.3,4.9,1057,236.916,16466.30078,4613.950195,1940.23999,18.091,158.1477494,175.11
2/1/2016,,,4.9,1039,237.111,16516.5,4557.950195,1932.22998,18.025,158.232464,175.34
3/1/2016,,,5,1022,238.132,17685.08984,4869.850098,2059.73999,17.328,158.7365249,176.66
4/1/2016,,18637.3,5,960,239.261,17773.64063,4775.359863,2065.300049,17.715,159.6786312,178.55
5/1/2016,,,4.8,994,240.229,17787.19922,4948.049805,2096.949951,17.758,160.6865733,180.4
6/1/2016,,,4.9,1100,241.018,17929.99023,4842.669922,2098.860107,17.73,161.5694674,181.99
7/1/2016,,18806.7,4.8,1076,240.628,18432.24023,5162.129883,2173.600098,18.108,162.8263777,183.11
8/1/2016,,,4.9,1046,240.849,18400.88086,5213.220215,2170.949951,17.899,163.2553259,183.76
9/1/2016,,,5,1018,241.428,18308.15039,5312,2168.27002,17.961,163.1279136,184.06
10/1/2016,,18991.9,4.9,1074,241.729,18142.41992,5189.140137,2126.149902,17.856,162.9973719,184.14
11/1/2016,,,4.7,1214,241.353,19123.58008,5323.680176,2198.810059,17.748,163.4481183,184.36
12/1/2016,,,4.7,1114,241.432,19762.59961,5444.5,2238.830078,18.18,163.5523911,184.54
1/1/2017,,19190.4,4.7,1078,242.839,19864.08984,5614.790039,2278.870117,17.665,162.828582,184.8
2/1/2017,,,4.7,1151,243.603,20812.24023,5825.439941,2363.639893,17.773,162.6490553,185.17
3/1/2017,,,4.4,1190,243.801,20663.2207,5911.740234,2362.719971,17.097,163.8369536,186.68
4/1/2017,,19356.6,4.4,1088,244.524,20940.50977,6047.609863,2384.199951,17.281,165.1087698,188.68
5/1/2017,,,4.4,1159,244.733,21008.65039,6198.52002,2411.800049,17.254,166.7181404,190.69
6/1/2017,,,4.3,1224,244.955,21349.63086,6140.419922,2423.409912,17.209,168.0895899,192.43
7/1/2017,,19611.7,4.3,1186,244.786,21891.11914,6348.120117,2470.300049,17.18,169.3087813,193.69
8/1/2017,,,4.4,1087,245.519,21948.09961,6428.660156,2471.649902,17.016,169.5423507,194.54
9/1/2017,,,4.2,1089,246.819,22405.08984,6495.959961,2519.360107,18.381,169.0628902,195.02
10/1/2017,,19918.9,4.1,1195,246.663,23377.24023,6727.669922,2575.26001,18.198,169.4014273,195.28
11/1/2017,,,4.2,1151,246.669,24272.34961,6873.970215,2584.840088,17.862,169.7139259,195.65
12/1/2017,,,4.1,1221,246.524,24719.2207,6903.390137,2673.610107,17.697,170.1704795,196.06
1/1/2018,,20163.2,4.1,1215,247.867,26149.39063,7411.47998,2823.810059,17.552,169.4962117,196.35
2/1/2018,,,4.1,1290,248.991,25029.19922,7273.009766,2713.830078,17.555,169.4245723,197.15
3/1/2018,,,4,1220,249.554,24103.10938,7063.450195,2640.870117,17.695,170.4862439,198.84
4/1/2018,,20510.2,3.9,1244,250.546,24163.15039,7066.27002,2648.050049,17.774,171.5636913,200.89
5/1/2018,,,3.8,1248,251.588,24415.83984,7442.120117,2705.27002,17.778,172.4324862,202.75
6/1/2018,,,4,1205,251.989,24271.41016,7510.299805,2718.370117,17.701,173.5184036,204.35
7/1/2018,,20749.8,3.9,1176,252.006,25415.18945,7671.790039,2816.290039,17.384,174.2920961,205.27
8/1/2018,,,3.8,1232,252.146,25964.82031,8109.540039,2901.52002,17.361,174.513551,205.65
9/1/2018,,,3.7,1150,252.439,26458.31055,8046.350098,2913.97998,17.842,174.3618546,205.71
10/1/2018,,20897.8,3.8,1117,252.885,25115.75977,7305.899902,2711.73999,17.999,174.056034,205.71
11/1/2018,,,3.7,1107,252.038,25538.46094,7330.540039,2760.169922,17.88,174.4389123,205.47
12/1/2018,,,3.9,1068,251.233,23327.46094,6635.279785,2506.850098,17.886,174.6588759,205.07
1/1/2019,,21098.8,4,1261,251.712,24999.66992,7281.740234,2704.100098,17.237,174.0162298,204.71
2/1/2019,,,3.8,1332,252.776,25916,7532.529785,2784.48999,17.026,,
3/1/2019,,,3.8,1348,254.202,25928.67969,7729.319824,2834.399902,17.773,,
4/1/2019,,21337.9,3.6,1330,255.548,26592.91016,8095.390137,2945.830078,17.048,,
5/1/2019,,,3.6,1228,256.092,24815.03906,7453.149902,2752.060059,17.932,,
6/1/2019,,,3.7,1166,256.143,26599.96094,8006.240234,2941.76001,17.661,,
7/1/2019,,,3.7,1250,256.571,26864.26953,8175.419922,2980.379883,17.339,,
8/1/2019,,,,,,,7895.990234,2888.679932,,,
